資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
92296,地價稅歷年開徵查定表,屏東縣政府財稅局,公共資訊,屏東縣102年至106年地價稅開徵查定戶數及稅額統計表,|查定戶數面積查定稅額|,每日,政府資料開放授權條款-第1版,,2018/10/05 00:00,2018/10/08 17:13,
92297,房屋用途相近歸類表,歸類相近細類|,公共資訊,房屋用途相近歸類表,|未列房屋用途細類項目,屏東縣政府財稅局,每日,政府資料開放授權條款-第1版,08-7338086#212,2018/10/05 00:00,2018/10/08 17:14
92298,房屋耐用年數及折舊率標準表,屏東縣政府財稅局,公共資訊,房屋耐用年數及折舊率標準表,構造別;每年折舊率%;最低使用價格;最高折舊年數,每日,政府資料開放授權條款-第1版,,2018/10/05 00:00,2018/10/08 17:14,
92299,房屋地段等級表,屏東縣政府財稅局,公共資訊,房屋地段等級表,等級;增減率,每日,政府資料開放授權條款-第1版,,2018/10/05 00:00,2018/10/08 17:14,
92300,房屋地段等級表附表,增減率|,公共資訊,房屋地段等級表附表,|等級,屏東縣政府財稅局,每日,政府資料開放授權條款-第1版,08-7338086#212,2018/10/05 00:00,2018/10/08 17:15
92301,房屋稅徵績統計表,查定數-本稅,公共資訊,房屋稅徵績統計表,|查定數-戶;數,徵起數-戶;數,徵起數-本稅|,屏東縣政府財稅局,免費,劉淑娟 女士,08-7338086#212
92302,屏東縣107年度第3季房地交易課稅情形季報表,屏東縣政府財稅局,生育保健,屏東縣107年度第3季房地交易課稅情形季報表,土地增值稅;買賣契稅,每日,政府資料開放授權條款-第1版,,2018/10/06 00:00,2018/10/08 17:16,
92303,104年度屏東縣土地增值稅稅源統計表,屏東縣政府財稅局,生育保健,104年度屏東縣土地增值稅稅源統計表,屏東縣;土地增值稅;面積;筆數;應納稅額,每日,政府資料開放授權條款-第1版,,2018/10/06 00:00,2018/10/08 17:16,
92304,印花稅103年第1季徵收季報表,屏東縣政府財稅局,投資理財,印花稅103年第1季徵收季報表,|彙總繳稅額大額繳納|,每季,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:16,
92305,印花稅103年第2季徵收季報表,屏東縣政府財稅局,投資理財,印花稅103年第2季徵收季報表,|彙總自繳稅額大額繳納|,每季,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:17,
92306,印花稅103年第3季徵收季報表,屏東縣政府財稅局,投資理財,印花稅103年第3季徵收季報表,|彙總自繳稅額大額繳納|,每季,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:17,
92307,印花稅103年第4季徵收季報表,屏東縣政府財稅局,投資理財,印花稅103年第4季徵收季報表,|彙總自繳稅額大額繳納|,每日,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:18,
92308,印花稅104年第1季徵收季報表,屏東縣政府財稅局,投資理財,印花稅104年第1季徵收季報表,|彙總自繳稅額大額繳納|,每日,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:18,
92309,印花稅104年第2季徵收季報表,屏東縣政府財稅局,投資理財,印花稅104年第2季徵收季報表,|彙總自繳稅額大額繳納|,每季,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:19,
92311,印花稅104年第4季徵收季報表,屏東縣政府財稅局,投資理財,印花稅104年第4季徵收季報表,|彙總自繳稅額大額繳納|,每季,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:20,
92312,印花稅105年第1季徵收季報表,屏東縣政府財稅局,投資理財,印花稅105年第1季徵收季報表,|彙總自繳稅額大額繳納|,每季,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:20,
92313,印花稅105年第2季徵收季報表,屏東縣政府財稅局,投資理財,印花稅105年第2季徵收季報表,|彙總自繳稅額大額繳納|,每季,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:21,
92314,印花稅105年第3季徵收季報表,屏東縣政府財稅局,投資理財,印花稅105年第3季徵收季報表,|彙總自繳稅額大額繳納|,每季,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:21,
92315,印花稅105年第4季徵收季報表,屏東縣政府財稅局,投資理財,印花稅105年第4季徵收季報表,|彙總自繳稅額大額繳納|,每季,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:22,
92316,印花稅106年第1季徵收季報表,屏東縣政府財稅局,投資理財,印花稅106年第1季徵收季報表,|彙總自繳稅額大額繳納|,每季,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:22,
92317,印花稅106年第2季徵收季報表,屏東縣政府財稅局,投資理財,印花稅106年第2季徵收季報表,|彙總自繳稅額大額繳納|,每季,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:22,
92318,印花稅106年第3季徵收季報表,屏東縣政府財稅局,投資理財,印花稅106年第3季徵收季報表,|彙總自繳稅額大額繳納|,每季,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:23,
92319,印花稅106年第4季徵收季報表,屏東縣政府財稅局,投資理財,印花稅106年第4季徵收季報表,|彙總自繳稅額大額繳納|,每季,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:23,
92320,印花稅107年第1季徵收季報表,屏東縣政府財稅局,投資理財,印花稅107年第1季徵收季報表,|彙總自繳稅額大額繳納|,每季,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:24,
92321,印花稅107年第2季徵收季報表,屏東縣政府財稅局,投資理財,印花稅107年第2季徵收季報表,|彙總自繳稅額大額繳納|,每季,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:24,
92322,103年01月娛樂稅稅源表,屏東縣政府財稅局,投資理財,103年01月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:24,
92323,103年02月娛樂稅稅源表,屏東縣政府財稅局,投資理財,103年02月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:25,
92324,103年03月娛樂稅稅源表,屏東縣政府財稅局,投資理財,103年03月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:25,
92325,103年04月娛樂稅稅源表,屏東縣政府財稅局,投資理財,103年04月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:26,
92326,103年05月娛樂稅稅源表,屏東縣政府財稅局,投資理財,103年05月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:26,
92327,103年06月娛樂稅稅源表,屏東縣政府財稅局,投資理財,103年06月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:26,
92328,103年07月娛樂稅稅源表,屏東縣政府財稅局,投資理財,103年07月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:27,
92329,103年8月娛樂稅稅源表,屏東縣政府財稅局,投資理財,103年08月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:27,
92330,103年09月娛樂稅稅源表,屏東縣政府財稅局,投資理財,103年09月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:28,
92331,103年10月娛樂稅稅源表,屏東縣政府財稅局,投資理財,103年10月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:28,
92332,103年11月娛樂稅稅源表,屏東縣政府財稅局,投資理財,103年11月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:28,
92333,103年12月娛樂稅稅源表,屏東縣政府財稅局,投資理財,103年12月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:29,
92334,屏東縣各公所地價稅查定數,屏東縣政府財稅局,公共資訊,屏東縣33公所103年至107年地價稅開徵查定件數及查定稅額,|地價稅鄉鎮市查定件數查定稅額|,每日,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:29,
92335,房屋稅籍統計表,屏東縣政府財稅局,公共資訊,房屋稅籍統計表,類別-構造;戶數;面積;現值,每日,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:29,
92336,房屋稅最近5年查定統計表,戶數,公共資訊,房屋稅最近5年查定統計表,|年度別,面積,現值,稅額|,,免費,劉淑娟 女士
92337,104年01月娛樂稅稅源表,屏東縣政府財稅局,投資理財,104年01月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:30,
92338,104年02月娛樂稅稅源表,屏東縣政府財稅局,投資理財,104年02月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:31,
92339,104年03月娛樂稅稅源表,屏東縣政府財稅局,投資理財,104年03月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每日,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/08 17:31,
92353,104年04月娛樂稅稅源表,屏東縣政府財稅局,投資理財,104年04月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/09 10:55,
92354,104年05月娛樂稅稅源表,屏東縣政府財稅局,投資理財,104年05月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/09 10:55,
92355,104年06月娛樂稅稅源表,屏東縣政府財稅局,投資理財,104年06月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/09 10:56,
92356,104年07月娛樂稅稅源表,屏東縣政府財稅局,投資理財,104年07月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/09 10:56,
92357,104年08月娛樂稅稅源表,屏東縣政府財稅局,投資理財,104年08月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:13,
92359,104年09月娛樂稅稅源表,屏東縣政府財稅局,投資理財,104年09月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:13,
92360,104年10月娛樂稅稅源表,屏東縣政府財稅局,投資理財,104年10月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:14,
92361,104年11月娛樂稅稅源表,屏東縣政府財稅局,投資理財,104年11月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:14,
92362,104年12月娛樂稅稅源表,屏東縣政府財稅局,投資理財,104年12月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:15,
92504,印花稅104年第3季徵收季報表,屏東縣政府財稅局,投資理財,印花稅104年第3季徵收季報表,|彙總自繳稅額大額繳納|,每日,政府資料開放授權條款-第1版,,2018/10/08 00:00,2018/10/12 17:13,
92505,105年01月娛樂稅稅源表,屏東縣政府財稅局,投資理財,105年01月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:16,
92506,身心障礙免稅車輛數稅額統計表-每戶一輛(截至107年9月30日),屏東縣政府財稅局,公共資訊,身心障礙免稅車輛數稅額統計表-每戶一輛(截至107年9月30日),汽缸總排氣量;自用輛數 ;營業輛數 ;自用稅額;營業稅額,每日,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:17,
92507,105年02月娛樂稅稅源表,屏東縣政府財稅局,投資理財,105年02月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:17,
92508,105年03月娛樂稅稅源表,屏東縣政府財稅局,投資理財,105年03月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:18,
92509,105年04月娛樂稅稅源表,屏東縣政府財稅局,投資理財,105年04月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每日,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:18,
92510,105年05月娛樂稅稅源表,屏東縣政府財稅局,投資理財,105年05月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每日,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:19,
92511,105年06月娛樂稅稅源表,屏東縣政府財稅局,投資理財,105年06月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:20,
92512,105年07月娛樂稅稅源表	,屏東縣政府財稅局,投資理財,105年07月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:20,
92513,105年08月娛樂稅稅源表,屏東縣政府財稅局,投資理財,105年08月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:22,
92514,105年09月娛樂稅稅源表,屏東縣政府財稅局,投資理財,105年09月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:22,
92515,105年10月娛樂稅稅源表,屏東縣政府財稅局,投資理財,105年10月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每日,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:23,
92516,105年使用牌照稅稅源統計表,屏東縣政府財稅局,公共資訊,105年使用牌照稅稅源統計表,汽缸總排氣量;車輛類別;免稅輛數;應稅輛數;稅額,每日,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:23,
92517,105年11月娛樂稅稅源表,屏東縣政府財稅局,投資理財,105年11月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每日,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:24,
92518,105年12月娛樂稅稅源表,屏東縣政府財稅局,投資理財,105年12月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:24,
92519,106年01月娛樂稅稅源表,屏東縣政府財稅局,投資理財,106年01月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:25,
92520,106年02月娛樂稅稅源表,屏東縣政府財稅局,投資理財,106年02月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:27,
92521,106年03月娛樂稅稅源表,屏東縣政府財稅局,投資理財,106年03月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:27,
92522,106年04月娛樂稅稅源表,屏東縣政府財稅局,投資理財,106年04月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:27,
92523,106年05月娛樂稅稅源表,屏東縣政府財稅局,投資理財,106年05月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:28,
92524,106年06月娛樂稅稅源表,屏東縣政府財稅局,投資理財,106年06月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:29,
92525,106年07月娛樂稅稅源表,屏東縣政府財稅局,投資理財,106年07月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:29,
92526,106年08月娛樂稅稅源表,屏東縣政府財稅局,投資理財,106年08月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:29,
92527,106年09月娛樂稅稅源表,屏東縣政府財稅局,投資理財,106年09月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/14 11:08,
92528,106年10月娛樂稅稅源表,屏東縣政府財稅局,投資理財,106年10月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:32,
92529,106年11月娛樂稅稅源表,屏東縣政府財稅局,投資理財,106年11月娛樂稅稅源表,|電影0歌廳1撞球場保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:33,
92530,106年12月娛樂稅稅源表,屏東縣政府財稅局,投資理財,106年12月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:34,
92531,107年01月娛樂稅稅源表,屏東縣政府財稅局,投資理財,107年01月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:35,
92532,107年02月娛樂稅稅源表,屏東縣政府財稅局,投資理財,107年02月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:37,
92533,107年03月娛樂稅稅源表,屏東縣政府財稅局,投資理財,107年03月娛樂稅稅源表,|電影0歌廳1撞球場2保齡球館3高爾夫球場4舞廳舞場5電子遊戲機6有節目餐飲業7視聽視唱業8其他9臨時公演|,每月,政府資料開放授權條款-第1版,,2018/10/09 00:00,2018/10/12 17:38,
