106180,臺中市106年火災資料統計,臺中市政府消防局,"各年度火災資料統計數據詳見本局局網： http://www.tccfd.gov.tw/statistics/index.asp?Parser=99,10,73,53",月份、發生件數總計、A1火災發生數、A2火災發生數、A3火災發生數、死亡人數_人、受傷人數_人、財物損失_千元、房屋燬損_間、汽車燬損_輛、機車燬損_輛、火災發生場所_建築物類_獨立住宅、火災發生場所_建築物類_集合住宅、火災發生場所_建築物類_辦公建築、火災發生場所_建築物類_商業建築、火災發生場所_建築物類_複合建築、火災發生場所_建築物類_倉庫、火災發生場所_建築物類_工廠、火災發生場所_建築物類_寺廟、火災發生場所_建築物類_其他建築、火災發生場所_非建築物類_森林田野、火災發生場所_非建築物類_車輛、火災發生場所_非建築物類_其他、火災發生場所_非建築物類_合計、火災發生時段_0時至3時、火災發生時段_3時至6時、火災發生時段_6時至9時、火災發生時段_9時至12時、火災發生時段_12時至15時、火災發生時段_15時至18時、火災發生時段_18時至21時、火災發生時段_21時至24時、火災發生時段_合計、火災發生原因_縱火、火災發生原因_自殺、火災發生原因_燈燭、火災發生原因_爐火烹調、火災發生原因_敬神掃墓祭祖、火災發生原因_菸蒂、火災發生原因_電氣因素、火災發生原因_機械設備、火災發生原因_玩火、火災發生原因_烤火、火災發生原因_施工不慎、火災發生原因_易燃品自燃、火災發生原因_瓦斯漏氣或爆炸、火災發生原因_化學物品、火災發生原因_燃放爆竹、火災發生原因_交通事故、火災發生原因_天然災害、火災發生原因_遺留火種、火災發生原因_原因不明、火災發生原因_其他、火災發生原因_合計、火災起火處所件數_客廳、火災起火處所件數_餐廳、火災起火處所件數_臥室、火災起火處所件數_書房、火災起火處所件數_廚房、火災起火處所件數_浴廁、火災起火處所件數_神龕、火災起火處所件數_陽台、火災起火處所件數_庭院、火災起火處所件數_辦公室、火災起火處所件數_教室、火災起火處所件數_倉庫、火災起火處所件數_機房、火災起火處所件數_攤位、火災起火處所件數_工寮、火災起火處所件數_樓梯間、火災起火處所件數_電梯、火災起火處所件數_管道間、火災起火處所件數_走廊、火災起火處所件數_停車場、火災起火處所件數_騎樓下、火災起火處所件數_路邊、火災起火處所件數_墓地、火災起火處所件數_其他、火災起火處所件數_合計,每日,政府資料開放授權條款-第1版,,20190724
106180,臺中市106年火災資料統計,臺中市政府消防局,"各年度火災資料統計數據詳見本局局網： http://www.tccfd.gov.tw/statistics/index.asp?Parser=99,10,73,53",月份、發生件數總計、A1火災發生數、A2火災發生數、A3火災發生數、死亡人數_人、受傷人數_人、財物損失_千元、房屋燬損_間、汽車燬損_輛、機車燬損_輛、火災發生場所_建築物類_獨立住宅、火災發生場所_建築物類_集合住宅、火災發生場所_建築物類_辦公建築、火災發生場所_建築物類_商業建築、火災發生場所_建築物類_複合建築、火災發生場所_建築物類_倉庫、火災發生場所_建築物類_工廠、火災發生場所_建築物類_寺廟、火災發生場所_建築物類_其他建築、火災發生場所_非建築物類_森林田野、火災發生場所_非建築物類_車輛、火災發生場所_非建築物類_其他、火災發生場所_非建築物類_合計、火災發生時段_0時至3時、火災發生時段_3時至6時、火災發生時段_6時至9時、火災發生時段_9時至12時、火災發生時段_12時至15時、火災發生時段_15時至18時、火災發生時段_18時至21時、火災發生時段_21時至24時、火災發生時段_合計、火災發生原因_縱火、火災發生原因_自殺、火災發生原因_燈燭、火災發生原因_爐火烹調、火災發生原因_敬神掃墓祭祖、火災發生原因_菸蒂、火災發生原因_電氣因素、火災發生原因_機械設備、火災發生原因_玩火、火災發生原因_烤火、火災發生原因_施工不慎、火災發生原因_易燃品自燃、火災發生原因_瓦斯漏氣或爆炸、火災發生原因_化學物品、火災發生原因_燃放爆竹、火災發生原因_交通事故、火災發生原因_天然災害、火災發生原因_遺留火種、火災發生原因_原因不明、火災發生原因_其他、火災發生原因_合計、火災起火處所件數_客廳、火災起火處所件數_餐廳、火災起火處所件數_臥室、火災起火處所件數_書房、火災起火處所件數_廚房、火災起火處所件數_浴廁、火災起火處所件數_神龕、火災起火處所件數_陽台、火災起火處所件數_庭院、火災起火處所件數_辦公室、火災起火處所件數_教室、火災起火處所件數_倉庫、火災起火處所件數_機房、火災起火處所件數_攤位、火災起火處所件數_工寮、火災起火處所件數_樓梯間、火災起火處所件數_電梯、火災起火處所件數_管道間、火災起火處所件數_走廊、火災起火處所件數_停車場、火災起火處所件數_騎樓下、火災起火處所件數_路邊、火災起火處所件數_墓地、火災起火處所件數_其他、火災起火處所件數_合計,每日,政府資料開放授權條款-第1版,,20190724
106192,臺北捷運車站無障礙設施異常公告,臺北大眾捷運股份有限公司,捷運車站無障礙設施異常公告,無障礙設施,每日,政府資料開放授權條款-第1版,,20190724
106192,臺北捷運車站無障礙設施異常公告,臺北大眾捷運股份有限公司,捷運車站無障礙設施異常公告,無障礙設施,每日,政府資料開放授權條款-第1版,,20190724
106192,臺北捷運車站無障礙設施異常公告,臺北大眾捷運股份有限公司,捷運車站無障礙設施異常公告,無障礙設施,每日,政府資料開放授權條款-第1版,,20190724
105895,苗栗縣107年稅收實況報表,苗栗縣政府稅務局,苗栗縣107年稅收實況報表(CSV格式),稅目別、本月實徵數合計(1)、本年度、以前年度、截至本月底止累計退還以前年度歲入款(2)、截 至 本 月 底 止 累 計 實 徵 淨 額(1)－(2)、全年預算數、累計實徵淨額佔全年預算數百分比、同期分配預算數、累計實徵淨額佔同期分配預算數百分比、上年同期實徵淨額、累計實徵淨額與上年同期增減比較百分比、資料時間、單位、編製單位,不更新,政府資料開放授權條款-第1版,,20190724
105896,苗栗縣106年度歲入來源別決算表,苗栗縣政府稅務局,苗栗縣106年度歲入來源別決算表,,不更新,政府資料開放授權條款-第1版,,20190724
105897,苗栗縣106年度歲出機關別決算表,苗栗縣政府稅務局,苗栗縣106年度歲出機關別決算表,,不更新,政府資料開放授權條款-第1版,,20190724
105898,苗栗縣108年度歲入來源別預算表,苗栗縣政府稅務局,苗栗縣108年度歲入來源別預算表,,不更新,政府資料開放授權條款-第1版,,20190724
105899,苗栗縣108年度歲出機關別預算表,苗栗縣政府稅務局,苗栗縣108年度歲出機關別預算表,,不更新,政府資料開放授權條款-第1版,,20190724
105900,苗栗縣107年他機關代發苗栗縣政府稅務局資料統計表,苗栗縣政府稅務局,苗栗縣107年他機關代發苗栗縣政府稅務局資料統計表,服務項目、臺北市、臺中市、基隆市、台南市、高雄市、新北市、宜蘭縣、桃園市、嘉義市、新竹縣、苗栗縣、南投縣、彰化縣、新竹市、雲林縣、嘉義縣、屏東縣、花蓮縣、臺東縣、金門縣、澎湖縣、連江縣,不更新,政府資料開放授權條款-第1版,,20190724
105901,苗栗縣107年代發他縣市稅捐機關作業統計表,苗栗縣政府稅務局,苗栗縣107年代發他縣市稅捐機關作業統計表,單 位、服務項目、臺北市、臺中市、基隆市、台南市、高雄市、新北市、宜蘭縣、桃園市、嘉義市、新竹縣、苗栗縣、南投縣、彰化縣、新竹市、雲林縣、嘉義縣、屏東縣、花蓮縣、臺東縣、金門縣、澎湖縣、連江縣,不更新,政府資料開放授權條款-第1版,,20190724
105902,苗栗縣107年全功能櫃臺服務件數統計表,苗栗縣政府稅務局,苗栗縣107年全功能櫃臺服務件數統計表,服務項目、件數、跨機關件數,不更新,政府資料開放授權條款-第1版,,20190724
105903,苗栗縣最近5年(103年至107年)契稅綜合統計表,苗栗縣政府稅務局,苗栗縣最近5年(103年至107年)契稅綜合統計表,年度別、應稅(件數)、免稅(件數)、應稅(契價)、免稅(契價)、應稅稅額、免稅稅額,不更新,政府資料開放授權條款-第1版,,20190724
105904,苗栗縣107年娛樂稅稅源統計表,苗栗縣政府稅務局,苗栗縣107年娛樂稅稅源統計表,類別、報繳方式、件數、報繳(查定)稅額、實徵稅額,不更新,政府資料開放授權條款-第1版,,20190724
105905,苗栗縣108年度房屋稅納稅義務人性別統計及比例分析,苗栗縣政府稅務局,苗栗縣108年度房屋稅納稅義務人性別統計及比例分析,,不更新,政府資料開放授權條款-第1版,,20190724
105906,苗栗縣107年度地價稅納稅義務人性別統計及比例分析,苗栗縣政府稅務局,苗栗縣107年度地價稅納稅義務人性別統計及比例分析,行政區別、男性戶數（戶）、女性戶數（戶）、男 性面積（平方公尺）、女性面積（平方公尺）、男性地價（千元）、女性地價（千元）、男性查定稅額（千元）、女性查定稅額（千元）,不更新,政府資料開放授權條款-第1版,,20190724
105907,苗栗縣108年度使用牌照稅納稅義務人性別統計及比例分析,苗栗縣政府稅務局,苗栗縣108年度使用牌照稅納稅義務人性別統計及比例分析,汽車總數、個人所有數、男性所有人、女性所有人、其他、男性所占比率(%)、女性所占比率(%)、其他所占比率(%),不更新,政府資料開放授權條款-第1版,,20190724
105908,苗栗縣107年辦理行政救濟案件統計表,苗栗縣政府稅務局,苗栗縣107年辦理行政救濟案件統計表,,不更新,政府資料開放授權條款-第1版,,20190724
105909,苗栗縣107年清理舊欠績效表,苗栗縣政府稅務局,苗栗縣107年清理舊欠績效表,稅目、件數或金額、未徵稅款轉結數、更正註銷數、逾徵收(執行)期間數、行政救濟中未徵數、應清理數、徵起數、製發執行憑證數、清理數、未徵數,不更新,政府資料開放授權條款-第1版,,20190724
105910,苗栗縣107年欠稅(含違章罰鍰)移送執行表,苗栗縣政府稅務局,苗栗縣107年欠稅(含違章罰鍰)移送執行表,件數或金額、本年度滯納案件移送執行、以前年度滯納案件移送執行、本年度違章罰鍰案件移送執行、以前年度違章罰鍰案件移送執行,不更新,政府資料開放授權條款-第1版,,20190724
105911,苗栗縣107年印花稅徵績,苗栗縣政府稅務局,苗栗縣107年印花稅徵績,,不更新,政府資料開放授權條款-第1版,,20190724
105914,苗栗縣107年下期使用牌照稅徵績-滯納期滿,苗栗縣政府稅務局,苗栗縣107年下期使用牌照稅徵績-滯納期滿,,不更新,政府資料開放授權條款-第1版,,20190724
105915,苗栗縣108年上期使用牌照稅徵績-滯納期滿,苗栗縣政府稅務局,苗栗縣108年上期使用牌照稅徵績-滯納期滿,,不更新,政府資料開放授權條款-第1版,,20190724
105916,苗栗縣107年使用牌照稅稅源統計表(表一),苗栗縣政府稅務局,苗栗縣107年使用牌照稅稅源統計表(表一),汽缸總排氣量、小客車自用免稅輛數、小客車自用應稅輛數、小客車自用稅額、小客車營業用 免稅輛數、小客車營業用 應稅輛數、小客車營業用 稅額、大客車免稅輛數、大客車應稅輛數、大客車稅額、貨車免稅輛數、貨車應稅輛數、貨車稅額、曳引車免稅輛數、曳引車應稅輛數、曳引車稅額、機車免稅輛數、機車應稅輛數、機車稅額,不更新,政府資料開放授權條款-第1版,,20190724
105917,苗栗縣107年使用牌照稅稅源統計表(表二),苗栗縣政府稅務局,苗栗縣107年使用牌照稅稅源統計表(表二),汽缸總排氣量、小客車自用免稅輛數、小客車自用應稅輛數、小客車自用稅額、小客車營業用免稅輛數、小客車營業用應稅輛數、小客車營業用稅額、大客車免稅輛數、大客車應稅輛數、大客車稅額、貨車免稅輛數、貨車應稅輛數、貨車稅額、曳引車免稅輛數、曳引車應稅輛數、曳引車稅額、機車免稅輛數、機車應稅輛數、機車稅額,不更新,政府資料開放授權條款-第1版,,20190724
105919,苗栗縣107年按稅率別土地增值稅稅源統計表,苗栗縣政府稅務局,苗栗縣107年按稅率別土地增值稅稅源統計表,類別、筆數、面 積 (㎡)、移轉現值總額、按物價指數調整後原地價總額、改良 土地費用、土地漲價 總數額、查定稅額、抵繳增繳地價稅、重劃減徵、徵收減徵、其他減徵、長期持有減徵、應納稅額,不更新,政府資料開放授權條款-第1版,,20190724
105920,苗栗縣最近6年(102年至107年)土地增值稅稅源統計表,苗栗縣政府稅務局,苗栗縣最近6年(102年至107年)土地增值稅稅源統計表,,不更新,政府資料開放授權條款-第1版,,20190724
105921,苗栗縣107年地價稅徵績-滯納期滿,苗栗縣政府稅務局,苗栗縣107年地價稅徵績-滯納期滿,,不更新,政府資料開放授權條款-第1版,,20190724
105922,苗栗縣107年地價稅徵績-徵期結束,苗栗縣政府稅務局,苗栗縣107年地價稅徵績-徵期結束,,不更新,政府資料開放授權條款-第1版,,20190724
105923,苗栗縣最近6年(100年至105年)地價稅稅源統計表,苗栗縣政府稅務局,苗栗縣最近6年(100年至105年)地價稅稅源統計表,,不更新,政府資料開放授權條款-第1版,,20190724
105924,苗栗縣最近2年(106年至107年)地價稅稅源統計表,苗栗縣政府稅務局,苗栗縣最近2年(106年至107年)地價稅稅源統計表,,不更新,政府資料開放授權條款-第1版,,20190724
106003,行政院人事行政總處公務人力發展學院108年6月份會計月報,行政院人事行政總處公務人力發展學院,行政院人事行政總處公務人力發展學院108年6月份會計月報,會計年度、月份、款、項、目、節、預算年度、預算科目編號、預算科目名稱、細目編號、細目名稱、原預算數、追加減數、截至本月止累計分配數_1、本月實現數、截至本月止累計實現數_2、應收收入數_3、分配數預算餘額_4、分支計畫編號、分支計畫名稱、用途別編號、用途別名稱、第一預備金、第二預備金、經費流用數、預算調整數、應付數、已分配尚未執行數、備註_預暫付數、基金別、會計分類、使用機關別、科目分類、會計科目編號、會計科目名稱、金額、科目名稱、取得成本、以前年度累計折舊_長期投資評價、本年度資本資產成本變動_增加數、本年度資本資產成本變動_減少數、本年度累計折舊_長期投資評價變動數、期末帳面金額、備註、業務計畫或工作計畫、經資門、執行數、項目、收入實現數、減項_收入待納庫數、加項_以前年度待納庫繳庫數、加項_以前年度撥款於本年度繳還數_材料、加項_以前年度撥款於本年度繳還數_存出保證金、加項_以前年度撥款於本年度繳還數_其他應收款、加項_預收款、加項_剔除經費、繳付公庫數、一級用途別編號、一級用途別名稱、支出實現數、加項_預付款、加項_材料、加項_存出保證金、加項_零用金、加項_退還收入預收款、加項_其他應收款、減項_以前年度撥款於本年度實現數、公庫撥入數、公庫分配數餘額、金額_本月數、金額_累計數,每月,政府資料開放授權條款-第1版,,20190724
106183,高雄市多元計程車車隊一覽表,高雄市政府交通局,高雄市多元計程車車隊一覽表,高雄市多元計程車車隊一覽表,每月,政府資料開放授權條款-第1版,,20190724
106183,高雄市多元計程車車隊一覽表,高雄市政府交通局,高雄市多元計程車車隊一覽表,高雄市多元計程車車隊一覽表,每月,政府資料開放授權條款-第1版,,20190724
106183,高雄市多元計程車車隊一覽表,高雄市政府交通局,高雄市多元計程車車隊一覽表,高雄市多元計程車車隊一覽表,每月,政府資料開放授權條款-第1版,,20190724
106015,高雄市政府暨所屬機關學校93年度至106年度退休公教員工統計表,高雄市政府人事處,高雄市政府暨所屬機關學校93年度至106年度退休公教員工統計表,高雄市政府暨所屬機關學校93年度至106年度退休公教員工統計表,每月,政府資料開放授權條款-第1版,,20190724
106110,107年高雄市役男出境及逾期不歸人數,高雄市政府民政局,高雄市役男出境及逾期不歸人數,核准出國條款原因、核准出國人數、返國人數、申請延期人數、逾期不歸人數、逾期返國人數,每半年,政府資料開放授權條款-第1版,,20190724
106111,106年高雄市役男出境及逾期不歸人數,高雄市政府民政局,高雄市役男出境及逾期不歸人數,核准出國條款原因、核准出國人數、返國人數、申請延期人數、逾期不歸人數、逾期返國人數,每半年,政府資料開放授權條款-第1版,,20190724
