資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
92452,107年度臺東縣身心障礙住宿機構,臺東縣政府,公共資訊,性質、主管機關、辦理單位、地址、連絡電話、成立日期、立案文號、負責人、..、最後更新時間,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;核定服務人數_全日型住宿;核定服務人數_夜間型住宿;核定服務人數_日間照顧;核定服務人數_部分時制照顧;核定服務人數_總計;相關網址;X坐標;Y坐標;備註;最後更新時間;govOrprivate;localGov;welfareOrganizer;welOrgestablishDate;welOrgappDocumentNo;welOrgprincipal;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgresInsdisWholedayNo;welOrgresInsdisAtnightNo;welOrgresInsdisDuringdayNo;welOrgresInsdisParttimeNo;welOrgresInsdisApptotalNo;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=BC8E904435B5436C&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=BC8E904435B5436C&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 16:32,
93704,107年度臺東縣身心障礙福利服務中心,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;govOrprivate;localGov;welfareOrganizer;welOrgestablishDate;welOrgappDocumentNo;welOrgprincipal;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=232D254A8071AF37&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=232D254A8071AF37&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 17:02,
93705,107年度臺東縣身心障礙福利日間照顧機構,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;核定服務人數_全日型住宿人數;核定服務人數_夜間型住宿人數;核定服務人數_日間照顧人數;核定服務人數_部分時制照顧人數;核定服務人數_總計;相關網址;X坐標;Y坐標;備註;最後更新時間;govOrprivate;localGov;welfareOrganizer;welOrgestablishDate;welOrgappDocumentNo;welOrgprincipal;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgdaycareInsdisWholedayNo;welOrgdaycareInsdisAtnightNo;welOrgdaycareInsdisDuringdayNo;welOrgdaycareInsdisParttimeNo;welOrgdaycareInsdisApptotalNo;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=9240AF90F85D7659&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=9240AF90F85D7659&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 17:00,
93706,107年度臺東縣公私立協力托育資源中心,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;辦理單位;成立日期;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welfareOrganizer;welOrgestablishDate;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=DC0EC7A915086D3D&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=DC0EC7A915086D3D&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 16:58,
93707,107年度臺東縣公私立協力及私立托嬰中心,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;核定收托人數;相關網址;X坐標;Y坐標;備註;最後更新時間,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=FCA61C74B6398BD3&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=FCA61C74B6398BD3&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 16:56,
93708,107年度臺東縣老人福利機構,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;核定收容人數;收容對象_安養;收容對象_養護;收容對象_長照;收容對象_日照;收容對象_失智;收容對象_遊民;收容對象_其他;相關網址;X坐標;Y坐標;備註;最後更新時間,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/Upload/OpenDataRelFile/7332/636741712431353944.csv;http://www.taitung.gov.tw/Upload/OpenDataRelFile/7332/636741712431353944.csv,2018/10/17 00:00,2018/10/26 16:54,
93709,107年度臺東縣老人文康、福利服務中心,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;中心名稱;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welSercenterName;welOrgtelephoneNo;welOrgaddress;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=6C703A2079E36479&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=6C703A2079E36479&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 16:22,
93710,107年度臺東縣婦女福利服務中心,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;中心名稱;辦理單位;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welSercenterName;welfareOrganizer;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=23BFC6B24FADED31&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=23BFC6B24FADED31&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 16:52,
93711,107年度臺東縣輔具服務機構,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,性質;資源彙整機關;中心名稱;辦理單位;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;govOrprivate;localGov;welSercenterName;welfareOrganizer;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=0761717E86AB2B51&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=0761717E86AB2B51&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 16:50,
93712,107年度臺東縣日間照顧中心,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;可服務人數;相關網址;X坐標;Y坐標;備註;最後更新時間;govOrprivate;localGov;welfareOrganizer;welOrgestablishDate;welOrgappDocumentNo;welOrgprincipal;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgbserviceNo;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=C35360FF1ECFAAD3&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=C35360FF1ECFAAD3&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 16:48,
93713,107年度臺東縣家庭暴力及性侵害防治中心,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;中心名稱;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welSercenterName;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=31B2C38ACFCF6793&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=31B2C38ACFCF6793&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 16:46,
93714,107年度臺東縣社區照顧關懷據點,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;辦理單位;成立日期;負責人;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=7315784A9DBE8666&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=7315784A9DBE8666&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 16:44,
93715,107年度臺東縣家庭、社會福利服務中心,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;辦理單位;成立日期;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welfareOrganizer;welOrgestablishDate;welOrgtelephoneNo;welOrgfaxNo;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=C6C8DE225ADF696F&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=C6C8DE225ADF696F&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 16:40,
93716,107年度臺東縣高風險家庭關懷輔導處遇服務據點,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welfareOrganizer;welOrgestablishDate;welOrgappDocumentNo;welOrgprincipal;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=AEF79F6693F4B6DD&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=AEF79F6693F4B6DD&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 16:42,
93717,107年度臺東縣避難收容所位置及收容人數,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;收容所編號;收容所名稱;收容所鄉鎮市區;收容所村里;地址;管理人;連絡電話;收容人數;X坐標;Y坐標;備註;最後更新時間;localGov;welOrgemeShetemAccID;welOrgemeShetemAccname;welOrgtownshipCitydistrict;welOrgvillage;welOrgaddress;welOrgemeShetemAccmanager;welOrgtelephoneNo;welOrgemeShetemAccNo;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=653A3ED476D424F2&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=653A3ED476D424F2&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 16:38,
93718,107年度臺東縣新住民家庭服務中心,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;中心名稱;辦理單位;連絡電話;傳真;電子郵件;地址;服務區域;服務時間;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welSercenterName;welfareOrganizer;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgserviceArea;welOrgbusinessHours;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareRemarks;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=B750418C4DC9C700&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=B750418C4DC9C700&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 16:34,
93719,107年度臺東縣實(食)物銀行,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;辦理單位;連絡電話;傳真;電子郵件;地址;服務區域;服務時間;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welfareOrganizer;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgserviceArea;welOrgbusinessHours;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=9713CADC77E9DB6E&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=9713CADC77E9DB6E&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 17:30,
93720,107年度臺東縣居家托育服務單位,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,性質;資源彙整機關;中心名稱;辦理單位;連絡電話;傳真;電子郵件;地址;服務區域;服務時間;相關網址;X坐標;Y坐標;備註;最後更新時間;govOrprivate;localGov;welSercenterName;welfareOrganizer;welOrgtelephoneNo;welOrgfaxNo;welOrgaddress;welOrgserviceArea;welOrgbusinessHours;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=CBE45A6D64F422D6&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=CBE45A6D64F422D6&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 17:28,
93721,107年度臺東縣社區活動中心,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;鄉鎮市區;村里;中心名稱;辦理單位;連絡電話;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welOrgtownshipCitydistrict;welOrgvillage;welSercenterName;welfareOrganizer;welOrgaddress;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=70ABD7A452E89A1C&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=70ABD7A452E89A1C&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 17:26,
93722,107年度臺東縣餐飲服務提供單位,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;辦理單位;連絡電話;傳真;電子郵件;地址;服務區域;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welfareOrganizer;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgserviceArea;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=191CD416948CB007&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=191CD416948CB007&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 17:24,
93723,107年度臺東縣身心障礙餐飲服務提供單位,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;辦理單位;連絡電話;傳真;電子郵件;地址;服務區域;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welfareOrganizer;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgserviceArea;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=191CD416948CB007&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=191CD416948CB007&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 17:22,
93724,107年度臺東縣交通接送服務,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;辦理單位;連絡電話;傳真;電子郵件;地址;服務區域;相關網址;X坐標;Y坐標;備註;最後更新時間,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=121617E8594B96B2&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=121617E8594B96B2&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 17:20,
93725,107年度臺東縣身心障礙托育養護服務提供單位,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;核定服務人數_全日型住宿;核定服務人數_夜間型住宿;核定服務人數_日間照顧;核定服務人數_部分時制照顧;核定服務人數_總計;相關網址;X坐標;Y坐標;備註;最後更新時間;govOrprivate;localGov;welfareOrganizer;welOrgestablishDate;welOrgappDocumentNo;welOrgprincipal;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgsocwelInsdisWholedayNo;welOrgsocwelInsdisAtnightNo;welOrgsocwelInsdisDuringdayNo;welOrgsocwelInsdisParttimeNo;welOrgsocwelInsdisApptotalNo;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=DA0DDED8BE775313&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=DA0DDED8BE775313&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 17:18,
93726,107年度臺東縣急難救助提供單位,臺東縣政府,公共資訊,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;辦理單位;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間,不更新,政府資料開放授權條款-第1版,http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=2FB773482AB4CE5F&n=4A2DB40EB35F337E;http://www.taitung.gov.tw/opendata/OD_OpenData_DealData.aspx?s=2FB773482AB4CE5F&n=4A2DB40EB35F337E,2018/10/17 00:00,2018/10/26 17:16,
