資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
土地建物『繼承』案件流程,30554,土地建物『繼承』案件流程,步驟;辦理單位;辦理事項;應備證件;所需表單,雲林縣稅務局
雲林縣巨大垃圾統計月報,31556,雲林縣巨大垃圾統計月報,鄉鎮;家戶;家戶以外;其他;環保單位自行清運;環保單位委託清運;公私處所自行或委託清運;修復後再利用;破碎分選後再利用;焚化;衛生掩埋,雲林縣環境保護局
雲林縣稅務局人民申請案件處理時限表,31817,雲林縣稅務局人民申請案件處理時限表,稅目;人民申請案件項目;承辦單位;財政部規定處理天數;本局訂定處理天數;縮短天數,雲林縣稅務局
雲林縣執行機關資源回收成果統計,32132,雲林縣執行機關資源回收成果統計,時間;URL,雲林縣環境保護局
雲林縣垃圾清理狀況,32133,雲林縣垃圾清理狀況,時間;URL,雲林縣環境保護局
雲林縣綠色商店,32205,雲林縣綠色商店,商店名稱;商店編號;聯絡地址;聯絡電話,雲林縣環境保護局
雲林縣環保旅館,32207,雲林縣環保旅館,項次;旅館名稱;電話;地址,雲林縣環境保護局
雲林縣環境教育設施場所,32208,雲林縣環教場址,項次;場所名稱;申請單位;核准日期;有效時間;目的事業主管機關,雲林縣環境保護局
雲林縣稅務局服務通訊錄,33607,雲林縣稅務局服務通訊錄,科室別;科股別;辦理業務;分<br>機;專線;傳真機號碼,雲林縣稅務局
雲林縣電動機車充電站一覽表,33987,雲林縣電動機車充電站一覽表,URL,雲林縣環境保護局
104年雲林縣政府訴願、再審案件收辦統計表,33993,104年雲林縣訴願案件統計資料,年度;訴願上年未結;訴願本年新收;訴願不受理-其他;訴願不受理-原處分自行撤銷或變更;訴願駁回;訴願撤銷;訴願審決3個月內;訴願審決3-5個月;提起行政訴訟;訴願移轉;訴願撤回;訴願未結;再審上年未結;再審本年新收;再審屬訴願法第97條第1項第4款;再審駁回;再審審決期限3個月內,雲林縣政府行政處
104年國家賠償案件統計表,35271,104年國家賠償案件統計表,年度;新收案件;未結件數協議中;未結件數訴訟中;協議成立;協議不成立;拒絕賠償;撤回;其他;勝訴;敗訴;部分勝訴;法院和解;駁回;協議成立賠償件數;協議成立賠償金額;判決確定賠償件數;判決確定賠償金額;依第2條賠償件數;依第3條賠償件數;行使求償權件數;行使求償權金額;獲償金額,雲林縣政府行政處
104年雲林縣訴願案件統計資料,35315,104年雲林縣訴願案件統計資料,年度;上年未結;本年新收;不受理;駁回;撤銷原處分另為處分;辦結;未結;提起行政訴訟,雲林縣政府行政處
雲林縣政府各局處網路電話表,35318,雲林縣政府各局處網路電話表,局處名稱;分機號碼;單線電話;傳真,雲林縣政府行政處
雲林縣清除機構基本資料,35412,雲林縣清除機構基本資料,URL,雲林縣環境保護局
雲林縣清除機構基本資料-2,35413,雲林縣清除機構基本資料,URL,雲林縣環境保護局
雲林縣病媒防治業及販賣業名單,35414,雲林縣病媒防治業及販賣業名單,URL,雲林縣環境保護局
雲林縣環保餐館,35415,雲林縣環保餐館,URL,雲林縣環境保護局
雲林縣柴油車排煙動力檢測站,35416,雲林縣柴油車排煙動力檢測站,URL,雲林縣環境保護局
雲林縣巨大廢棄物清運資訊,35417,雲林縣巨大廢棄物清運資訊,URL,雲林縣環境保護局
雲林縣黃金資收站設置資訊,35418,雲林縣黃金資收站設置資訊,URL,雲林縣環境保護局
雲林縣衛生掩埋場地址,35419,雲林縣衛生掩埋場地址,URL,雲林縣環境保護局
雲林縣全縣清潔隊一覽表,35420,雲林縣全縣清潔隊一覽表,URL,雲林縣環境保護局
雲林縣廢食用油清除機構基本資料,35421,雲林縣廢食用油清除機構基本資料,URL,雲林縣環境保護局
雲林縣事業廢棄物再利用者登記資料,35423,雲林縣事業廢棄物再利用者登記資料,URL,雲林縣環境保護局
雲林縣土壤及地下水列管資訊,35424,雲林縣土壤及地下水列管資訊,URL,雲林縣環境保護局
農藥廢容器回收方式,35425,農藥廢容器回收方式,URL,雲林縣環境保護局
雲林縣飲用水水質抽驗檢驗結果,35436,雲林縣飲用水水質抽驗檢驗結果報表,URL,雲林縣環境保護局
雲林縣噪音管制區,35446,雲林縣噪音管制區基本資料,URL,雲林縣環境保護局
雲林縣機車定檢站,35497,雲林縣機車定檢站列表,URL,雲林縣環境保護局
雲林縣營建工地空污費繳費櫃檯,35498,雲林縣營建工地空汙費繳費櫃檯基本資料,URL,雲林縣環境保護局
雲林縣河川水質監測資料,35499,雲林縣河川水質監測相關資料,URL,雲林縣環境保護局
雲林縣地下水監測,35500,雲林縣地下水監測資料,URL,雲林縣環境保護局
雲林縣公廁,35862,雲林縣公廁基本資料,URL,雲林縣環境保護局
雲林縣測站監測,36176,雲林縣測站監測相關資料,URL,雲林縣環境保護局
雲林縣各鄉鎮市衛生所,36466,雲林縣各鄉鎮市衛生所,名稱;地址;電話;傳真,雲林縣衛生局
105-107年藥癮戒治機構,36480,105-107年藥癮戒治機構,醫療機構名稱;電話;地址,雲林縣衛生局
105年精神醫療資源概況表,36487,105年精神醫療資源概況表,機構類別;機構名稱;電話;地址;門診;急診;急性住院(床數);慢性住院(床數);日間留院(床數);床數;居家治療;藥癮戒治;酒癮戒治;性侵害及家暴責任醫院,雲林縣衛生局
105年雲林縣各鄉鎮市救護車統計表,36490,105年雲林縣各鄉鎮市救護車統計表,鄉鎮市區別;總計;一般型(合計);衛生機關;消防機關;公立醫院;私立醫院;公立診所;私立診所;其他醫療機構(公立);其他醫療機構(私立);護理機構(公立);護理機構(私立);衛生所;救護車營業機構;其他;救護車營業機構(加護型),雲林縣衛生局
105年雲林縣身心障礙者牙科特約醫療機構列表,36510,105年雲林縣身心障礙者牙科特約醫療機構列表,特約醫院名稱;住址;電話,雲林縣衛生局
105年雲林縣立案護理之家,36524,105年雲林縣立案護理之家,編號;雲林縣護理之家名稱;床數;證書號碼;地<br>址;電 話,雲林縣衛生局
105年雲林縣居家護理機構一覽表,36538,105年雲林縣居家護理機構一覽表,雲林縣居家護理所名冊;地址;電話,雲林縣衛生局
105年雲林縣轄內各急救責任醫院一覽表,36557,105年雲林縣轄內各急救責任醫院一覽表,名稱;評定等級;電話;地址,雲林縣衛生局
105年雲林縣精神護理之家,36558,105年雲林縣精神護理之家,機構名稱;地址;電話;床數,雲林縣衛生局
雲林縣AED設置地點,36571,AED設置地點查詢網址,ID;場所名稱;位置;場所地址;網址,雲林縣衛生局
105年雲林縣精神復健機構,36613,105年雲林縣精神復健機構,精神復健機構名稱;電話;地址;床數;,雲林縣衛生局
雲林縣社區血壓站,36620,雲林縣社區血壓站,編號;鄉鎮市;設站據點;地點(址);開放量血壓時間（週一-週五、週六、週日，開放時段）,雲林縣衛生局
雲林縣推薦健走步道資料,36621,雲林縣推薦健走步道資料,縣市;步道名稱;健走步道地點;地址,雲林縣衛生局
雲林縣105年度整合性社區健康篩檢服務日程表,36622,雲林縣105年度整合性社區健康篩檢服務日程表,鄉鎮市別;篩檢;看報告;篩檢地點,雲林縣衛生局
我國現行兒童預防接種時程預防接種時程,36623,我國現行兒童預防接種時程預防接種時程,疫苗(接種年齡);24hr內 儘速;1 month;2 months;4 months;5 months;6 months;12 months;15 months;18 months;24 months;27 months;30months;滿5歲至入國小前;國小學童,雲林縣衛生局
雲林縣各鄉鎮市衛生所預防接種時間表,36626,雲林縣各鄉鎮市衛生所預防接種時間表,鄉鎮別;星期二;星期三;星期四,雲林縣衛生局
雲林縣預防接種衛生所及合約醫療院所名冊,36634,雲林縣預防接種衛生所及合約醫療院所名冊,鄉鎮<br>市區;機構<br>類別;合約醫療院所<br>名稱;公費疫苗(各項常規疫苗);公費疫苗(卡介苗);公費疫苗(其他);自費疫苗(A型肝炎疫苗-幼兒);自費疫苗(A型肝炎疫苗-成人);B型肝炎疫苗(自費);13PCV肺炎鏈球(自費)菌疫苗(自費);23PPV肺炎鏈球(自費)菌疫苗(自費);輪狀病毒疫苗(自費);Tdap疫苗(自費);其他(自費);接種時間;洽詢電話;地址,雲林縣衛生局
雲林縣公告無菸休憩空間(非公園綠地),36636,雲林縣公告無菸休憩空間(非公園綠地),編號;區別;場所名稱;地址;公告日期,雲林縣衛生局
雲林縣公告無菸環境-高中職無菸人行道,36638,雲林縣公告無菸環境-高中職無菸人行道,編號;場所名稱;地址;類型,雲林縣衛生局
雲林縣公告無菸環境-國中無菸人行道,36639,雲林縣公告無菸環境-國中無菸人行道,編號;場所名稱;地址;類型,雲林縣衛生局
雲林縣戶外無菸休憩空間-公園綠地,36640,雲林縣戶外無菸休憩空間-公園綠地,編號;場所名稱;地址;類型,雲林縣衛生局
雲林縣戒菸服務合約醫事機構名單,36642,雲林縣戒菸服務合約醫事機構名單,醫事機構類別;醫事機構名稱;電話;區號;地址;給藥;衛教,雲林縣衛生局
雲林縣土壤定期監測結果,37259,監測農地檢測結果,項目;麥寮鄉許厝寮段許厝寮小段585-3地號;元長鄉下寮段742地號;元長鄉下寮段1072~1075地號;大埤鄉尚義段1072地號;土壤污染監測標準;土壤污染管制標準;檢測時間,雲林縣環境保護局
雲林縣洗掃街作業資料,37261,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,URL,雲林縣環境保護局
雲林縣固定污染源監測,37315,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,URL,雲林縣環境保護局
雲林縣應回收廢棄物回收處理業,37316,雲林縣應回收廢棄物回收處理業相關資料,URL,雲林縣環境保護局
105年雲林縣醫美診所,37425,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,名稱;電話;地址,雲林縣衛生局
105年雲林縣產後護理機構,37426,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,機構名稱;地址;電話,雲林縣衛生局
105年雲林縣孕婦乙型鏈球菌篩檢醫事機構名單,37427,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,序號;醫事服務機構名稱;醫事機構地址,雲林縣衛生局
雲林縣幼兒園事故傷害統計(105上半年),37428,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,園數;班數;人數;割刺傷人次;跌倒傷人次;墜落傷人次;撞傷人次;燙傷人次;壓(砸)傷人次;夾傷人次;哽塞(窒息)人次;中毒人次;咬傷人次;異物進入人體人次;溺水人次;其他人次,雲林縣衛生局
105年雲林縣母嬰親善醫療院所,37429,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,縣市;院所名稱;效期,雲林縣衛生局
105年雲林縣聽力篩檢及確診醫療院所名單,37432,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,篩檢醫院名稱;電話;地址,雲林縣衛生局
105年雲林縣哺集乳室設置機構,37433,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,場所名稱;縣市;鄉/鎮/市/區;村/里;鄰;大道/路/街/地區;段;巷/弄/衖;號;樓（之~）;室;電話;開放時間;注意事項;設置依據,雲林縣衛生局
105年雲林縣乳房檢查確診及治療醫院,37434,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,區域;類別;醫事機構名稱;地 址;電 話;乳房切片檢查;乳癌確診及治療,雲林縣衛生局
105年雲林縣口腔癌確診及治療醫院,37435,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,區域;類別;醫事機構名稱;地 址;電 話;口腔黏膜檢查或切片;口腔癌確診及治療,雲林縣衛生局
105年雲林縣提供塗氟診所,37437,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,名稱;地址;電話,雲林縣衛生局
登革熱/屈公病/茲卡病毒感染症防治專區,37438,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,名稱;網址,雲林縣衛生局
雲林縣衛生局105年 9月份游泳場所水質抽驗結果清冊,37447,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,編號;游泳場所名稱;PH值合格;PH值不合格;自由有效餘氯合格;自由有效餘氯不合格;總菌落數(CFU/ml)合格;總菌落數(CFU/ml)不合格;大腸桿菌(CFU/100ml)合格;大腸桿菌(CFU/101ml)不合格;抽驗日期,雲林縣衛生局
食品衛生專區,37449,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,名稱;網址,雲林縣衛生局
雲林縣合法當鋪業資料,37511,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣合法當鋪業資料,編號;當舖名稱;店地址及負責人地址;登記負責人姓名;實際負責人姓名;聯絡電話;當舖許可證字號;是否變更資料資本額;是否停休業;管轄分局,雲林縣警察局
雲林縣各類財物損失程度發生件數統計,37512,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣各類財物損失程度發生件數統計,損失價值;竊盜;汽車竊盜;機車竊盜;贓物;詐欺背信;恐嚇取財;強盜;搶奪;強盜搶奪小計,雲林縣警察局
雲林縣犯罪統計資訊,37513,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣犯罪統計資訊,項目;件數,雲林縣警察局
雲林縣合法保全業者資料,37514,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,公司名稱;負責人;內政部許可函;公司執照;保全公司及其負責人、董監事異動情形(雲林公司),雲林縣警察局
雲林縣警察局查獲經濟案件統計,37515,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局查獲經濟案件統計,項目;件數;人數;估計金額(元),雲林縣警察局
雲林縣警察局查獲侵害智慧財產權案件成果,37516,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局查獲侵害智慧財產權案件成果,違法法規及項目;涉美國案件;涉日本案件;涉歐洲國家案件;涉其他外國案件;涉本國案件,雲林縣警察局
雲林縣警察局固定式違規照相設備設置地點,37519,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局固定式違規照相設備設置地點,編號;設置地點;拍攝方向;速限;經緯度;轄區單位,雲林縣警察局
雲林縣警察局A1A2類道路交通事故統計表─時間別,37521,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局A1+A2類道路交通事故統計表─時間別,時間區段;雲縣警局交通隊;斗六分局;斗南分局;虎尾分局;西螺分局;北港分局;臺西分局,雲林縣警察局
雲林縣警察局A1A2類道路交通事故統計表─車種別,37522,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局A1+A2類道路交通事故統計表─車種別,單位別;大貨車;小貨車;大客車;營業小客車;自用小客車;特種車;機車;自行車;其他,雲林縣警察局
雲林縣警察局A1A2類道路交通事故─道路類別及型態別,37523,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局A1+A2類道路交通事故─道路類別及型態別,單位;道路類別-國道;道路類別-省道;道路類別-縣道;道路類別-鄉道;道路類別-市區道路;道路類別-村里道路;道路類別-專用道路;道路類別-其他;道路型態-平交道;道路型態-交叉路;道路型態-隧道;道路型態-地下道;道路型態-橋梁;道路型態-涵洞;道路型態-高架道路;道路型態-彎曲路及附近;道路型態-坡路;道路型態-巷弄;道路型態-直路;道路型態-其他;道路型態-圓環;道路型態-廣場,雲林縣警察局
雲林縣警察局A1A2類道路交通事故統計表,37524,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,單位;重大事故-件數;重大事故-死亡人數;重大事故-受傷人數;一般事故-件數;一般事故-死亡人數;一般事故-受傷人數,雲林縣警察局
雲林縣拖吊保管場資訊,37526,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,單位名稱;單位地址;聯絡電話,雲林縣警察局
雲林縣警察局道路交通事故－時間別(A1類),37527,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局道路交通事故－時間別(A1類),時間區段;雲縣警局交通隊;斗六分局;斗南分局;虎尾分局;西螺分局;北港分局;臺西分局,雲林縣警察局
雲林縣警察局轄內A1A2類肇事因素分析統計表,37528,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局轄內A1+A2類肇事因素分析統計表,肇因;雲縣警局交通隊-件數;雲縣警局交通隊-死亡;雲縣警局交通隊-受傷;斗六分局-件數;斗六分局-死亡;斗六分局-受傷;斗南分局-件數;斗南分局-死亡;斗南分局-受傷;虎尾分局-件數;虎尾分局-死亡;虎尾分局-受傷;西螺分局-件數;西螺分局-死亡;西螺分局-受傷;北港分局-件數;北港分局-死亡;北港分局-受傷;臺西分局-件數;臺西分局-死亡;臺西分局-受傷,雲林縣警察局
雲林縣婦幼安全警示地點調查表,37530,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣婦幼安全警示地點調查表,編號;地點位置;管轄警察局;分局,雲林縣警察局
雲林縣高再犯危險之性侵害加害人人數統計表,37531,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣高再犯危險之性侵害加害人人數統計表,月份;新增人數;公告人數,雲林縣警察局
雲林縣警察局處理家庭暴力案件統計表,37532,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局處理家庭暴力案件統計表,項目;件數,雲林縣警察局
雲林縣警察局各分局所屬分駐(派出)所數量一覽表,37534,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局各分局所屬分駐(派出)所數量一覽表,分局別;分駐(派出)所數量,雲林縣警察局
雲林縣警察局暨各分局所屬分駐(派出)所地址、電話一覽表,37535,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局暨各分局所屬分駐(派出)所地址、電話一覽表,機關名稱;地址;郵地區號;電話,雲林縣警察局
雲林縣警察局路口錄影監視系統建置位置一覽表,37536,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局路口錄影監視系統建置位置一覽表,編號;建 置 位 置;完成日期;路口數<br>（電路數）;鏡頭總數;單位別,雲林縣警察局
雲林縣警察局受理警察刑事紀錄證明案件統計表,37537,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局受理警察刑事紀錄證明案件統計表,日期;待查核;查核中;已查核;待領取;待郵寄;已結案;件數;份數;證書費,雲林縣警察局
雲林縣民眾自願捺印指紋數據統計資料表,37540,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣身心障礙指紋建檔人數一覽表,縣市別;0-6歲男;0-6歲女;6-12歲男;6-12歲女;12-18歲男;12-18歲女;18-49歲;50歲以上老人,雲林縣警察局
雲林縣警察局依公益勸募條例辦理公開徵信捐款資料,37542,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局依公益勸募條例辦理公開徵信捐款資料,編號;捐贈日期;捐款單位/人士;捐款數量/單位<br>購入價格;捐贈用途;辦理情形,雲林縣警察局
雲林縣警察局民眾申請國家賠償案件統計表,37543,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局民眾申請國家賠償案件統計表,項目別;未結案件數-(含在處理中)協議中;未結案件數-訴訟中;協議階段-成立;協議階段-不成立;協議階段-拒絕賠償;協議階段-撤回;協議階段-其他;訴訟階段-勝訴;訴訟階段-敗訴;訴訟階段-一部分敗訴、一部分勝訴;訴訟階段-法院和解;訴訟階段-駁回;訴訟階段-其他;賠償情形-協議成立賠償;賠償情形-判決確定賠償;依國家賠償法第2條賠償;依國家賠償法第3條賠償;行使求償權-求償;行使求償權-獲償,雲林縣警察局
雲林縣警察局防空避難設備統計表,37544,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局防空避難設備統計表,單位;經主管建築機關核定之防空避難設備-數量-個;經主管建築機關核定之防空避難設備-容量-人;防空洞-數量-個;防空洞-容量-人;防空掩體-數量-個;防空掩體-容量-人,雲林縣警察局
雲林縣警察局警察人員傷亡人數統計表,37545,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局警察人員傷亡人數統計表,項目;人數,雲林縣警察局
雲林縣警察局警察人員職員退休、資遣、撫卹人數統計表,37546,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局警察人員職員退休、資遣、撫卹人數統計表,項目;男-29歲以下;男-30至34歲;男-35至39歲;男-40至44歲;男-45至49歲;男-50至54歲;男-55至59歲;男-60至64歲;男-65歲以上;男-警監;男-警正;男-警佐;男-簡任;男-薦正;男-委任;男-雇用;女-29歲以下;女-30至34歲;女-35至39歲;女-40至44歲;女-45至49歲;女-50至54歲;女-55至59歲;女-60至64歲;女-65歲以上;女-警監;女-警正;女-警佐;女-簡任;女-薦正;女-委任;女-雇用,雲林縣警察局
雲林縣警察局歲出預算編列暨執行統計,37548,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局歲出預算編列暨執行統計,項目;金額(千元),雲林縣警察局
雲林縣警察局處理違反社會秩序維護法案件統計表,37552,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局處理違反社會秩序維護法案件統計表,行為分類;處罰總數-件數;處罰總數-人數;拘留件數;拘留人數;罰鍰件數;罰鍰人數;罰鍰金額;申誡件數;申誡人數;勒令歇業-併處勒令歇業件數;勒令歇業-單獨裁處勒令歇業件數;停止營業-併處停止營業件數;停止營業-單獨裁處停止營業件數;沒入-併宣告沒入件數;沒入-單獨宣告沒入件數;免除其處罰-件數;免除其處罰-人數;送交教養機構收容習藝-件數;送交教養機構收容習藝-人數,雲林縣警察局
雲林縣違反毒品危害防制條例行政裁罰執行狀況統計表,37553,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣違反毒品危害防制條例行政裁罰執行狀況統計表,項目;數量;毒品案件總量;行政處分書件數;罰鍰件數;罰鍰金額;講習件數;罰鍰完成件數;講習完成件數;移送行政執行件數;訴願件數,雲林縣警察局
雲林縣住宅竊盜點位資訊,37554,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣住宅竊盜點位資訊,編號;發生(現)時間;發生(現)地點;發生(現)管轄機關;發生場所,雲林縣警察局
雲林縣汽車竊盜點位資訊,37555,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣汽車竊盜點位資訊,編號;發生(現)時間;發生(現)地點;發生(現)管轄機關;發生場所;(現)管轄機關;案類,雲林縣警察局
雲林縣自行車竊盜點位資訊,37557,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣自行車竊盜點位資訊,編號;發生(現)時間;發生(現)地點;發生(現)管轄機關;發生場所;案類,雲林縣警察局
雲林縣社區治安工作績效表,37559,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣臺灣健康社區六星計畫社區治安績效,單位;治安社區總數（季底）;輔導治安社區（季底）;專業輔導團隊（季底）-隊;專業輔導團隊（季底）-人;輔導訪視社區-次;輔導訪視社區-場;標竿輔導社區-次;標竿輔導社區-場;召開治安會議;社區觀摩學習;守望相助隊（季底）-隊;守望相助隊（季底）-人;社區治安區塊（季底）;影監視系統-處;影監視系統-支,雲林縣警察局
雲林縣警察局執行家戶訪查發現及處理戶口(籍)案件成果統計表,37561,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集 雲林縣警察局執行家戶訪查發現及處理戶口(籍)案件成果統計表,單位;人口屢查不遇通報件數-記事一;人口屢查不遇通報件數-記事二;集合式住宅訪查件數-有管理委員會;集合式住宅訪查件數-無管理委員會;無記事人口<br>訪查戶數;治安及為民服務諮詢對象聯繫訪查人數;暫住人口<br>訪查人數;尋獲失蹤<br>人口數;無記事人口訪查戶數;暫住人口訪查人數;尋獲失蹤人口數,雲林縣警察局
