資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
100年金融財稅統計年報,38375,南投縣100年度金融財稅資料,包含欄位：「年底別及鄉鎮市別」;「總計」;「本國銀行」;「農會信用部」;「本國壽險公司」;「本國產險公司」...等;包含欄位：「年度別」;「稅課收入」;「工程受益費及信託管理收入」;「罰款及賠償收入」;「規費收入」;「財產收入」;「營業盈餘及事業收入」...等;「印花稅」;「使用牌照稅」;「土石採取景觀維護特別稅」;「地價稅」;「土地增值稅」;「房屋稅」;「娛樂稅」;「契稅」...等;包含欄位：「年度及稅目別」;「實徵數」;「納庫數」;「未納庫數」...等;「福利服務支出」;「國民就業支出」;「醫療保健支出」;「社區發展支出」;「環境保護支出」...等;包含欄位：「年度及月別」;「本年度收入」;「一般政務支出」;「教育科學文化支出」;「經濟發展支出」;「社會福利支出」...等;「融資調度需求」;「融資調度財源」;「自有財源比率」;「賦稅依存度」;「補助依存度」;「債務未償餘額」等;「警政支出」;「債務支出」;「協助及補助支出」;「其他支出」;「以前年度支出」;「預算外支出」...等;包含欄位：「稅課收入」;「工程受益收入」;「罰款及規費收入」;「信託管理收入」;「營業盈餘及事業收入」...等預算和決算資料;包含欄位：「年(月)底別」;「本國銀行存款」;「外國銀行在華分行存款」;「基層金融機構存款」;「中華郵政公司存款」;「本國銀行放款」;「外國銀行在華分行放款」;「基層金融機構放款」...等;包含欄位：「政權行使支出」;「行政支出」;「民政支出」;「財務支出」;「教育支出」...等預算和決算資料,南投縣政府
南投縣各級學校基本資料,38376,南投縣各級學校名錄,包含欄位：「使用單位」;「住址」;「電話」;「傳真」;「網路電話」<br>;「網路電話」,南投縣政府
102年金融財稅統計年報,38377,南投縣102年度金融財稅資料,包含欄位：「年度別」;「融資調度需求」;「融資調度財源」;「自有財源比率」;「賦稅依存度」;「補助依存度」;「債務未償餘額」等;「印花稅」;「使用牌照稅」;「土石採取景觀維護特別稅」;「地價稅」;「土地增值稅」;「房屋稅」;「娛樂稅」;「契稅」...等;「福利服務支出」;「國民就業支出」;「醫療保健支出」;「社區發展支出」;「環境保護支出」...等;包含欄位：「營業基金」;「非營業特種基金」;「作業基金」;「特別收入基金」...等預算和決算資料;包含欄位：「年度及稅目別」;「實徵數」;「納庫數」;「未納庫數」...等;包含欄位：「年底別及鄉鎮市別」;「總計」;「本國銀行」;「農會信用部」;「本國壽險公司」;「本國產險公司」...等 ;包含欄位：「年度及月別」;「本年度收入」;「一般政務支出」;「教育科學文化支出」;「經濟發展支出」;「社會福利支出」...等;包含欄位：「年(月)底別」;「本國銀行存款」;「外國銀行在華分行存款」;「基層金融機構存款」;「中華郵政公司存款」;「本國銀行放款」;「外國銀行在華分行放... 等;「稅課收入」;「工程受益費及信託管理收入」;「罰款及賠償收入」;「規費收入」;「財產收入」;「營業盈餘及事業收入」...等;「警政支出」;「債務支出」;「協助及補助支出」;「其他支出」;「以前年度支出」;「預算外支出」...等;包含欄位：「稅課收入」;「工程受益收入」;「罰款及規費收入」;「信託管理收入」;「營業盈餘及事業收入」...等預算和決算資料;包含欄位：「政權行使支出」;「行政支出」;「民政支出」;「財務支出」;「教育支出」...等預算和決算資料,南投縣政府
南投縣立案演藝團體一覽表,38378,南投縣立案演藝團體名冊,類別;團名;負責人;登記或換證日期;團址,南投縣政府
南投縣休閒農業區,38379,南投縣已辦理登記之休閒農業區,包含欄位：「休閒農業區」;「在地行動組織」;「輔導單位」;「地段」;「面積」;「劃定年度」,南投縣政府
101年金融財稅統計年報,38380,南投縣101年度金融財稅資料,包含欄位：「年度及月別」;「警政支出」;「債務支出」;「協助及補助支出」;「其他支出」;「以前年度支出」;「預算外支出」...等;「本年度收入」;「一般政務支出」;「教育科學文化支出」;「經濟發展支出」;「社會福利支出」...等;包含欄位：「政權行使支出」;「行政支出」;「民政支出」;「財務支出」;「教育支出」...等預算和決算資料;包含欄位：「年底別及鄉鎮市別」;「總計」;「本國銀行」;「農會信用部」;「本國壽險公司」;「本國產險公司」...等;包含欄位：「年度別」;「稅課收入」;「工程受益費及信託管理收入」;「罰款及賠償收入」;「規費收入」;「財產收入」;「營業盈餘及事業收入」...等;「福利服務支出」;「國民就業支出」;「醫療保健支出」;「社區發展支出」;「環境保護支出」...等;「融資調度需求」;「融資調度財源」;「自有財源比率」;「賦稅依存度」;「補助依存度」;「債務未償餘額」等;包含欄位：「年(月)底別」;「本國銀行存款」;「外國銀行在華分行存款」;「基層金融機構存款」;「中華郵政公司存款」;「本國銀行放款」;「外國銀行在華分行放款」;「基層金融機構放款」...等;包含欄位：「稅課收入」;「工程受益收入」;「罰款及規費收入」;「信託管理收入」;「營業盈餘及事業收入」...等預算和決算資料;「印花稅」;「使用牌照稅」;「土石採取景觀維護特別稅」;「地價稅」;「土地增值稅」;「房屋稅」;「娛樂稅」;「契稅」...等;包含欄位：「年度及稅目別」;「實徵數」;「納庫數」;「未納庫數」...等,南投縣政府
南投縣文化設施,38381,南投縣文化設施開館時間、地址、連絡電話,地點名稱;地點類別;地點電話;鄉鎮市區;地點地址;開放時間;休館時間;票價;管理單位;網址;緯度;經度,南投縣政府
南投縣「口腔黏膜健康檢查」醫療院所名單,38382,南投縣「口腔黏膜健康檢查」醫療院所名單,鄉鎮別;院所名單;地址;電話,南投縣政府
南投縣工會名單,38383,工會聯絡資訊,包含欄位：「編號」;「工會名稱」;「理事長」;「會務連絡人」;「會址」;「電話」,南投縣政府
南投縣機車排放空氣污染物檢驗站,38384,南投縣機車排放空氣污染物檢驗站,機車排放空氣污染物檢驗站,南投縣政府
南投縣私立幼兒園通訊資料,38385,南投縣各行政區私立幼兒園名稱、電話及地址,編號;鄉鎮;幼兒園名稱;負責人/園長;幼兒園電話;傳真;總和班級;核定人數;實際人數;幼兒園住址<br>,南投縣政府
南投縣教會堂,38386,南投縣登記有案之教會堂基本資料,包含欄位：「財團法人名稱」;「主管機關」;「行政區」;「地<br>址」;「教<br>別」;「電話」;「負責人」;「緯度」;「經度」,南投縣政府
南投縣公私立骨灰（骸）存放設施【納骨塔】清冊,38387,南投縣公私立骨灰（骸）存放設施【納骨塔】清冊,包含欄位：「編號」;「鄉鎮市」;「管轄單位」;「名稱」;「電話」;包含欄位：「鄉鎮市」;「公司;名稱」;「骨灰（骸）存放設施」;「負責人」;「地址」;「電話」,南投縣政府
南投縣公私立醫院所數、救護車數量,38388,南投縣公私立醫院所數、救護車數量,鄉鎮市別;醫院家數;診所家數;救護車<br>,南投縣政府
南投縣土地筆數面積公告地價,38390,南投縣及各鄉鎮之都市土地、非都市土地之筆數、面積、公告地價總額,南投縣及各鄉鎮之都市土地;非都市土地之筆數;面積;公告地價總額,南投縣政府
南投縣形象商圈聯絡資訊,38392,南投縣形象商圈理事長聯絡資訊,包含欄位：「編號」;「商圈名稱」;「聯絡人」;「職稱」;「聯絡電話」;「地址」<br>,南投縣政府
南投縣消防局各單位地圖,38393,南投縣消防局各單位地圖,包含欄位：「單位」;「地址」;「電話」;「緯度」;「經度」,南投縣政府
南投縣病媒防治業及環境用藥販賣者名冊,38394,病媒防治業及環境用藥販賣者名冊,廠家;地址;核准字號;負責人;專責人員;電話;傳真,南投縣政府
南投縣綠色商店名單,38395,南投縣綠色商店名單,南投縣綠色商店名單,南投縣政府
南投縣土地建物登記管理,38409,本縣受理土地登記案件統計表,103/06 本縣受理土地登記案件統計表,南投縣政府
南投縣主要癌症死亡原因,38411,南投縣主要癌症死亡原因,順位;死亡原因;死亡人數合計;死亡人數男;死亡人數女;每十萬人口死亡率;每十萬人口標準化死亡率;死亡人數結構比%,南投縣政府
南投縣文化基金會一覽表,38412,文化法人會址及成立時間,名稱;地址;立案時間,南投縣政府
104年度推展部落文化健康站,38413,日間關懷站資料,,南投縣政府
南投縣已登記土地筆數面積,38414,南投縣及各鄉鎮之公私有土地之筆數、面積,南投縣及各鄉鎮之公私有土地之筆數;面積,南投縣政府
103年金融財稅統計年報,38415,南投縣103年度金融財稅資料,包含欄位：「年底別及鄉鎮市別」;「總計」;「本國銀行」;「農會信用部」;「本國壽險公司」;「本國產險公司」...等;包含欄位：「年(月)底別」;「本國銀行存款」;「外國銀行在華分行存款」;「基層金融機構存款」;「中華郵政公司存款」;「本國銀行放款」;「外國銀行在華分行放... 等;包含欄位：「年度別」;「福利服務支出」;「國民就業支出」;「醫療保健支出」;「社區發展支出」;「環境保護支出」...等;包含欄位：「政權行使支出」;「行政支出」;「民政支出」;「財務支出」;「教育支出」...等預算和決算資料;包含欄位：「年度及稅目別」;「實徵數」;「納庫數」;「未納庫數」...等;「稅課收入」;「工程受益費及信託管理收入」;「罰款及賠償收入」;「規費收入」;「財產收入」;「營業盈餘及事業收入」...等;「融資調度需求」;「融資調度財源」;「自有財源比率」;「賦稅依存度」;「補助依存度」;「債務未償餘額」等;包含欄位：「年度及月別」;「警政支出」;「債務支出」;「協助及補助支出」;「其他支出」;「以前年度支出」;「預算外支出」...等;「本年度收入」;「一般政務支出」;「教育科學文化支出」;「經濟發展支出」;「社會福利支出」...等;包含欄位：「稅課收入」;「工程受益收入」;「罰款及規費收入」;「信託管理收入」;「營業盈餘及事業收入」...等預算和決算資料;「印花稅」;「使用牌照稅」;「土石採取景觀維護特別稅」;「地價稅」;「土地增值稅」;「房屋稅」;「娛樂稅」;「契稅」...等;包含欄位：「營業基金」;「非營業特種基金」;「作業基金」;「特別收入基金」...等預算和決算資料,南投縣政府
南投縣主要死亡原因,38416,南投縣十大死因,順位;死亡原因;死亡人數合計;死亡人數男;死亡人數女;每十萬人口死亡率;每十萬人口標準化死亡率;死亡人數結構比%;死亡人數結構比%<br>,南投縣政府
南投縣社區照顧關懷據點,38417,社區照顧關懷據點名冊,資源彙整機關;辦理單位;成立日期;負責人;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間<br>,南投縣政府
南投縣轄儲蓄互助社資料查詢名單,38418,社號、社名、地址 、電話,社號;社名;地址;電話,南投縣政府
南投縣菸酒製造業者資料查詢,38421,製造業者名稱、統一編號、負責人、總機構所在地、工廠基本資料、換照日期、執照起始日期、製菸(酒)執照號碼,製造業者名稱;統一編號;負責人;總機構所在地;工廠基本資料;換照日期;執照起始日期;製菸(酒)執照號碼,南投縣政府
南投縣政府文化局文化資產叢書一覽表,38422,南投縣政府文化局出版品資料,類別(所屬類別);叢書號(書籍號碼);文學家作品集序號(作家作品集編號);其它(其他相關資訊);書名(書籍名稱);作者(作家名字);出版年份(西元年);內容介紹(書籍簡介);售價(台幣);展售處(展售地編號),南投縣政府
南投縣南投市防災避難地圖,38775,南投縣南投市防災避難地圖,南投市避難地圖,南投縣政府
南投縣餐盒食品工廠名冊,38776,南投縣餐盒食品工廠名冊,資源彙整機關;廠商名稱;負責人;廠商住址;電話;備註<br>,南投縣政府
南投縣轄內危險水域清冊,38777,南投縣轄內危險水域清冊,包含欄位：「編號」;「河川名稱」;「設置地點」;「轄區分隊」;「備考」,南投縣政府
南投縣加水站業者名單,38783,南投縣加水站業者名單,,南投縣政府
噪音監測,38784,噪音監測,測站編號;監測日期;測站名稱;音源別;日;晚;夜;早晚標準值;日間標準值;夜間標準值;合格;路寬<br>;包含欄位：「監測站名;」;「監測站編號」;「緊鄰道路寬度」;「管制區」...等;104年第二季人工交通;104年第1季人工交通 ;104年度第2季環境;包含欄位：「監測站名」;104年第1季環境噪音;「管制區」...等<br>,南投縣政府
105-106-107-108-109年度南投縣政府及所轄鄉鎮市公所最新債務訊息,38877,105-106-107-108年度南投縣政府及所轄鄉鎮市公所最新債務訊息,項目;1年以上公共債務未償餘額;未滿1年公共債務未償餘額;平均每人負擔公共債務;自償性公共債務未償餘額 (含非營業特種金) ;自償性公共債務未償餘額 (含非營業特種金)<br>;自償性公共債務未償餘額<br>(含非營業特種金),南投縣政府
南投縣免費wifi無線網路熱點,40450,南投縣轄內免費wifi熱點,熱點名稱;地址;緯度;經度,南投縣政府
南投縣政府「縣民時間」辦理時間表,54195,「縣民時間」辦理時間,辦理日期;縣府/鄉鎮;辦理地點;會見時間,南投縣政府
南投縣政府稅務局歲出機關別預算表,57505,提供本年度、上年度預算數及前年度決算數之比較,科目-款;科目-項;科目-目;科目-節;科目-名稱及編號;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較;說明,南投縣政府
南投縣政府稅務局歲入來源別預算表,78387,提供稅課收入、罰款及賠償收入預算資料,科目-款;科目-項;科目-目;科目-節;科目-名稱及編號;本年度預算數;上年度預算數;前年度決算數;本年度與上年度比較;說明及法令依據;說明,南投縣政府
南投縣使用牌照稅稅源,78388,根據資料倉儲管理系統(LDW)產製,汽缸總排氣量(立方公分);免稅輛數總計;應稅輛數總計;稅額總計;小客車自用免稅輛數;小客車自用應稅輛數;小客車自用稅額;小客車營業用免稅輛數;小客車營業用應稅輛數;小客車營業用稅額;大客車免稅輛數;大客車應稅輛數;大客車稅額;貨車免稅輛數;貨車應稅輛數;貨車稅額;曳引車免稅輛數;曳引車應稅輛數;曳引車稅額;機車免稅輛數;機車應稅輛數;機車稅額,南投縣政府
南投縣稅捐未徵數情形,78389,各稅及各徵收階段未徵稅額,項目;件數合計;金額合計;繳款書未送達未徵件數;繳款書未送達未徵數金額;未逾限繳日未徵件數;未逾限繳日未徵數金額;行政救濟未徵件數;行政救濟未徵數金額;分期繳納未徵件數;分期繳納未徵數金額;特殊原因未徵件數;特殊原因未徵數金額;送達未逾滯納期欠稅件數;送達未逾滯納期欠稅數金額;待移送執行欠稅件數;待移送執行欠稅數金額;移送執行未結欠稅件數;移送執行未結欠稅數金額;取得執行憑證欠稅件數;取得執行憑證欠稅數金額;移送執行結銷欠稅件數;移送執行結銷欠稅數金額;無法執行欠稅件數;無法執行欠稅數金額;取得執行憑證未逾徵收期間欠稅件數;取得執行憑證未逾徵收期間欠稅金額;取得執行憑證已逾徵收期間惟未逾執行期間欠稅件數;取得執行憑證已逾徵收期間惟未逾執行期間欠稅金額;移送執行結銷案欠稅件數;移送執行結銷案欠稅數金額,南投縣政府
南投縣各項稅收稽徵人力,78390,資料來源：以年度結束之現有人力為準，包括正式編製人員、約聘僱人員、工友及司機等。,稅目;合計;地價稅;土地增值稅;房屋稅;使用牌照稅;契稅;印花稅;娛樂稅;特別稅;臨時稅,南投縣政府
南投縣流感抗病毒藥劑合約醫療機構名冊一覽表,78391,南投縣107年度流感抗病毒藥劑合約醫療機構名冊一覽表,,南投縣政府
南投縣查(核)定開徵數情形,78392,資料來源：依表報代號WXX531P1編製。,項目;開徵件數;開徵數金額;實徵件數;實徵數金額;減免註銷件數;減免註銷數金額;逾徵收期限件數;逾徵收期限數金額;逾核課期限件數;逾核課期限數金額;未徵數餘額件數;未徵數餘額金額;逾徵收期間件數;逾徵收期間數金額;逾執行期間件數;逾執行期間數金額;逾核課期間件數;逾核課期間數金額,南投縣政府
南投縣地價稅滯納期滿徵績表,78393,資料來源：依表報代號LND384P編製。,公私有別;原查定件數;原查定稅額;徵期或滯納期增減件數;徵期或滯納期增減稅額;調整後查定件數;調整後查定稅額;徵起件數;徵起稅額;未徵起件數;未徵起稅額;徵績件數;徵績稅額;徵績件數百分比;徵績稅額百分比,南投縣政府
南投縣各項稅收稽徵成本,78394,資料來源：本表根據12月份會計報告及歲出決算報告編製。,稅別;實徵淨額(千元);成本總計(元);直接成本小計;直接成本人事費;直接成本業務費(「稅捐稽徵業務」業務計畫);直接成本獎補助及損失;間接成本小計;間接成本人事費;間接成本業務費(「一般行政」業務計畫);間接成本設備及投資費;間接成本其他;每千元成本;成本總計,南投縣政府
南投縣未變性酒精販賣業者查詢,78396,南投縣未變性酒精販賣業者、統一編號、負責人姓名、公司地址,南投縣未變性酒精販賣業者;統一編號;負責人姓名;公司地址<br>;公司地址,南投縣政府
107年南投縣政府縣庫支付年報表,78397,此項資料提供南投縣政府集中支付預算科目代號支付數、支出收回數及支付淨額等相關數據。,107年南投縣政府縣庫支付年報表,南投縣政府
南投縣政府消防局防焰制度執行情形,78398,南投縣政府消防局防焰制度執行情形,105年第4季防燄規制執行情形-設置防焰物品場所,南投縣政府
南投縣使用牌照稅徵績,78399,根據資料倉儲管理系統(LDW)產製，於每年4月及10月開徵,種類;查定數輛數;查定數稅額;徵起數輛數;徵起數稅額;徵績輛數(%);徵績稅額(%),南投縣政府
南投縣政府綜合大樓親子放映室播放影片節目表,78401,南投縣政府綜合大樓播放影片節目表(107年),影片名稱;放映日期;電話;時間;聯絡人;放映地點,南投縣政府
南投縣火災次數分類及時間月報,78402,南投縣火災次數分類及時間月報,105年12月份火災次數分類及時間,南投縣政府
南投縣政府專戶存款支票兌付地點,78404,南投縣政府專戶存款支票兌付地點,南投縣政府專戶存款支票兌付地點,南投縣政府
南投縣房屋稅徵績,78405,根據資料倉儲管理系統(LDW)產製,查定數-戶件數;查定數-本稅;徵起數-戶件數;徵起數-本稅;徵績-戶件數;徵績-本稅,南投縣政府
南投縣政府稅務局歲出機關別決算表,78406,提供預算數、決算數之實現數、預付數、尚未支付數、應付數、保留數等比較及剔除經費繳庫數,科目-款;科目-項;科目-目;科目-節;科目-名稱及編號;預算數-原預算數;預算數-預算增減數;預算數-合計;決算數-實現數;決算數-應收數;決算數-保留數;決算數-合計;比較增減數;決算數占預算數之比率;預算數-本年度預算數;決算數-應付數-已預付之數;決算數-應付數-尚未支付數;決算數-應付數-小計;決算數-保留數-已預付之數;決算數-保留數-尚未支付數;決算數-保留數-小計;剔除經費繳庫數;說明;預算數-預算增減數-預算追加減數;預算數-預算增減數-動支第二預備金數;預算數-預算增減數-預算調整數;預算數-預算增減數-動支第一預備金數;預算數-預算增減數-經費流用數;預算數-預算增減數-小計;決算數-應付數;預決算比較增減數,南投縣政府
南投縣政府消防局檢修申報執行統計,78408,南投縣政府消防局檢修申報執行統計,105年下半年消防安全設備檢修申報,南投縣政府
臺灣銀行股份有限公司南投分公司擬轉委託代理縣分庫暨代收稅款處之金融機構一覽表<br>(106.3.17版),78409,臺灣銀行股份有限公司南投分公司擬轉委託代理縣分庫暨代收稅款處之金融機構一覽表 (106.3.17版),鄉/鎮/市;代理縣分庫;代收稅款處<br>,南投縣政府
南投縣政府消防局燃氣熱水器承裝業及其技術士合格名冊,78410,南投縣政府消防局燃氣熱水器承裝業及其技術士合格名冊,106年1月南投縣政府消防局燃氣熱水器承裝業及其技術士合格名冊,南投縣政府
南投縣政府消防局消防安全列管數量統計,78412,南投縣政府消防局消防安全列管數量統計,105年下半年消防安全檢查列管數量統計,南投縣政府
南投縣政府稅務局歲入來源別決算表,78473,提供預算數、決算數、保留數之增減及比例,科目-款;科目-項;科目-目;科目-節;科目-名稱及編號;預算數-本年度預算數;預算數-預算增減數;預算數-合計;決算數-實現數;決算數-應收數-已預收之數;決算數-應收數-尚未收入數;決算數-應收數-小計;決算數-保留數;決算數-合計;比較增減數;說明;預算數-原預算數;決算數-應收數;決算數占預算數之比率,南投縣政府
南投縣電梯設備工程費概算表,78634,一、電梯設備工程超過「電梯設備工程費概算表」內所列規格者，其工程費之計算，比照「南投縣簡化評定房屋標準價格及房屋現值作業要點」第七點房屋總層數超過「房屋標準單價表」內所列總層數者，其標準單價，按最高層次與次高層之差額逐層遞增計算之規定，載客人數以每增二人為一級距，按表內23人與21人之價格差額逐層遞增計算；速度以每分鐘增加15公尺為一級距，按表內速度每分鐘135公尺與120公尺之價格差額逐級遞增計算。 二、電梯設備工程在「電梯設備工程費概算表」內未列規格者，如其規格在上一級與次一級之間者，其工程費之計算按次一級之單價計算，即：載客人數為14人適用表內13人之工程費。 三、電梯設備工程中未載明載客人數，則依電梯載重量，按每人67公斤估算載客人數，未達1人者不計。 四、如納稅義務人購買電梯設備價格低於本縣訂定標準，得提示相關證明文件，按其實際價格認定。,載客人數-停階數;速度每分15M;速度每分30M;速度每分45M;速度每分60M;速度每分75M;速度每分90M;速度每分105M;速度每分120M;速度每分135M,南投縣政府
南投縣房屋地段等級評定表,78635,提供各鄉鎮市地段等級及調整率,鄉鎮市別;實施範圍;等級;調整率,南投縣政府
南投縣道路交通事故資料統計表,78636,南投縣政府警察局統計道路交通事故資料(A1、A2、A3),管轄單位;A1件數;A1死亡;A1受傷;A2件數;A2受傷;A3件數;總計件數;總計死亡;總計受傷;<br>,南投縣政府
南投縣房屋標準單價表,78637,105年12月31日以前核發使用執照及建築完成之新建、增建、改建房屋，適用「南投縣房屋標準單價表-105」；106年1月1日起核發使用執照及建築完成之新建、增建、改建房屋，適用「南投縣房屋標準單價表-106」。,總層數;鋼骨造-第一類;鋼骨混凝土造-第一類;鋼骨鋼筋混凝土造-第一類;鋼骨造-第二類;鋼骨混凝土造-第二類;鋼骨鋼筋混凝土造-第二類;鋼骨造-第三類;鋼骨混凝土造-第三類;鋼骨鋼筋混凝土造-第三類;鋼骨造-第四類;鋼骨混凝土造-第四類;鋼骨鋼筋混凝土造-第四類;鋼筋混凝土造-第一類;預鑄混凝土造-第一類;鋼筋混凝土造-第二類;預鑄混凝土造-第二類;鋼筋混凝土造-第三類;預鑄混凝土造-第三類;鋼筋混凝土造-第四類;預鑄混凝土造-第四類;加強磚造-第一類;加強磚造-第二類;加強磚造-第三類;加強磚造-第四類;鋼鐵造-未達200㎡-各種用途;鋼鐵造-200㎡以上-各種用途;木造-各種用途;石造-各種用途;磚造-各種用途;土造-各種用途;竹造-各種用途,南投縣政府
南投縣政府警察局違規車輛保管場,78638,拖吊場地址及電話,名稱;設置位置;電話;<br>,南投縣政府
南投縣各類房屋折舊率及耐用年數標準表,78639,105年12月31日以前新建、增建、改建完成房屋，適用「南投縣各類房屋折舊率及耐用年數標準表-105」；106年1月1日以後新建、增建、改建完成房屋，適用「南投縣各類房屋折舊率及耐用年數標準表-106」。,構造別;代號;折舊率;耐用年數;殘值率,南投縣政府
南投縣政府警察局警光山莊,78640,警光山莊地址及電話,名稱;地址;電話;<br>,南投縣政府
