資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
彰化縣現住原住民戶口數,27618,彰化縣現住原住民戶口數,區域別;戶別;總計戶數;總計計;總計男;總計女;平地原住民戶數;平地原住民計;平地原住民男;平地原住民女;山地原住民戶數;山地原住民計;山地原住民男;山地原住民女,彰化縣政府主計處
彰化縣空氣品質人工監測結果,27672,彰化縣空氣中總懸浮微粒及落塵量檢驗結果,測站名稱;測站編號;起時間;訖時間;天候;TSP;PM10;正己烷抽出物;氯鹽;硝酸鹽;硫酸鹽;鉛;落塵量起日期;落塵量訖日期;落塵量(公噸/平方公里/月),彰化縣環境保護局
彰化縣空氣品質自動監測結果,27674,彰化縣空氣品質自動監測結果,日期;SO2(ppb);H2S(ppb);THC(ppmC);CH4(ppmC);NMHC(ppmC);風速(m/s);風向(°);溫度℃;溼度％;室溫℃;,彰化縣環境保護局
彰化縣政府法律扶助諮詢服務統計表,27692,依受諮詢事由按月統計彰化縣政府受理法律扶助之件數,月份;債務糾紛;交通事故;物權糾紛;房屋租賃;刑事案件;親屬繼承;婚姻;訴訟程序;訴願及行政訴訟;其他;月份小計,彰化縣政府法制處
彰化縣政府訴願、再審案件收辦統計表,27694,每年統計本府受理人民不服所屬機關及鄉鎮市公所之行政處分提起訴願案之件數，及去年未結案件，經年度召開訴願審議委員會審議決定之訴願案件件數及類型統計分析。,訴願上年收辦件數(未結);訴願本年收辦件數(新收);訴願辦結件數(作成決定－不受理);訴願辦結件數(作成決定－駁回);訴願辦結件數(作成決定－撤銷);訴願辦結件數(被併案);訴願辦結件數(審決期限－3個月內);訴願辦結件數(審決期限－3~5個月);訴願辦結件數(審決期限－逾5個月);訴願辦結件數(提起行政訴訟);訴願辦結件數(移轉);訴願辦結件數(撤回);訴願未結件數;再審上年收辦件數(未結);再審本年收辦件數(新收);再審辦結件數(作成決定－不受理);再審辦結件數(作成決定－駁回);再審辦結件數(作成決定－撤銷);再審辦結件數(被併案);再審辦結件數(審決期限－3個月內);再審辦結件數(審決期限－3~5個月);再審辦結件數(審決期限－逾5個月);再審辦結件數(移轉);再審辦結件數(撤回);再審未結件數,彰化縣政府法制處
彰化縣辦結國家賠償事件收結情形表,27695,每年統計去年未結案件及新受理國家賠償案件辦理情形。,項目別(直轄市及各縣市);總件數;新收案件數;未結案件數（協議中－含在處理中）;未結案件數（訴訟中）;已結案件數（協議階段－成立）;已結案件數（協議階段－不成立）;已結案件數（協議階段－拒絕賠償）;已結案件數（協議階段－撤回）;已結案件數（協議階段－其他）;已結案件數（訴訟階段－勝訴）;已結案件數（訴訟階段－敗訴）;已結案件數（訴訟階段－一部敗訴、一部勝訴）;已結案件數（訴訟階段－法院和解）;已結案件數（訴訟階段－駁回）;已結案件數（訴訟階段－其他）;賠償情形（協議成立－賠償件數）;賠償情形（協議成立－賠償金額）;賠償情形（判決確定－賠償件數）;賠償情形（判決確定－賠償金額）;依國家賠償法第2條(賠償件數);依國家賠償法第3條(賠償件數);行使求償權（求償件數）;行使求償權（求償金額）;行使求償權（獲償件數）;行使求償權（獲償金額）,彰化縣政府法制處
身障生活補助,27759,身障生活補助統計資料,障礙等級;低收入戶(男);低收入戶(女);中低收入戶(男);中低收入戶(女);最低生活費1.5倍以上未達2.5倍者(男);最低生活費1.5倍以上未達2.5倍者(女),彰化縣政府社會處
彰化縣總決算歲入歲出決算審定數簡明比較表,27775,彰化縣總決算歲入歲出決算審定數簡明比較表,類別;科目;預算數;決算數;決算審定數金額;決算審定數與預算數比較增減金額;決算審定數與決算數比較增減金額,彰化縣政府主計處
彰化縣總決算審定後收支簡明比較分析表,27781,總決算審定後收支簡明比較分析表,類別;項目;預算數金額;決算數金額;決算審定數金額;決算審定數與預算數比較增減金額,彰化縣政府主計處
彰化縣總決算平衡表,27782,彰化縣總決算平衡表,借、貸方;資產、負債、淨資產;科目;金額;小計;合計,彰化縣政府主計處
彰化縣農路改善及維護工程,27825,彰化縣農路改善及維護工程資料,工程名稱;鄉鎮別;道路總長度改善;道路總長度維護;中央總工程費 (按經費來源);縣總工程費 (按經費來源);;其他 總工程費 (按經費來源),彰化縣政府工務處
歲入來源別預算總表,27836,歲入來源別預算總表,款;項;科目名稱;經常門;資本門;合計;說明,彰化縣政府主計處
歲入歲出性質及餘絀簡明比較分析表,27839,歲入歲出性質及餘絀簡明比較分析表,經資門;歲入歲出;項目;本年度預算數金額;本年度預算數百分比;上年度預算數金額;上年度預算數百分比;前年度決算數金額;前年度決算數百分比;本年度與上年度比較金額;本年度與上年度比較增加率,彰化縣政府主計處
歲入歲出簡明比較分析表,27842,歲入歲出簡明比較分析表,歲入歲出;項目;本年度預算數金額;本年度預算數百分比;上年度預算數金額;上年度預算數百分比;前年度決算數金額;前年度決算數百分比;本年度與上年度比較金額;本年度與上年度比較增加率,彰化縣政府主計處
歲出政事別預算總表,27843,歲出政事別預算總表,款;項;科目名稱;經常門;資本門;合計;說明,彰化縣政府主計處
歲出機關別預算總表,27845,歲出機關別預算總表,款;科目名稱;經常門;資本門;合計;說明,彰化縣政府主計處
彰化縣所轄面積暨鄉(鎮、市)村(里)鄰數,27846,彰化縣所轄面積暨鄉(鎮、市)村(里)鄰數,鄉鎮市;面積;縣轄市;;鄉;鎮;村;里;鄰,彰化縣政府民政處
身障居家服務成果,27886,身障居家服務成果統計資料,性別;失智症;慢性精神病患者;智能障礙者;自閉症;植物人;罕見疾病者;視覺障礙者;肢體障礙者;重要器官失去功能者;多重障礙者;其他,彰化縣政府社會處
彰化縣推行社區發展工作概況一覽表,27887,彰化縣推行社區發展工作概況,鄉鎮市別;社區發展協會總數;社區戶數(戶);社區人口數(人);男理事長(人);女理事長(人);男理事(不含理事長)(人);女理事(不含理事長)(人);男監事(人);女監事(人);男參加社區發展協會會員數(人);女參加社區發展協會會員數(人);設置社區生產建設基金;政府補助款實際使用經費(元);社區自籌款實際使用經費(元);原建(未作修擴建)社區活動中心(幢);新建社區活動中心(幢);修擴建社區活動中心(幢);辦理社區幹部訓練(人次);辦理社區觀摩(人次);社區長壽俱樂部(處);社區成長教室(班);社區守望相助隊(隊);社區民俗藝文康樂班隊(隊);社區志願服務團隊(隊);男志工數(人);女志工數(人);辦理社區照顧關懷據點(處);社區圖書室(處);社區刊物(期);福利服務或活動(受益人次);其他服務(受益人次),彰化縣政府社會處
特殊境遇家庭服務,27896,特殊境遇家庭服務人數統計,性別設籍別;緊急生活扶助人數;緊急生活扶助人次(月);傷病醫療補助人數;傷病醫療補助人次(月);法律訴訟補助人數;法律訴訟補助人次(月);子女生活津貼人數;子女生活津貼人次(月);兒童托育津貼人數;兒童托育津貼人次(月),彰化縣政府社會處
特殊境遇家庭概況,27898,特殊境遇家庭概況,家長(申請人)性別;特殊境遇家庭戶數;家長(申請人)年齡未滿20歲;家長(申請人)年齡20~29歲;家長(申請人)年齡30~39歲;家長(申請人)年齡40~49歲;家長(申請人)年齡50~59歲;家長(申請人)年齡60~69歲;家長(申請人)年齡70~79歲;家長(申請人)年齡80歲以上;家長(申請人)婚姻狀況未婚;家長(申請人)婚姻狀況有偶;家長(申請人)婚姻狀況離婚;家長(申請人)婚姻狀況喪偶;家長(申請人)設籍狀況本國籍一般;家長(申請人)設籍狀況本國籍原住民;家長(申請人)設籍狀況大陸籍(含港澳);家長(申請人)設籍狀況外國籍;家長(申請人)工作狀況有工作;家長(申請人)工作狀況無工作;家長(申請人)工作狀況臨時性工作;扶養子女人數;扶養孫子女人數,彰化縣政府社會處
特殊境遇家庭符合款項,27900,特殊境遇家庭符合款項之人數,性別設籍;特殊境遇家庭符合款項65歲以下且配偶死亡;特殊境遇家庭符合款項65歲以下且配偶失蹤經向警察機關報案協尋未獲達6個月以上;特殊境遇家庭符合款項因配偶惡意遺棄經判決離婚確定或已完成協議離婚登記;特殊境遇家庭符合款項受配偶不堪同居之虐待經判決離婚確定或已完成協議離婚登記;特殊境遇家庭符合款項家庭暴力受害;特殊境遇家庭符合款項未婚懷孕婦女，懷胎3個月以上至分娩2個月以內;特殊境遇家庭符合款項因離婚、喪偶、未婚生子獨自是養18歲以下子女，其無工作能力，或雖有工作能力，因遭遇重大傷病或照顧6歲以下子女致不能工作;特殊境遇家庭符合款項獨自扶養18歲以下父母無力扶養之係子女，其無工作能力或雖有工作能力，因遭遇重大傷病或照顧6歲以下孫子女致不能工作;特殊境遇家庭符合款項配偶處1年以上之徒刑或受拘束人身自由之保安處分1年以上，且在執行中;特殊境遇家庭符合款項其他經直轄市、縣 (市) 政府評估，因3個月內生活發生重大變故導致生活、經濟困難者，且其重大變故非因個人責任、債務、非因自願性失業等事由,彰化縣政府社會處
婦女福利服務,27903,婦女福利服務場次及人次,辦理次數;公立;私立;公設民營,彰化縣政府社會處
家庭福利服務,27904,家庭福利服務類型及人次,新住民家庭電話訪問(人次);新住民家庭家庭訪視(人次);新住民家庭個案管理服務(人次);新住民個人支持性服務辦理場次;新住民個人支持性服務參加人次;新住民家庭支持性服務辦理場次;新住民家庭支持性服務參加人次;新住民社會支持服務辦理場次;新住民社會支持服務參加人次;新住民資訊支持服務辦理場次;新住民資訊支持服務參加人次;新住民經濟支持服務方案數;新住民經濟支持服務服務人次;新住民其他服務辦理次數;新住民其他服務參加人次,彰化縣政府社會處
彰化縣低收人數按年齡別,27939,彰化縣低收人數按年齡別,款別;0-<br>未滿6歲;6-<br>未滿12歲;12-<br>未滿18歲;18-<br>未滿26歲;26-<br>未滿35歲;35-<br>未滿45歲;45-<br>未滿60歲;60-<br>未滿65歲;65-<br>未滿80歲;80歲以上,彰化縣政府社會處
彰化縣社會處推展志願服務概況,27941,彰化縣社會處推展志願服務概況,接受服務總數人次;公教人員服務時數;非公教人員服務時數,彰化縣政府社會處
彰化縣低收入戶款別戶數及人數,27949,彰化縣低收入戶款別戶數及人數,款別;一般戶戶數;原住民戶數;一般戶人數;原住民戶人數,彰化縣政府社會處
彰化縣政府商業登記異動,27951,彰化縣政府商業登記家數異動,行<br>業<br>別;上月底現有家數;本月異動家數新設立;本月異動家數增資;本月異動家數減資;本月異動家數歇業;本月異動家數遷入;本月異動家數遷出;本月異動家數行業變動;本月異動家數異動調整;本月底現有家數;上月底資本總額;本月異動資本額新設立;本月異動資本額增資;本月異動資本額減資;本月異動資本額歇業;本月異動資本額遷入;本月異動資本額遷出;本月異動資本額行業變動;本月異動資本額異動調整;本月底資本總額;行業別,經濟暨綠能發展處
彰化縣政府工廠登記家數異動,27952,工廠登記家數異動,行業別;上月底家數(1);本月異動家數新登記(2);本月異動家數歇業(3);本月異動家數異動調整(4);本月底家數(5)=(1)+(2)-(3)+(4),經濟暨綠能發展處
彰化縣遊民處理情形,27955,彰化縣遊民處理情形,性別;本季受理報案或查報遊民處理人數<br>(人件);本季底列冊遊民人數(人);協助返家;關懷服務;年節活動;轉介福利服務;轉介就業服務或職業訓練;結合資源輔導租屋;轉介精神療養院治療;轉介老人安養機構收容;轉介老人養護機構收容;轉介身心障礙福利機構收容;轉介遊民收容所;送其他有關機關;因故死亡;本季底本縣(市)遊民收容所現有收容人數(含代收其他縣市) (人);;合計;其他(協助住院醫療等),彰化縣政府社會處
彰化縣中低收入戶年齡別,27956,彰化縣中低收入戶年齡別,性別;戶數(戶數以戶長性別統計);0-未滿6歲;6-未滿12歲;12-未滿18歲;18-未滿26歲;26-未滿35歲;35-未滿45歲;45-未滿60歲;60-未滿65歲;65-未滿80歲;80歲以上,彰化縣政府社會處
彰化縣警察局固定桿式自動取締違規照相設置地點一覽表,27969,彰化縣警察局固定桿式自動取締違規照相設置地點一覽表,編號;設備地點;速限,彰化縣警察局
身障人數,27971,身障人數統計資料,障礙等級別;;男;女,彰化縣政府社會處
身障福利機構概況,27975,身障福利機構概統計資料,機構名稱;全日型住宿型;日間服務型;福利服務中心;核定服務人數;實際服務人數(男);實際服務人數(女);,彰化縣政府社會處
身障日間及住宿式照顧補助,27976,身障日間及住宿式照顧補助統計資料,等級;日間照顧男;日間照顧女;住宿式照顧男;住宿式照顧女,彰化縣政府社會處
身障支持服務成果,27977,身障支持服務成果統計資料,;到宅評估輔具訓練服務;送餐到家;友善訪視;其他相關之居家服務;日間照顧;社區日間作業設施服務;臨時及短期照顧;生活重建;社區居住服務;自立生活支持服務;家庭托顧;家庭關懷訪視服務;復康巴士服務;照顧者訓練及研習;休閒服務;其他相關之社區服務,彰化縣政府社會處
彰化縣新住民子女發展遲緩兒童早期療育服務概況,27987,彰化縣新住民子女發展遲緩兒童早期療育服務概況,通報類別;男;女,彰化縣政府社會處
彰化縣發展遲緩兒童早期療育服務概況表,27988,彰化縣發展遲緩兒童早期療育服務概況表,本季通報數量;男;女,彰化縣政府社會處
彰化縣兒童及少年福利機構及服務概況,27990,彰化縣兒童及少年福利機構及服務概況,機構;所數(所);床位數;本期進住人員;現有收容人數,彰化縣政府社會處
彰化縣兒童及少年福利服務,27993,彰化縣兒童及少年福利服務,兒童及少年諮詢代表人數;兒童及少年培力活動參與人次,彰化縣政府社會處
彰化縣兒童少年保護執行概況,27996,彰化縣兒童少年保護執行概況,遺棄;身心虐待;不當管教;受虐者特殊狀況(不被期望下出生、持續哭鬧不易安撫、發展遲緩、身心障礙、過動、偏差行為、非案主因素、其他);家庭維繫;家庭重整;返家計畫;安置後追蹤輔導;停止親權;改定監護權;自立生活方案;長期安置輔導計畫;收出養服務;訪談服務;家外安置;安置期間<br>探視服務;網絡資源連結;聲請保護令;法律服務;以證人身分出庭;陪同服務;驗傷診療;就學輔導;強制性親職教育;一般性親職教育;自殺防治;藥癮戒治,彰化縣政府社會處
彰化縣社會工作專職人員數,27999,彰化縣社會工作專職人員數,服務項目;人次,彰化縣政府社會處
中低收入老人生活津貼,28000,中低收入老人生活津貼,年度;類別;人數,彰化縣政府社會處
彰化縣推展性侵害防治業務,28001,彰化縣推展性侵害防治業務,被害人國籍身分與性別;諮詢協談;庇護安置;陪同報案偵詢;陪同出庭;驗傷診療;法律扶助;經濟扶助;心理諮商與輔導;就業服務;就學或轉學服務;通譯服務;轉介戒毒中心;其他扶助,彰化縣政府社會處
彰化縣推展家庭暴力防治業務,28002,彰化縣推展家庭暴力防治業務,被害人性別及類型;諮詢<br>協談;庇護安置-被害人;庇護安置-隨行<br>子女;陪同報案<br>偵詢(訊);陪同出庭;驗傷診療;聲請<br>保護令;法律<br>扶助;經濟<br>扶助;心理諮商<br>與輔導;就業<br>服務;就學或轉<br>學服務;轉介/提供目睹暴力服務;子女問題協助;通譯<br>服務;其他<br>扶助,彰化縣政府社會處
登記有案宗教團體相關資料,28003,登記有案宗教團體相關資料,宗教團體名稱;主管機關;行政區;地　址;教　別;電話;負責人,彰化縣政府民政處
登記有案宗教團體統計報表,28007,登記有案宗教團體統計報表,寺廟及財團法人類別;數量,彰化縣政府民政處
彰化縣社會工作員工作成果,28011,彰化縣社會工作員工作成果,服務項目;人次,彰化縣政府社會處
彰化縣老人長期照顧、安養機構概況,28012,彰化縣老人長期照顧、安養機構概況,機構數;長期照護型機構;養護型機構;失智照顧型機構;安養機構,彰化縣政府社會處
彰化縣長期照顧十年計畫,28013,彰化縣長期照顧十年計畫,居家服務期底服務個案人數;本期服務人次(日);本期政府補助時數;本期全額自付時數,彰化縣政府社會處
彰化縣辦理老人福利服務成果,28015,彰化縣辦理老人福利服務成果(教育宣導、人才培訓),;宣導老人福利服務業務;　其他媒體宣導活動;人才培訓-志願服務人員;人才培訓-專業人員,彰化縣政府社會處
彰化縣獨居老人數及服務概況,28017,彰化縣獨居老人數,男性;女性,彰化縣政府社會處
彰化縣107年各級學校教職員獎懲人次,28020,彰化縣各級學校教職員獎懲人次,項目別;107年1-4月,彰化縣政府人事處
彰化縣政府107年暨所屬各機關公務人員獎懲人次,28021,彰化縣政府暨所屬各機關公務人員獎懲人次,項目別;107年1-4月,彰化縣政府人事處
彰化縣106年各級學校教職員退休人數按年齡分,28022,彰化縣各級學校教職員退休人數按年齡分,項目別;合計;一次退休金;月退休金;兼領1/2月退休金,彰化縣政府人事處
彰化縣106年各級學校教職員退休人數按官等分,28023,彰化縣各級學校教職員退休人數按官等分,項目別;總計;一次退休金;月退休金;兼領1/2月退休金,彰化縣政府人事處
彰化縣政府106年暨所屬各機關公務人員退休人數按年齡分,28024,彰化縣政府暨所屬各機關公務人員退休人數按年齡分,項目別;總計人數;一次退休金;月退休金;兼領1/2月退休金,彰化縣政府人事處
彰化縣政府106年暨所屬各機關公務人員退休人數按官等分,28026,彰化縣政府暨所屬各機關公務人員退休人數按官等分,項目別;合計;一次退休金;月退休金;兼領1/2月退休金,彰化縣政府人事處
彰化縣土地及建物登記管理,28325,彰化縣土地及建物登記管理109年8月,類別;工作項目;件數;筆數 /土地;面積 /土地;棟數 /建物;面積 /建物,彰化縣政府地政處
彰化縣外國人地權登記管理,28360,彰化縣外國人地權登記管理,類別;工作項目;件<br>數;土地/筆數;土地/面積,彰化縣政府地政處
彰化縣土地登記印鑑設置及使用情形統計,28362,109.06彰化縣土地登記印鑑設置及使用情形統計,各鄉鎮市公所;累計設置印鑑人數;本期新增印鑑使用件數;累計印鑑使用案件數,彰化縣政府地政處
彰化縣地政士開業及異動,28365,彰化縣地政士開業及異動,各鄉鎮市;截至上期開業人數/男;截至上期開業人數/女;本期核發開業人數/男;本期核發開業人數/女;初次核發/男;初次核發/女;他縣市轉入/男;本期註銷開業人數/男;本期註銷開業人數/女;停止營業/男;停止營業/女;截至本期開業人數/男;截至本期開業人數/女;補(換)發開業執照人數,彰化縣政府地政處
彰化縣公告土地現值、公告地價漲跌幅一覽表,28397,109年彰化縣公告土地現值漲跌幅一覽表,鄉鎮市區別;上期公告土地現值總額漲跌幅計算;本期公告土地現值總額漲跌幅計算;本期公告土地現值與上期比較漲跌幅;前一期公告地價總額漲跌幅計算;最近一期公告地價總額漲跌幅計算;最近一期公告地價與前一期比較漲跌幅;本期一般正常交易價格總額;本期公告土地現值占本期一般正常交易價格百分比;最近一期公告地價占本期一般正常交易價格百分比;最近一期公告地價占本期公告土地現值百分比,彰化縣政府地政處
彰化縣已登記公私有土地筆數面積,28410,彰化縣已登記公私有土地筆數面積,類別;工作項目;面積/公有;面積/私有;面積/公私共有;筆數/公有;筆數/私有;筆數/公私共有,彰化縣政府地政處
彰化縣實施耕地三七五減租成果增減原因,28446,彰化縣實施耕地三七五減租成果增減原因,增減原因;佃農戶數(戶);地主戶數(戶);土地筆數(筆);租約件數(件);田訂約面積(公頃);旱訂約面積(公頃);其他訂約面積(公頃),彰化縣政府地政處
彰化縣實施耕地三七五減租後佃農購買耕地面積及戶數,28487,彰化縣實施耕地三七五減租後佃農購買耕地面積及戶數,鄉鎮市別;本年田購買耕地面積(公頃);累計至本年底止田購買耕地面積(公頃);本年旱購買耕地面積(公頃);累計至本年底止旱購買耕地面積(公頃);本年其他購買耕地面積(公頃);累計至本年底止其他購買耕地面積(公頃);本年購買耕地佃農戶數<br>（戶）;累計至本年底止購買耕地佃農戶數<br>（戶）,彰化縣政府地政處
彰化縣各鄉鎮市實施耕地三七五減租成果,28498,彰化縣各鄉鎮市實施耕地三七五減租成果,鄉鎮市區別;佃農戶數(戶);地主戶數(戶);土地筆數(筆);租約件數(件);田訂約面積(公頃);旱訂約面積(公頃);其他訂約面積(公頃),彰化縣政府地政處
彰化縣各級租佃委員會調解調處案件,28500,彰化縣各級租佃委員會調解調處案件,租佃委員會別;短欠租佃成立;短欠租佃不成立;災欺減免佃租成立;災欺減免佃租不成立;繳租折算糾紛成立;繳租折算糾紛不成立;正產副產糾紛成立;正產副產糾紛不成立;租期糾紛成立;租期糾紛不成立;耕地面積糾紛成立;耕地面積糾紛不成立;地目等則變更糾紛成立;地目等則變更糾紛不成立;田寮或基地租佃糾紛成立;田寮或基地租佃糾紛不成立;減租條例第16條糾紛成立;減租條例第16條糾紛不成立;其他成立;其他不成立,彰化縣政府地政處
彰化縣土地筆數面積公告土地現值統計,28510,彰化縣土地筆數面積公告土地現值109年,鄉鎮市;都市土地公有筆數;都市土地公有面積;都市土地公有公告土地現值總額;都市土地私有筆數;都市土地私有面積;都市土地私有公告土地現值總額;都市土地公私共有筆數;都市土地公私共有面積;都市土地公私共有公告土地現值總額;非都市土地公有筆數;非都市土地公有面積;非都市土地公有公告土地現值總額;非都市土地私有筆數;非都市土地私有面積;非都市土地私有公告土地現值總額;非都市土地公私共有筆數;非都市土地公私共有面積;非都市土地公私共有公告土地現值總額,彰化縣政府地政處
彰化縣公告土地現值劃分地價區段及最高最低地價表,28511,彰化縣公告土地現值劃分地價區段及最高最低地價109年,鄉鎮市區別;區段數;一般區段數;繁榮街道路線<br>價;一般路線價;一般區段價最高;一般區段價最低;繁榮街道路線價最高;繁榮街道路線價最低;一般路線價最高;一般路線價最低;最高宗地地價,彰化縣政府地政處
彰化縣未辦繼承登記土地建物列冊管理,28529,彰化縣未辦繼承登記土地建物列冊管理,年度;本年列冊管理數土地/筆數;本年列冊管理數土地/持分面積;本年列冊管理數建物/棟數;本年列冊管理數建物/持分面積;本年停止列冊管理數土地/筆數;本年停止列冊管理數土地/持分面積;本年停止列冊管理數建物/棟數;本年停止列冊管理數建物/持分面積;本年列冊管理期滿移請國有財產署標售數土地/筆數;本年列冊管理期滿移請國有財產署標售數土地/持分面積;本年列冊管理期滿移請國有財產署標售數建物/棟數;本年列冊管理期滿移請國有財產署標售數建物/持分面積;截至本年底列冊管理數土地/筆數;截至本年底列冊管理數土地/持分面積;截至本年底列冊管理數建物/棟數;截至本年底列冊管理數建物/持分面積,彰化縣政府地政處
草食動物防疫調查統計,28662,草食動物防疫調查統計,單位;公所;防疫所,彰化縣動物防疫所
彰化縣區段徵收成果,28673,彰化縣區段徵收區成果,地區名稱;區段徵收數;辦理面積;公有;私有;可建築用地;公共設施用地;農業專用區;抵價地比例;開發總費用(千元),彰化縣政府地政處
彰化縣正辦理中自辦市地重劃區籌備會統計表,28700,彰化縣核准自辦市地重劃籌備會地區情形,鄉鎮市區別;籌備會名稱;發起人;申請日期;辦理情形;地段號代表;,彰化縣政府地政處
彰化縣已辦理完成公辦市地重劃地區成果,28749,彰化縣公辦市地重劃地區成果,重劃區名稱;辦理年度;重劃區面積(ha);公共設施面積(ha);公設地負擔比例(%);平均負擔比例(%);重劃後地段;備註,彰化縣政府地政處
彰化縣正辦理中自辦市地重劃地區統計表,28750,彰化縣正辦理中自辦市地重劃地區情形,鄉鎮市區別;重畫區名稱;總面積;提供建築用地面積;取得公共設施用地面積道路用地面積;其他公共設施用地面積;節省政府建設費用;重劃負擔比率（％）;重劃計畫書核准日期文號,彰化縣政府地政處
彰化縣政府各政風機構進用人員現況,28752,彰化縣政府各政風機構進用人員現況,機構別;男;女,彰化縣政府政風處
彰化縣污水處理廠統計,28915,彰化縣污水處理廠統計,鄉鎮市區別;年底規劃面積(公頃);營運中污水處理場;建設中污水處理場;已完成規劃待建設系統;營運中污水處理廠（座）;建設中污水處理廠（座）;已完成規劃待建設系統（座）,彰化縣政府水利資源處
彰化縣污水下水道已建設管線長度及設施,28916,彰化縣污水下水道已建設管線長度及設施,鄉鎮市區別;本年 /600mm以上;累計 /600mm以上;本年 /300-600mm未滿;累計 /300-600mm未滿;本年 /300mm未滿;累計 /300mm未滿;本年 /處理廠;累計 /處理廠;本年 /抽水站;累計 /抽水站;鄉鎮市別;本年600mm以上;累計600mm以上;本年300-600mm未滿;累計300-600mm未滿;本年300mm未滿;累計300mm未滿;本年處理廠;累計處理廠;本年抽水站;累計抽水站,彰化縣政府水利資源處
彰化縣污水下水道系統營運管理費用及收入,28919,彰化縣污水下水道系統營運管理費用及收入,鄉鎮市;總計(千元);人事費;電費;藥品費;設備材料費;維護費;回饋金;其他;全年度使用費收入;備註;鄉鎮市區別,彰化縣政府水利資源處
