資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
臺東公設民營及私立托嬰中心,67268,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,性質;主管機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;核定收托人數;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東老人福利機構,67270,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,性質;主管機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;核定收容人數;收容對象_安養;收容對象_養護;收容對象_長照;收容對象_日照;收容對象_失智;收容對象_遊民;收容對象_其他;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東老人文康、福利服務中心,67271,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;中心名稱;連絡電話;傳真;電子郵件;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東婦女福利服務中心,67272,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;中心名稱;承辦單位;連絡電話;傳真;電子郵件;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東單親家庭服務提供單位,67274,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;辦理單位;連絡電話;傳真;電子郵件;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東輔具服務單位,67276,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,性質;主管機關;單位名稱;辦理單位;連絡電話;傳真;電子郵件;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東日間照顧中心,67277,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,性質;主管機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;可服務人數;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東家庭暴力及性侵害防治中心,67278,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;中心名稱;連絡電話;傳真;電子郵件;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東社區照顧關懷據點,67279,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;辦理單位;成立日期;負責人;連絡電話;傳真;電子郵件;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東家庭、社會福利服務中心,67281,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;辦理單位;成立日期;連絡電話;傳真;電子郵件;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東高風險家庭關懷輔導處遇服務提供單位,67283,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東避難收容所位置及收容人數,67284,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;收容所編號;收容所名稱;收容所鄉鎮市區;收容所村里;地址;管理人;連絡電話;收容人數;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東身心障礙牙醫醫療院所,67288,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,性質;主管機關;辦理單位;連絡電話;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東避難收容所位置及收容人數B,67290,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;收容所編號;收容所名稱;收容所鄉鎮市區;收容所村里;地址;管理人;連絡電話;收容人數;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東身心障礙者復康巴士服務,67291,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;承辦單位;連絡電話;傳真;電子郵件;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東二手輔具資源整合交換中心,67292,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,性質;主管機關;辦理單位;連絡電話;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東社區活動中心,67294,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;辦理單位;成立日期;連絡電話;傳真;地址;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東社會救助服務據點,67296,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;單位名稱;成立日期;承辦人;連絡電話;傳真;電子郵件;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東村里辦公室,67297,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;行政區分;里別名稱;里長姓名;服務電話;傳真;服務處地址;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東就業服務據點,67299,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;據點名稱;連絡電話;傳真;服務時間;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東AED設置場所,67300,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;辦理單位;設置地點;裝設位置(地址);擺放地點備註;設備來源;X坐標;Y坐標;最後更新時間,臺東縣政府
臺東衛生所,67302,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,性質;主管機關;辦理單位;單位名稱;連絡電話;傳真;電子郵件;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東兒童安置教養機構,67304,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,性質;主管機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;核准收托或安置人數;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東居家喘息服務提供單位,67307,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,性質;主管機關;辦理單位;連絡電話;傳真;電子郵件;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東戒毒機構,67317,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,性質;主管機關;辦理單位;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東身心障礙福利機構團體或庇護工廠,67319,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,性質;主管機關;辦理單位;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東老人活動中心,67321,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,性質;主管機關;辦理單位;連絡電話;傳真;電子郵件;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東無線網路佈建位址,67322,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;辦理單位;位址名稱;連絡電話;地址;熱區分類;無障礙設施;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東智慧機分布位置,67323,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;辦理單位;連絡電話;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東原住民文化健康站,67324,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,性質;主管機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;地址;相關網站;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東社區發展據點,67325,106年度臺東縣福利服務行動躍升計畫OpenData資料收集,主管機關;辦理單位;成立日期;立案文號;里事長;總幹事;協會名稱;服務項目;聯絡電話;傳真;協會地址;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
臺東縣最近5年地價稅稅源統計表-102年至106年,79095,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,臺東縣最近5年地價稅稅源統計表;,臺東縣稅務局
臺東縣最近5年土地增值稅稅源統計表-102年至106年,86190,臺東縣最近5年土地增值稅稅源統計表,年度別;稅種_自用住宅用地_筆數;稅種_自用住宅用地_面積;稅種_自用住宅用地_移轉現值;稅種_自用住宅用地_調整後原地價;稅種_自用住宅用地_改良土地費用;稅種_自用住宅用地_漲價總數額;稅種_自用住宅用地_長期持有減徵;稅種_自用住宅用地_查定稅額;稅種_自用住宅用地_增繳地價抵繳;稅種_自用住宅用地_重劃減徵;稅種_自用住宅用地_徵收減徵;稅種_自用住宅用地_其它減徵;稅種_自用住宅用地_應納稅額;稅種_一般用地_筆數;稅種_一般用地_面積;稅種_一般用地_移轉現值;稅種_一般用地_調整後原地價;稅種_一般用地_改良土地費用;稅種_一般用地_漲價總數額;稅種_一般用地_長期持有減徵;稅種_一般用地_查定稅額;稅種_一般用地_增繳地價抵繳;稅種_一般用地_重劃減徵;稅種_一般用地_徵收減徵;稅種_一般用地_其它減徵;稅種_一般用地_應納稅額;稅種_免稅用地_筆數;稅種_免稅用地_面積;稅種_免稅用地_移轉現值;稅種_免稅用地_調整後原地價;稅種_免稅用地_改良土地費用;稅種_免稅用地_漲價總數額;稅種_免稅用地_長期持有減徵;稅種_免稅用地_查定稅額;稅種_免稅用地_增繳地價抵繳;稅種_免稅用地_重劃減徵;稅種_免稅用地_徵收減徵;稅種_免稅用地_其它減徵;稅種_免稅用地_應納稅額;稅種_總計_筆數;稅種_總計_面積;稅種_總計_移轉現值;稅種_總計_調整後原地價;稅種_總計_改良土地費用;稅種_總計_漲價總數額;稅種_總計_長期持有減徵;稅種_總計_查定稅額;稅種_總計_增繳地價抵繳;稅種_總計_重劃減徵;稅種_總計_徵收減徵;稅種_總計_其它減徵;稅種_總計_應納稅額,臺東縣稅務局
臺東縣最近5年房屋稅綜合統計表(102年-106年),87303,臺東縣最近5年房屋稅綜合統計表(102年-106年),年度別;戶數合計;應稅總戶數;免稅總戶數;應稅總面積;免稅總面積;應稅總現值;免稅總現值;稅額合計;本稅;教育捐;,臺東縣稅務局
臺東縣最近5年契稅綜合統計表(102年-106年),87304,臺東縣最近5年契稅綜合統計表(102年-106年),年度別;應稅件數;免稅件數;應稅契價;免稅契價;應稅稅額;免稅稅額,臺東縣稅務局
臺東縣電動二輪車充電站明細,87911,提供台東縣電動二輪車充電站明細,,臺東縣環境保護局
臺東縣空氣品質手動測站監測數值,87913,測站名稱(測站名稱)、測站編號(測站編號)、總懸浮微粒(起訖時間)、天候(天候)、TSP(TSP)、PM10(PM10)、正己烷抽出物(正己烷抽出物)、氯鹽(氯鹽)、硝酸鹽(硝酸鹽)、硫酸鹽(硫酸鹽)、鉛)及落塵量(起訖時間)、數據(數據),SiteName;Siteld;Starting Date;End Date;Weather;TSP;PM10;n-Hexane;Cl-;NO3-;SO42-;Pb;Remark;Unit;Research Area;The Year of Sampling;Sampling Date (begin);Sample Date(end);The Time of Sampling( from begining to finishing);The Period of Sampling;The Location of Sampling;The Type of Samping<br>(Air/Mobile/Other);The Heihght of Samping<br>(meter);Smapling Organization/Academic Institution/<br>Location;Smapling Organization/Professor/<br>Sampling Organization;Sampling Filters/Pallflex Filters/Sampler 1;Sampling Filters/Mitex Membrane Filters/Sampler 2;Component Analysis Organization/PM2.5<br>Concentration/Academic Institution/<br>Location;Component Analysis Organization/PM2.5<br>Concentration/Professor/<br>Analysis Organization;Component Analysis Organization/Carbonaceous Contents/Academic Institution/<br>Location;Component Analysis Organization/Carbonaceous Contents/Professor/<br>Analysis Organization;Component Analysis Organization/Water-soluble ionic species/Academic Institution/<br>Location;Component Analysis Organization/Water-soluble ionic species/Professor/<br>Analysis Organization;PM2.5<br>Concentration<br>(?g/m3);Carbonaceous Contents(?g/m3)/OC;Carbonaceous Contents(?g/m3)/EC;Carbonaceous Contents(?g/m3)/TC;Water-SolubleIonic Species(?g/m3)/SO42-;Water-SolubleIonic Species(?g/m3)/NO3-;Water-SolubleIonic Species(?g/m3)/NH4+;Water-SolubleIonic Species(?g/m3)/K+;Water-SolubleIonic Species(?g/m3)/Ca2+;Water-SolubleIonic Species(?g/m3)/Mg2+;Water-SolubleIonic Species(?g/m3)/Na+;Water-SolubleIonic Species(?g/m3)/Cl-;Water-SolubleIonic Species(?g/m3)/F-;Water-SolubleIonic Species(?g/m3)/SUM;UNC<br>(?g/m3);The Year of Projects;The Title of Projects,臺東縣環境保護局
臺東縣河川水質季監測報告,87914,台東縣河川水質監測報告,,臺東縣環境保護局
臺東縣機車排氣檢驗站明細,87963,設於臺東縣機車排氣檢驗站明細,序;站號;定檢站;廠牌;電話;區號;地址,臺東縣環境保護局
臺東縣機動車輛排放空氣污染物檢查,87967,台東縣機動車輛(機車)排放空氣污染物檢查站,,臺東縣環境保護局
臺東縣土壤及地下水監測,87969,台東縣土壤及地下水監測資訊,,臺東縣環境保護局
臺東縣池上鄉公所公共債務情形(截至108年7月底止),88059,公告臺東縣池上鄉公所108年7月底前公共債務情形,截至108年7月底止，本所公共債務情形如下：;,臺東縣池上鄉公所
臺東縣公廁點位資訊,88097,台東縣公廁點位設置資訊,,臺東縣環境保護局
臺東縣環境用藥販賣業及病媒防治業,88098,臺東縣環境用藥販賣業者及病媒防治業,,臺東縣環境保護局
107年度臺東縣兒童及少年安置教養機構,92448,性質、主管機關、辦理單位、地址、連絡電話、成立日期、立案文號、負責人、..、最後更新時間,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;;govOrprivate;localGov;welfareOrganizer;welOrgestablishDate;welOrgappDocumentNo;welOrgprincipal;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y,臺東縣政府
107年度臺東縣早期療育服務通報轉介中心,92449,性質、主管機關、辦理單位、地址、連絡電話、成立日期、立案文號、負責人、..、最後更新時間,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;govOrprivate;localGov;welfareOrganizer;welOrgestablishDate;welOrgappDocumentNo;welOrgprincipal;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,臺東縣政府
107年度臺東縣兒童及少年福利服務中心,92450,性質、主管機關、辦理單位、地址、連絡電話、成立日期、立案文號、負責人、..、最後更新時間,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;;govOrprivate;localGov;welfareOrganizer;welOrgestablishDate;welOrgappDocumentNo;welOrgprincipal;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y,臺東縣政府
107年度臺東縣早期療育服務個案管理中心,92451,性質、主管機關、辦理單位、地址、連絡電話、成立日期、立案文號、負責人、..、最後更新時間,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;govOrprivate;localGov;welfareOrganizer;welOrgestablishDate;welOrgappDocumentNo;welOrgprincipal;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,臺東縣政府
107年度臺東縣身心障礙住宿機構,92452,性質、主管機關、辦理單位、地址、連絡電話、成立日期、立案文號、負責人、..、最後更新時間,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;核定服務人數_全日型住宿;核定服務人數_夜間型住宿;核定服務人數_日間照顧;核定服務人數_部分時制照顧;核定服務人數_總計;相關網址;X坐標;Y坐標;備註;最後更新時間;govOrprivate;localGov;welfareOrganizer;welOrgestablishDate;welOrgappDocumentNo;welOrgprincipal;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgresInsdisWholedayNo;welOrgresInsdisAtnightNo;welOrgresInsdisDuringdayNo;welOrgresInsdisParttimeNo;welOrgresInsdisApptotalNo;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,臺東縣政府
107年度臺東縣身心障礙福利服務中心,93704,107年度臺東縣福利服務行動躍升計畫-開放資料收集,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;govOrprivate;localGov;welfareOrganizer;welOrgestablishDate;welOrgappDocumentNo;welOrgprincipal;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,臺東縣政府
107年度臺東縣身心障礙福利日間照顧機構,93705,107年度臺東縣福利服務行動躍升計畫-開放資料收集,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;核定服務人數_全日型住宿人數;核定服務人數_夜間型住宿人數;核定服務人數_日間照顧人數;核定服務人數_部分時制照顧人數;核定服務人數_總計;相關網址;X坐標;Y坐標;備註;最後更新時間;govOrprivate;localGov;welfareOrganizer;welOrgestablishDate;welOrgappDocumentNo;welOrgprincipal;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgdaycareInsdisWholedayNo;welOrgdaycareInsdisAtnightNo;welOrgdaycareInsdisDuringdayNo;welOrgdaycareInsdisParttimeNo;welOrgdaycareInsdisApptotalNo;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,臺東縣政府
107年度臺東縣公私立協力托育資源中心,93706,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;辦理單位;成立日期;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welfareOrganizer;welOrgestablishDate;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,臺東縣政府
107年度臺東縣公私立協力及私立托嬰中心,93707,107年度臺東縣福利服務行動躍升計畫-開放資料收集,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;核定收托人數;相關網址;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
107年度臺東縣老人福利機構,93708,107年度臺東縣福利服務行動躍升計畫-開放資料收集,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;核定收容人數;收容對象_安養;收容對象_養護;收容對象_長照;收容對象_日照;收容對象_失智;收容對象_遊民;收容對象_其他;相關網址;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
107年度臺東縣老人文康、福利服務中心,93709,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;中心名稱;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welSercenterName;welOrgtelephoneNo;welOrgaddress;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,臺東縣政府
107年度臺東縣婦女福利服務中心,93710,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;中心名稱;辦理單位;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welSercenterName;welfareOrganizer;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,臺東縣政府
107年度臺東縣輔具服務機構,93711,107年度臺東縣福利服務行動躍升計畫-開放資料收集,性質;資源彙整機關;中心名稱;辦理單位;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;govOrprivate;localGov;welSercenterName;welfareOrganizer;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,臺東縣政府
107年度臺東縣日間照顧中心,93712,107年度臺東縣福利服務行動躍升計畫-開放資料收集,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;可服務人數;相關網址;X坐標;Y坐標;備註;最後更新時間;govOrprivate;localGov;welfareOrganizer;welOrgestablishDate;welOrgappDocumentNo;welOrgprincipal;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgbserviceNo;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,臺東縣政府
107年度臺東縣家庭暴力及性侵害防治中心,93713,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;中心名稱;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welSercenterName;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,臺東縣政府
107年度臺東縣社區照顧關懷據點,93714,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;辦理單位;成立日期;負責人;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間,臺東縣政府
107年度臺東縣家庭、社會福利服務中心,93715,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;辦理單位;成立日期;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welfareOrganizer;welOrgestablishDate;welOrgtelephoneNo;welOrgfaxNo;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,臺東縣政府
107年度臺東縣高風險家庭關懷輔導處遇服務據點,93716,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welfareOrganizer;welOrgestablishDate;welOrgappDocumentNo;welOrgprincipal;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,臺東縣政府
107年度臺東縣避難收容所位置及收容人數,93717,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;收容所編號;收容所名稱;收容所鄉鎮市區;收容所村里;地址;管理人;連絡電話;收容人數;X坐標;Y坐標;備註;最後更新時間;localGov;welOrgemeShetemAccID;welOrgemeShetemAccname;welOrgtownshipCitydistrict;welOrgvillage;welOrgaddress;welOrgemeShetemAccmanager;welOrgtelephoneNo;welOrgemeShetemAccNo;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,臺東縣政府
107年度臺東縣新住民家庭服務中心,93718,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;中心名稱;辦理單位;連絡電話;傳真;電子郵件;地址;服務區域;服務時間;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welSercenterName;welfareOrganizer;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgserviceArea;welOrgbusinessHours;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareRemarks;welfareLastupdate,臺東縣政府
107年度臺東縣實(食)物銀行,93719,107年度臺東縣福利服務行動躍升計畫-開放資料收集,資源彙整機關;辦理單位;連絡電話;傳真;電子郵件;地址;服務區域;服務時間;相關網址;X坐標;Y坐標;備註;最後更新時間;localGov;welfareOrganizer;welOrgtelephoneNo;welOrgfaxNo;welOrgemailAccount;welOrgaddress;welOrgserviceArea;welOrgbusinessHours;welOrgURL;welOrgaddressTwd97x;welOrgaddressTwd97y;welfareLastupdate,臺東縣政府
