資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
104年10月包裝容器抽驗結果彙整,81731,104年10月包裝容器抽驗結果彙整,序號;樣品名稱;抽驗廠商名稱;廠商地址;檢驗項目;檢驗結果;標準;處辦情形,臺中市政府衛生局
臺中市產銷履歷清冊,81732,臺中市產銷履歷業者清冊,作物類別;作物名稱;農業品經營業者名稱;經營業者代碼;農地縣市別;驗證面積;驗證機構;驗證到期日,臺中市政府農業局
107年臺中市政府1999進線統計表,81746,提供民眾查詢及了解本府1999話務中心各月進線統計數據資料,縣市別代碼;機關代碼;日期;進線總電話量;客服人員應答數;電話外撥數;電話處理總數;服務水準;平均通話時間;滿意度指標,臺中市政府研究發展考核委員會
臺中市主要犯罪場所－被害人,81756,臺中市各場所及各分區被害人數統計資料,類別;總計;總計1;住宅區;住宅區1;市街商店;市街商店1;特殊營業場所;特殊營業場所1;交通場所;交通場所1;機關文教衛生公益;機關文教衛生公益1;金融保險證券機構;金融保險證券機構1;工礦廠場及倉庫;金融保險證券機構2;工礦廠場及倉庫1;工礦廠場及倉庫2;其他;其他1,臺中市政府警察局
臺中市政府消防局各單位通訊錄,81993,臺中市政府消防局各單位通訊錄,單位;市話;傳真;縣市別代碼;地址-行政區域代碼;地址,臺中市政府消防局
臺中市政府警察局路口監視器,82214,臺中市政府警察局路口監視器,期別;年度;建置名稱;分局碼;分局;所別;路口;組數;攝影機,臺中市政府警察局
臺中市國小學區劃分表(105學年度),82241,臺中市國小學區劃分表(105學年度),編號;學校名稱;學區範圍_行政區;學區範圍_里鄰;校址;電話聯絡;備註,臺中市政府教育局
臺中市路口號誌箱,82304,臺中市號誌箱設置地點,行政區;號誌位置,臺中市政府交通局
臺中市106年度1-12月役男徵兵檢查體位判等因素分析統計表,82512,臺中市106年度1-12月役男徵兵檢查體位判等因素分析統計表,年;月;項次;病名;常備役暨常備役甲;常備役乙;替代役暨替代役甲;替代役乙;免役;體位未定;專科檢查,臺中市政府民政局
臺中市腸病毒重症責任醫院名冊,82539,臺中市腸病毒重症責任醫院名冊,醫療機構;區域;連絡電話;地址,臺中市政府衛生局
臺中市105年2月份十大易肇事路段(口),82671,臺中市105年2月份十大易肇事路段(口),編號;轄區分局;路口名稱;A1;A2件數;A2受傷;A3;肇事次數當量指標;發生時間;主要肇因,臺中市政府警察局
臺中市105年8月份十大易肇事路段(口),82677,臺中市105年8月份十大易肇事路段(口),編號;轄區分局;路口名稱;A1;A2件數;A2受傷;A3;肇事件數;發生時間;主要肇因,臺中市政府警察局
臺中市常備兵役男家屬104年安家費暨三節生活扶助金統計表,82685,臺中市常備兵役男家屬104年安家費暨三節生活扶助金統計表,役別;鄉鎮市區別;一次安家費甲級發給戶數;一次安家費甲級發給口數;一次安家費甲級金額;一次安家費乙級發給戶數;一次安家費乙級發給口數;一次安家費乙級金額;一次安家費丙級發給戶數;一次安家費丙級發給口數;一次安家費丙級金額;三節生活扶助金甲級發給戶數;三節生活扶助金甲級發給口數;三節生活扶助金甲級金額;三節生活扶助金乙級發給戶數;三節生活扶助金乙級發給口數;三節生活扶助金乙級金額;三節生活扶助金丙級發給戶數;三節生活扶助金丙級發給口數;三節生活扶助金丙級金額,臺中市政府民政局
臺中市政府觀光旅遊局103年度補助民間團體經費一覽表,82692,臺中市政府觀光旅遊局103年度補助民間團體經費一覽表,活動名稱;補助對象;活動日期;活動地點;核撥經費;年度剩餘經費;活動規模,臺中市政府觀光旅遊局
臺中市政府衛生局105年盛裝飲用水抽驗結果,82721,105年盛裝飲用水抽驗結果,序號;樣品名稱;抽驗廠商名稱;廠商地址;檢驗項目1;檢驗項目2;檢驗結果,臺中市政府衛生局
臺中市政府警察局100年1月份交通事故資料,82724,本局100年1月份交通事故資料,年;月;日;時;分;縣市;區;村里;鄰;街道;段;巷;弄;號;公尺處;街道2;段2;側;附近;事故類別,臺中市政府警察局
臺中市政府警察局100年2月份交通事故資料,82726,本局100年2月份交通事故資料,年;月;日;時;分;縣市;區;村里;鄰;街道;段;巷;弄;號;公尺處;街道2;段2;側;附近;事故類別,臺中市政府警察局
臺中市政府警察局100年3月份交通事故資料,82728,本局100年3月份交通事故資料,年;月;日;時;分;縣市;區;村里;鄰;街道;段;巷;弄;號;街道2;附近;事故類別,臺中市政府警察局
臺中市政府警察局100年4月份交通事故資料,82729,本局100年4月份交通事故資料,年;月;日;時;分;縣市;區;村里;鄰;街道;段;巷;弄;號;街道2;附近;事故類別,臺中市政府警察局
臺中市政府警察局100年5月份交通事故資料,82732,本局100年5月份交通事故資料,發生時間;事故類別;市;區;里;鄰;事故地點;鄰近;肇事逃逸;酒駕案件,臺中市政府警察局
臺中市老人文康、福利服務中心,82742,依據老人福利機構設立標準第2條所定老人福利機構之分類，涵蓋長期照顧機構及安養機構以外之其他老人福利機構。,資源彙整機關;中心名稱;連絡電話;傳真;電子郵件;地址;X坐標;Y坐標;相關網址;備註;最後更新時間;行政區,臺中市政府社會局
臺中市政府公共設施維護統計資訊,82808,臺中市政府公共設施維護統計資訊,單位-項目;道路坑洞修補-處;人手孔蓋下地數-座;民眾通報路面修復件數;自行巡查路面修復件數;四小時內路面緊急修復-處;路面方正切割修復-處;路面修復長度;路面修復面積;採孔蓋減量施工方式工程標案件數;採孔蓋減量施工方式新鋪道路總公里數;平整度檢驗已納入契件數;平整度檢驗驗收合格件數;行道樹新植株數;災修行道樹修剪株數;行道樹修剪株數;路燈新設盞數;路燈修復盞數;公園樹木修剪株數;災修公園樹木修剪株數;公園或園道照明新設盞數;公園或園道照明修復盞數;路樹倒塌;路樹移植;協助因人手孔蓋產生噪音之處理;協助因管線單位施工導致道路下陷之處理;協助因氣爆發生時之處理;協助因自來水管破裂時之處理;廣告招牌張貼於路燈桿之處理;公園遊憩設施修繕;公園廁所維護;公園運動設施修繕;其他,臺中市政府建設局
臺中市政府政風處暨所屬政風機構受理財產申報統計表,82815,臺中市政府政風處暨所屬政風機構年度受理財產申報統計，包含各機關年度受理定期申報、就到職申報、卸離職申報、代理或兼任申報及解除代理或解除兼任申報人數。,年度;定期申報;就到職申報;代理或兼任申報;卸離職申報;解除代理或兼任申報;合計,臺中市政府政風處
臺中市政府商業登記資訊系統-縣（市）商業登記家數與資本額統計表,82826,"臺中市政府商業登記資訊系統-縣（市）商業登記家數與資本額統計表 鄉鎮別,A農林漁牧業,B礦業及土石採取業,C製造業,D電力及燃氣供應業 E用水供應及污染整治業,F營造業,G批發及零售業,H運輸及倉儲業 I住宿及餐飲業,J資訊及通訊傳播業,K金融及保險業,L不動產業 M專業、科學及技術服務業,N支援服務業,O公共行政及國防；強制性社會安全 P教育服務業,Q醫療保健及社會服務業,R藝術、娛樂及休閒服務業 S其他服務業",行政區;行號;A農林漁牧業;B礦業及土石採取業;C製造業;D電力及燃氣供應業;E用水供應及污染整治業;F營造業;G批發及零售業;H運輸及倉儲業;I住宿及餐飲業;J資訊及通訊傳播業;K金融及保險業;L不動產業;M專業及科學及技術服務業;N支援服務業;O公共行政及國防或強制性社會安全;P教育服務業;Q醫療保健及社會服務業;R藝術及娛樂及休閒服務業;S其他服務業,臺中市政府經濟發展局
臺中市洗掃街作業資料,82832,洗掃街洗掃長度、用水等資訊,年月;洗街長度;洗街用水量;洗街TSP削減量;洗街PM10削減量,臺中市政府環境保護局
臺中市視覺障礙者生活重建服務單位,82836,提供視覺障礙者生活重建規劃、輔導或諮詢服務之單位。,資源彙整機關;中心名稱;辦理單位;連絡電話;傳真;電子郵件;地址;X坐標;Y坐標;相關網址;備註;最後更新時間;行政區;服務時間;服務內容,臺中市政府社會局
臺中市轄內液化石油氣販賣場所清冊,82881,販賣者商號名稱、縣市別代碼、地址、負責人、電話號碼,販賣者商號名稱;縣市別代碼;地址;負責人;電話號碼,臺中市政府經濟發展局
臺中市政府消防局105年度下半年物資捐贈及現金捐款芳名冊,82884,有關捐贈物資或金錢予臺中市政府消防局之資料,編號;受贈科室;捐贈機關或人士;物資名稱;捐贈日期;物資金額_時價;收據編號;物資財產登錄;物資使用單位;捐贈用途及使用情形說明,臺中市政府消防局
臺中市政府公報(API),83550,本資料集收錄本府發行之公報，並採API方式即時提供資料，惟為符合「個人資料保護法」之規範，爰未開放101年10月1日前之公報檔案下載。,gid;gazette;issue_date;create_time;uri;enabled;gvid;giid;volume;issue,臺中市政府秘書處
臺中市政府全球資訊中文網市政新聞,83551,臺中市政府全球資訊中文網市政新聞，可自行更新日期參數以取用日期區間資料,title;content;contact;contactPhone;mainImage;relatedLink;attachment;images;attribute;citySort;postDate;publishDate;unpubilshDate;memo,臺中市政府研究發展考核委員會
臺中市人力資源求才職缺明細表,83552,臺中市就業服務處提供之大臺中人力資源網求才職缺明細表,CompanyName;JobDesc;HireSum;RealCity;RealAddr,臺中市政府勞工局
臺中市飲用水水質檢驗資料,83553,臺中市飲用水水質檢驗資料,檢驗結果;資料連結,臺中市政府環境保護局
臺中市各區出生死亡統計,83556,臺中市各區出生死亡統計， 須查各年度資料可於網址year後下參數(民國年)， 須查各年度資料可於網址Month後下參數(月份)， 例如：Year=105&Month=01，則是查105年1月份資料。 網址：http://demographics.taichung.gov.tw/Demographic/WebService/APIReport07.aspx?Year=105&Month=01,區別;里別;出生_計;出生_男;出生_女;出生_去年同期人數;死亡_計;死亡_男;死亡_女;死亡_去年同期人數,臺中市政府民政局
特殊教育資源中心,83557,特殊教育資源中心,名稱;電話;地址,臺中市政府教育局
臺中市垃圾及資源回收車動態資訊,83558,本市自縣市合併以來，轄區遼闊共包含27區清潔隊，為提供市民即時查詢垃圾清潔車位置及設定到清運點前之主動提醒服務，並有效管理車輛動態，本計畫擬運用全球衛星定位系統、無線通訊及地理資訊系統等科技，將車輛、人員、路線、清運狀況等相關資料及其即時訊息，整合建置於「清潔車即時衛星定位便民查詢及管理系統」中，以提升為民服務品質及車輛動態管理效率之目標，本服務主要提供清潔車及資源回收車動態資訊，包含清運點編號、車牌號碼、回傳時間及回傳地點。,lineid;car;time;location;X;Y,臺中市政府環境保護局
臺中市特定寵物業者名冊,83559,臺中市合法立案之特定寵物業者名冊,animalID;title;approvedProject;commission;feedingNumber;address;phone;citySort;postDate,臺中市政府農業局
臺中市建物_TWD67,83570,"原臺中市現場地面測量,twd67",ID;圖名代碼;房屋型態碼;房屋結構碼;建物樓層數;更新年度;備註;值;TxtMemo,臺中市政府都市發展局
臺中市105年6月份十大易肇事路段(口),83573,臺中市105年6月份十大易肇事路段(口),編號;轄區分局;路口名稱;A1;A2件數;A2受傷;A3;總件數;發生時間;主要肇因,臺中市政府警察局
臺中市政府警察局105年2月份交通事故資料,83577,臺中市政府警察局105年2月份交通事故資料,發生時間;事故類別;市;區;里;鄰;事故地點;鄰近;肇事逃逸;酒駕案件,臺中市政府警察局
臺中市輔具服務單位,83579,提供中央及地方輔具中心服務據點資訊。,性質;資源彙整機關;中心名稱;辦理單位;連絡電話;傳真;電子郵件;地址;行政區;X坐標;Y坐標;相關網址;備註;最後更新時間;負責人;聯絡人;簡介;服務對象;立案核准設立日期;是否立案;立案文號;服務時間,臺中市政府社會局
臺中市機車排氣檢驗站名冊,83582,臺中市轄內機車排氣檢驗站之站名與檢驗站地址相關資料,檢驗站站號;檢驗站站名;檢驗站地址;檢驗站市話,臺中市政府環境保護局
臺中市104年10-12月役男徵兵檢查人數統計表,83584,臺中市104年10-12月役男徵兵檢查人數統計表,年;月;人數<br>年次;判定體位：檢查人數;判定體位：常備役體位暨常甲;判定體位：常備役乙等;判定體位：替代役體位暨替甲;判定體位：替代役乙等;判定體位：免役體位;判定體位：體位未定;判定體位：專科檢查;身心障礙書面審核;役男體檢住所檢查;役男體檢重點檢查;重大傷病書面審核;未受檢查：在學緩徵;未受檢查：報考大專;未受檢查：現役軍警;未受檢查：因案緩徵;未受檢查：出境;未受檢查：僑民 役男;未受檢查：其他,臺中市政府民政局
108年臺中市建築師開業家數及人數,83585,臺中市建築師開業家數及人數,說明;總計;男;女,臺中市政府都市發展局
臺中市梨山(松茂地區))都市計畫區一千分之一地形圖_TWD97,83586,約2007年地測,cad檔案無欄位,臺中市政府都市發展局
臺中市政府近5年歲入預算結構表,83587,含2016-2020年歲入預算資料,項目;2016年金額;2016年比率;2017年金額;2017年比率;2018年金額;2018年比率;2019年金額;2019年比率;2020年金額;2020年比率,臺中市政府財政局
臺中市105年5月份十大易肇事路段(口),83588,臺中市105年5月份十大易肇事路段(口),編號;轄區分局;路口名稱;A1;A2件數;A2受傷;A3;肇事件數;發生時間;主要肇因,臺中市政府警察局
臺中市各區各里簡易疏散避難圖,83589,臺中市各區各里簡易疏散避難圖,區別;里別;連結網址;圖資來源,臺中市政府消防局
臺中市政府警察局100年6月份交通事故資料,83592,本局100年6月份交通事故資料,年;月;日;時;分;縣市;區;村里;鄰;街道;段;巷;弄;號;街道2;附近;事故類別,臺中市政府警察局
臺中市106年7月份十大易肇事路段(口),83593,臺中市106年7月份十大易肇事路段(口),編號;轄區分局;路口名稱;A1;A2件數;A2受傷;A3;肇事件數;肇事熱時;主要肇因,臺中市政府警察局
台中市105年1-12月役男徵兵檢查BMI值統計表,83597,台中市105年1-12月役男徵兵檢查BMI值統計表,年;月;BMI值體位;人數,臺中市政府民政局
臺中市政府警察局106年7月份交通事故資料,83599,臺中市政府警察局106年7月份交通事故資料,年;月;日;時;分;縣市;區;死;受傷;2-30;天候;光線;道路類別;速限;道路型態;事故位置;路面鋪裝;路面狀態;路面缺陷;障礙物;視距;號誌種類;號誌動作;分向設施;快車道或一般車道間;快慢車道間;路面邊線;事故類型及型態;主要肇因;受傷程度;主要傷處;保護裝備;行動電話;當事者區分_類別;車輛用途;當事者行動狀態;駕駛資格情形;駕駛執照種類;飲酒情形;車輛撞擊部位最初;車輛撞擊部位其他;肇事因素個別;肇事因素主要;肇事逃逸;職業;旅次目的;車種;GPS座標緯度;GPS座標經度,臺中市政府警察局
臺中市身障車位,83600,提供臺中市中區、東區、南區、西區、北區、西屯區、南屯區、北屯區、大里區、太平區、沙鹿區及神崗區之路邊身障停車格位資料，包含行政區、路段、起段起訖、格位類型、經度、緯度,行政區;路名;起訖路名;車型類別;經度;緯度,臺中市政府交通局
臺中市105年1-12月役男申請複檢案件統計,83601,臺中市105年1-12月役男申請複檢案件統計,機關代碼;縣市別代碼;年;月;複檢醫院;公費人數;自費人數,臺中市政府民政局
臺中市政府警察局106年11月份交通事故資料,83604,本局106年11月份交通事故逐案細部資料,年;月;日;時;分;縣市;區;死;受傷;2-30;天候;光線;道路類別;速限;道路型態;事故位置;路面鋪裝;路面狀態;路面缺陷;障礙物;視距;號誌種類;號誌動作;分向設施;快車道或一般車道間;快慢車道間;路面邊線;事故類型及型態;主要肇因;受傷程度;主要傷處;保護裝備;行動電話;當事者區分_類別;車輛用途;當事者行動狀態;駕駛資格情形;駕駛執照種類;飲酒情形;車輛撞擊部位最初;車輛撞擊部位其他;肇事因素個別;肇事因素主要;肇事逃逸;職業;旅次目的;車種;GPS座標緯度;GPS座標經度,臺中市政府警察局
臺中市水塔蓄水池合格之業者,83605,自來水公司輔導臺中優良清洗水池、水塔業者名冊,廠商名稱;服務電話;地址,臺中市政府環境保護局
臺中市自行車專用道,83608,臺中轄區內自行車專用道,編號;縣市別代碼;自行車道名稱;公里數,臺中市政府觀光旅遊局
臺中市農會資料,83609,臺中市農會資料,編號;縣市別代碼;單位名稱;郵遞區號;地址;經度;緯度;電話;機關代碼,臺中市政府農業局
臺中市政府警察局106年8月份交通事故資料,83612,臺中市政府警察局106年8月份交通事故資料,年;月;日;時;分;縣市;區;死;受傷;2-30;天候;光線;道路類別;速限;道路型態;事故位置;路面鋪裝;路面狀態;路面缺陷;障礙物;視距;號誌種類;號誌動作;分向設施;快車道或一般車道間;快慢車道間;路面邊線;事故類型及型態;主要肇因;受傷程度;主要傷處;保護裝備;行動電話;當事者區分_類別;車輛用途;當事者行動狀態;駕駛資格情形;駕駛執照種類;飲酒情形;車輛撞擊部位最初;車輛撞擊部位其他;肇事因素個別;肇事因素主要;肇事逃逸;職業;旅次目的;車種;GPS座標緯度;GPS座標經度,臺中市政府警察局
臺中市68家醫院,83613,提供臺中市68家醫院資訊,序號;醫院;地址;電話,臺中市政府衛生局
臺中市受保護樹木公告清單,83615,臺中市受保護樹木公告清單,行政區;序號;樹木編號;樹種;地段;地號,臺中市政府農業局
臺中市災情案件資料,83616,臺中市災情案件資料,案件編號;發生時間;災情類別;相近地點;災情描述;權責單位;通報來源,臺中市政府消防局
臺中市新生兒聽力篩檢(初篩)醫療院所,83617,提供臺中市新生兒聽力篩檢(初篩)醫療院所資訊,編號;醫療院所名稱;郵遞區號;地址,臺中市政府衛生局
臺中市固定污染源空氣污染物連續自動監測設施(CEMS)監測數據資料_即時監測數據,83618,為供一般民眾查詢CEMS連線數據，共同監督轄內重大污染源，本市業於93年建置CEMS資訊系統，並於局網中建置聯結，供一般民眾進行查詢。104年起配合政府資訊公開政策，進行系統更新，針對列管工廠資訊、監測項目列表、即時數據及歷史數據，提供「JSON」數據格式，便利公開界接使用。,CNO;CNAME;POLNO;ITEM;M_TIME;M_VAL;CODE2;M_DATE,臺中市政府環境保護局
臺中市執業獸醫師(佐)清冊,83621,臺中市執業獸醫師(佐)清冊,機關代碼;醫院名稱;開業證號;縣市別代碼;地址-行政區域代碼;醫院地址;市話;急診服務,臺中市政府農業局
臺中市車輛行車事故鑑定案件分類統計表,83623,臺中市車輛行車事故鑑定案件分類統計表100年至107年,年份;月份;民眾申請;司法機關囑託;總收案件,臺中市政府交通局
臺中市健行步道,83636,臺中轄區內健行步道,編號;縣市別代碼;區域;行政區域代碼;登山步道名稱;步道分類;步道等級;附屬設施;管理維護單位;長度公里,臺中市政府觀光旅遊局
臺中市合法民宿,83638,臺中轄區內合法民宿,民宿登記證編號;中文名稱;縣市別代碼;郵遞區號;地址;電話或手機;網址,臺中市政府觀光旅遊局
臺中市觀光旅館,83639,臺中市觀光旅館,編號;類別;旅宿名稱;縣市;鄉鎮;地址;房間數,臺中市政府觀光旅遊局
臺中市旅遊服務中心聯絡資料,83640,臺中市旅遊服務中心聯絡資料,名稱;電話;位置;地址;開放時間,臺中市政府觀光旅遊局
臺中市危險水域,83641,臺中市危險水域,水域;行政區;主要危險水域地點;水域主管機關,臺中市政府觀光旅遊局
臺中市低碳旅館,83642,臺中市低碳旅館,序號;縣市別代碼;名稱;通過年度;證書有效期限,臺中市政府觀光旅遊局
臺中市領有溫泉標章之溫泉使用事業,83643,臺中市領有溫泉標章之溫泉使用事業,標章號;經營名稱;縣市別代碼;溫泉地區;行政區域代碼;標章起始日;標章到期日,臺中市政府觀光旅遊局
臺中市好客民宿資料,83645,臺中市好客民宿資料,民宿登記證編號;中文名稱;縣市別代碼;郵遞區號;地址;電話或手機,臺中市政府觀光旅遊局
臺中市星級旅館資料,83646,臺中市星級旅館資料,編號;旅宿名稱;縣市別代碼;地址;房間數,臺中市政府觀光旅遊局
臺中市各區衛生所聯絡資訊,83647,臺中市各區衛生所聯絡資訊，包含地址、電話、傳真、網站網址,衛生所名稱;縣市別代碼;郵遞區號;辦公室地址;電話;傳真,臺中市政府衛生局
臺中市母嬰親善醫療院所名單,83649,母嬰親善醫療院所名單,區別;院所名稱,臺中市政府衛生局
臺中市哺集乳室資訊,83651,臺中市哺集乳室資訊,資源彙整機關;鄉鎮市區;辦理單位;地址;服務時間;設施設備與注意事項;X坐標;Y坐標;備註;最後更新時間;連絡電話,臺中市政府衛生局
臺中市身心障礙餐飲服務提供單位,83652,提供身心障礙餐飲服務單位(如送餐服務) 。,資源彙整機關;辦理單位;連絡電話;傳真;電子郵件;地址;X坐標;Y坐標;服務區域;相關網址;備註;最後更新時間;服務時間;會址;行政區,臺中市政府社會局
臺中市市立國中各校男女生人數統計,83655,臺中市市立國中各校男女生人數統計,,臺中市政府教育局
臺中市各國小校園開放時間(105學年度),83656,臺中市各國小校園開放時間(105學年度),區別;學校名稱;項目題目;延長開放至10時;延長開放9-10點;延長開放8-9時;延長開放7-8點;未延長;上課日;國定假日及例假日;寒假及暑假;無法調整開放的理由_已配合調整請填0,臺中市政府教育局
臺中市國小學區劃分表(103學年度),83659,臺中市國小學區劃分表(103學年度),編號;學校名稱;學區範圍_行政區;學區範圍_里鄰;校址;電話聯絡;備註,臺中市政府教育局
臺中市國小學區劃分表(104學年度),83660,臺中市國小學區劃分表(104學年度),編號;學校名稱;學區範圍_行政區;學區範圍_里鄰;校址;電話聯絡;備註,臺中市政府教育局
臺中市106學年度國民中學學區劃分表,83664,國中學區劃分表,編號;學校名稱;學區範圍_行政區;學區範圍_里鄰;校址;電話聯絡,臺中市政府教育局
臺中市社區大學聯絡資訊,83665,臺中市社區大學聯絡資訊,社區大學名稱;地址;電話;行動教室區域;網址,臺中市政府教育局
105學年度臺中市立國民中學班級數核定表,83666,本市國民中學各年級學生數,編號;校名;普通班學生數_104學年度一年級;普通班學生數_104學年度二年級;普通班學生數_104學年度三年級;普通班學生數_104學年度合計;普通班班級數_104學年度一年級;普通班班級數_104學年度二年級;普通班班級數_104學年度三年級;普通班班級數_104學年度合計;普通班學生數_105學年度一年級;普通班學生數_105學年度特殊生酌減數;普通班班級數_105學年度一年級;普通班班級數_105學年度二年級;普通班班級數_105學年度三年級;普通班班級數_105學年度合計;較上一學年度普通班增減數;中介教育資源式中途班;體育班;藝術才能班;特殊班_身心障礙類;特殊班_資賦優異類;總班級數;普通班總人數;一年級每班人數;二年級每班人數;三年級每班人數,臺中市政府教育局
臺中市公立幼兒園名冊,83667,臺中市公立幼兒園名冊,編號;行政區;幼兒園名稱;幼兒園電話;幼兒園住址;核定總招收人數,臺中市政府教育局
臺中市私立幼兒園名冊,83668,臺中市私立幼兒園名冊,編號;鄉鎮;幼兒園名稱;幼兒園電話;幼兒園住址;核定總招收人數,臺中市政府教育局
臺中市公私協力及私立托嬰中心,83669,依據兒童及少年福利與權益保障法第23條及第75條辦理公私協力及私立托嬰中心，提供0-2歲兒童托育服務。,F1;性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;行政區;X坐標;Y坐標;核定收托人數;相關網址;備註;最後更新時間;郵遞區號;簡介;服務對象;服務時間;評鑑結果104年;評鑑結果105年;評鑑結果107年;評鑑結果108年;評鑑結果109年;準公共化托嬰中心;收費標準;近2年稽查日期;近2年缺失次數;複查日期;近1次稽查結果,臺中市政府社會局
臺中市身心障礙福利機構兼辦早療療育,83670,提供本市從事早期兒童療育服務單位基本資料,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;聯絡人;連絡電話;傳真;電子郵件;地址;X坐標;Y坐標;服務時間;相關網址;備註;最後更新時間;行政區;簡介;服務對象;立案核准設立日期;是否立案;容納人數;機構類型,臺中市政府社會局
臺中市公私協力托育資源中心,83671,依據「公私協力托育資源中心推廣及服務品質提升計畫」辦理公私協力托育資源中心。,資源彙整機關;辦理單位;成立日期;連絡電話;傳真;電子郵件;地址;X坐標;Y坐標;相關網址;備註;最後更新時間;行政區;性質,臺中市政府社會局
臺中市早期療育服務個案管理中心,83673,依據兒童及少年福利與權益保障法第4條、第23條及第32條提供發展遲緩兒童個案管理服務。,性質;資源彙整機關;辦理單位;成立日期;立案文號;負責人;連絡電話;傳真;電子郵件;地址;行政區;X坐標;Y坐標;相關網址;備註;最後更新時間;服務時間;服務區;中心名稱;聯絡人,臺中市政府社會局
107年替代役申請人數統計表,83674,107年指定役別甄選及82年次以前全面轉服替代役統計資料,鄉鎮市區;一般資格;家庭資格;宗教資格;專長資格;志工資格;研發及產業訓儲;當年次,臺中市政府民政局
