資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
新竹市政府最新債務訊息,67486,每月10日公告前1個月債務資訊,項目;一年以上債務未償餘額;短期債務未償餘額;平均每人負擔債務;自償性債務未償餘額,財政處
新竹市反毒資訊區,67488,提供毒品相關事項，如藥癮醫療求助、關懷藥癮個案、戒治醫療院所、民間戒毒機構等資訊。,項目名稱;單位名稱;電話;地址;備註,新竹市衛生局
新竹市警察機關資料,67489,新竹市警察局及所屬分局、派出所資料一覽表,單位;郵遞區號;地址;電話;X軸座標;Y軸座標,新竹市警察局
新竹市錄影監視系統設置地點,67490,新竹市錄影監視系統設置地點,新竹市錄影監視系統設置地點,新竹市警察局
新竹市違規自動照相固定桿設置地點,67491,新竹市違規自動照相固定桿設置地點,編號;違規地點;_x0038_月,新竹市警察局
新竹市固定桿違規舉發統計,67492,新竹市固定桿違規舉發統計,編號;違規地點;7月份違規數,新竹市警察局
新竹市警察局每月交通事故統計,67494,新竹市警察局每月各類交通事故發生與傷亡統計,年度;月份;A1件數;A1死亡;A1受傷;A2件數;A2受傷;A3件數,新竹市警察局
新竹市拖吊場保管場資訊,67495,拖吊場地址、電話、服務時間資訊,拖吊場名稱;地址;緯度;經度;電話;服務時間,新竹市警察局
新竹市民眾繳稅管道利用情形,67496,新竹市民眾繳稅管道利用情形(99年~108年),年度;自動櫃員機;網際網路;電話語音;便利商店;晶片金融卡;信用卡;臨櫃,新竹市稅務局
新竹市各年度地方稅實徵情況,67497,新竹市各年度地方稅實徵情況(單位：新臺幣千元，土地增值稅實徵數含上繳中央20%在內),年度;地價稅;土地增值稅;房屋稅;使用牌照稅;契稅;印花稅;娛樂稅,新竹市稅務局
新竹市最近6年土地增值稅稅源統計表,67498,提供最近6年土地增值稅資料(單位：平方公尺、新臺幣元),年度別;稅種;筆數;面積;移轉現值;調整後原地價;改良土地費用;漲價總數額;長期持有減徵;查定稅額;增繳地價抵繳;重劃減徵;徵收減徵;其他減徵;應納稅額,新竹市稅務局
新竹市最近6年契稅綜合統計表,67499,單位：件；新臺幣元,年度別;應稅件數;免稅件數;應稅契價;免稅契價;應稅稅額;免稅稅額,新竹市稅務局
新竹市地價稅稅源統計表,67500,提供新竹市各種用地地價稅查定資料,年度別;總計戶數;總計面積;總計地價;總計查定稅額;一般用地戶數;一般用地面積;一般用地地價;一般用地查定稅額;自用住宅用地戶數;自用住宅用地面積;自用住宅用地地價;自用住宅用地查定稅額;勞工宿舍用地戶數;勞工宿舍用地面積;勞工宿舍用地地價;勞工宿舍用地查定稅額;事業直接使用土地戶數;事業直接使用土地面積;事業直接使用土地地價;事業直接使用土地查定稅額...,新竹市稅務局
新竹市最近6年房屋稅綜合統計表,67501,新竹市最近6年房屋稅綜合統計表查詢,年度別;合計戶數;應稅戶數;免稅戶數;應稅面積;免稅面積;應稅現值;免稅現值;合計稅額;本稅稅額,新竹市政府
新竹市不動產實價登錄資訊-租賃案件,67503,新竹市不動產實價登錄資訊-租賃案件實價登錄資料,鄉鎮市區;交易標的;土地區段位置/建物區段門牌;土地租賃總面積[平方公尺];使用分區或編定;非都市土地使用分區;非都市土地使用地;交易年月;交易筆棟數;移轉層次;總樓層數;建物型態;主要用途;主要建材;建築完成年月;現況格局-房;現況格局-廳;現況格局-衛;現況格局-隔間;有無管理組織;月租[元];單價[元/平方公尺];車位類別;車位租賃總面積[平方公...,地政處
新竹市不動產實價登錄資訊-預售屋案件,67504,新竹市不動產實價登錄資訊-預售屋案件實價登錄資料,鄉鎮市區;交易標的;土地區段位置/建物區段門牌;土地移轉總面積[平方公尺];使用分區或編定;非都市土地使用分區;非都市土地使用地;交易年月;交易筆棟數;移轉層次;總樓層數;建物型態;主要用途;主要建材;建物移轉總面積[平方公尺];現況格局-房;現況格局-廳;現況格局-衛;現況格局-隔間;有無管理組織;總價[元];單價[元/平方公尺];車位類別;車位移轉...,地政處
新竹市公告現值及公告地價清單,67505,提供最新新竹市公告現值及公告地價清單,地段名;地號;公告現值;公告地價;107107年公告現值及公告地價清單按照地段地號列表,地政處
新竹市污水下水道用戶接管率,67506,提供新竹市污水下水道用戶接管戶數,新竹市總人口數;新竹市總戶數;污水下水道用戶接管戶數;接管率;備註年月份;戶量;接管率_x005B__x0025__x005D_;備註,工務處
新竹市立動物園門票收入及入園人數統計表,67507,各年度動物園門票收入及入園人數統計表,年度;月份;3D收入;門票款;收入;悠遊卡收入;3D門票;人數;現金買票人數;悠遊卡刷卡人數;當年度合計購票入園人數;當年度累計購票入園人數,新竹市立動物園
新竹市政府網路申辦項目清單,67513,新竹市政府網路申辦項目相關資料，含受理網路申辦項目之機關(單位)、申辦項目,承辦單位名稱;申辦項目;主題生活,行政處
新竹市政府1999服務專線來電總數統計表,67514,新竹市政府1999服務專線每月來電總數,年;月;來電總數年;來電總數,行政處
新竹市政府1999服務專線熱門問答點閱數統計表,67515,新竹市政府1999服務專線熱門問答點閱數排名,年度;月份;排名;知識標題;點閱次數,行政處
新竹市政府免費無線上網熱點地點資訊,67516,"提供本市 iHsinchu 免費無線上網熱點地點資訊,方便大家利用.",序號;熱點名稱;地址;備註序號;緯度;經度;備註,行政處
新竹市電影院名冊,67517,新竹市電影院名冊,序號;電影院名稱;電話;地址;樓層;廳數,行政處
新竹市轄內有線廣播電視系統,67519,新竹市轄內有線廣播電視系統經營者資料,序號;業者名稱;營業範圍;營業住址;電話;傳真;公司網址,行政處
各年度交通安全宣導工作執行計畫表,67520,院頒「道路交通秩序與交通安全改進方案」各年度工作執行計畫表,機關別;項次;項目;宣導主題;託播對象/承辦廠商;宣傳期間;播出/刊登數量;經費;計畫編號,行政處
新竹市政府對民間團體補(捐)助經費明細表,67524,新竹市政府對民間團體補(捐)助經費明細表,年度;工作計畫科目名稱;補助事項或用途;補助對象;主辦機關;累計撥付金額[千元];有無涉及財物或勞務採購;處理方式[如未涉及採購則毋須填列，如採公開招標，請填列得標廠商];屬除外規定之民間團體;非除外規定之民間團體,主計處
新竹市公立納骨堂清冊,67525,新竹市公立納骨堂清冊可供查詢資料欄位有殯葬設施名稱連絡電話傳真地址,殯葬設施名稱,民政處
新竹市私立納骨塔清冊,67526,新竹市私立納骨堂清冊可供查詢資料欄位有殯葬設施名稱連絡電話傳真地址,編號;殯葬設施名稱;經營公司登記名稱;現任負責人;連絡電話;傳真;地址,民政處
新竹市合法殯葬業,67527,新竹市政府許可備查合法殯葬業者名冊可供查詢資料欄位有殯葬業者名稱負責人統一編號 許可狀態營業住址電話鄉鎮市區別,編號;殯葬業者名稱;負責人;統一編號;許可狀態;營業住址;聯絡電話1;鄉鎮市區別,新竹市政府
臺閩地區役政單位連絡、傳真電話一覽表,67528,臺閩地區役政單位連絡、傳真電話一覽表,臺閩地區役政單位連絡;傳真電話一覽表,新竹市政府
新兵入營訓練中心,67529,新兵入營訓練中心,國防部暨所屬新訓單位駐地郵政信箱聯絡電話一覽表,新竹市政府
新竹市各里集會所,67530,里集會所名稱、管理單位、聯絡人電話、集會所地址、緯度、經度、圖片URL,序號;里集會所名稱;管理單位;聯絡人;聯絡電話;集會所地址;緯度;經度;圖片URL,民政處
新竹市人口統計表,67531,提供新竹市各區里鄰數、戶數、性別、人口數、遷出入人數、出生人數、死亡人數、結離婚對數及原住民人數,年月;區域別;里數;鄰數;戶數;性別;人口數;遷入人數;遷出人數;出生人數;死亡人數;結婚對數;離婚對數;平地原住民;山地原住民,民政處
新竹市寺廟名冊,67532,新竹市寺廟名冊可供查詢資料欄位有寺廟名稱主祀神像教別建別組織型態寺廟所在地寺廟電話,新竹市寺廟名冊可供查詢資料欄位有寺廟名稱主祀神像教別組織型態寺廟所在地寺廟電話,新竹市政府
新竹市教會堂名冊,67533,編號新竹市教會堂名冊可供查詢資料欄位有教會堂名稱董事長主事務所地址電話設立許可日期,編號新竹市教會堂名冊可供查詢資料欄位有教會堂名稱董事長主事務所地址電話設立許可日期,新竹市政府
新竹市里長名冊,67534,屆別、姓名、職稱、性別、區別、里別、通訊地址、市內電話、行動電話,屆別，性別，職稱，性別，區別，里別，通訊地址，市內電話，行動電話,民政處
新竹市鄰長名冊,67535,屆次，區別，鄰別，鄰長姓名,屆次，區別，里別，鄰別，姓名,民政處
新竹市觀光工廠,67536,新竹市觀光工廠相關資訊,工廠名稱;負責人;地址;聯絡電話;網站,產業發展處
新竹市創意風格產業店家名冊,67537,新竹市創意風格產業店家名冊,序號;店家名稱;電話;地址;緯度;經度;營業中,產業發展處
新竹市工廠廠商名冊,67538,提供本市工廠廠商名冊查詢,序號;工廠名稱;工廠地址;負責人;產業類別新竹市工廠廠商名冊,產業發展處
新竹市各市場名冊,67539,新竹市公有市場，委外經營市場資料。,鄉鎮市區 市集名稱 經營方式 地址,產業發展處
新竹市攤販市集清冊,67541,新竹市各攤集區,鄉鎮市區 市集名稱 經營方式 地址,產業發展處
新竹市受保護樹木,67542,新竹市受保護樹木清冊,編號　樹種　里別　座落地點　推估年齡;　樹圍; 樹高;　GPS,產業發展處
新竹市漁業單位聯絡資訊,67543,為利漁業事務聯絡 建立聯絡資訊,序號;單位;住址;聯絡電話,新竹市政府
新竹市濱海野生動物保護區,67544,野生動物保護區,界址點號;橫座標（X）;縱座標（Y）,產業發展處
新竹市商業名冊,67545,提供本市商業名冊查詢,統一編號;商業名稱;商業地址;營業項目;負責人,產業發展處
新竹市人工魚礁禁漁區經緯度,67546,新竹市人工魚礁禁漁區經緯度,縣市別;禁漁區名稱;中心位置;經緯度;平均水深;公告時間;範圍;座標系統,新竹市政府
新竹市自來水管承裝商,67547,新竹市自來水管承裝商相關資訊,序號;承裝商名稱;等級;負責人;許可證字號;狀態;營業地址,產業發展處
新竹市電器承裝商,67549,新竹市電器承裝商相關資訊,序號;登記證字號;公司行號名稱;等級;營業地址;負責人;登記核准日期;現況,產業發展處
新竹市加油(氣)站,67550,新竹市加油(氣)站相關資訊,編號;加油站名;公司主體;區域;住址;營業時間,新竹市政府
新竹市家庭教育中心服務內容,67551,新竹市家庭教育中心各項資源服務,服務項目;主題;詳細內容,新竹市家庭教育中心
新竹市家庭教育中心諮詢專線值班表,67552,家庭教育諮詢專線值班表，依實際狀況不定期更新。,服務時間;時段;開放日;4128185專線值班志工老師,新竹市家庭教育中心
新竹市酒製造業者明細表,67553,揭露新竹市酒製造業者等相關資料，俾供消費者洽詢或申訴等事宜，以維護其權益。,製造業者名稱;統一編號;負責人;總機構所在地;聯絡電話;產品種類;執照起始日期;製酒執照號碼,財政處
新竹市市有財產總目錄,67554,提供108年市有財產總值資料(依據108年度決算數編製),分類項目;筆;數;面積;金額;價值百分比,財政處
新竹市幼兒園名錄,67555,新竹市幼兒園名錄,編號;學年度;學期;鄉鎮;設立別;幼兒園名稱;核准設立日期;設立許可證號;園長/園主任;幼兒園電話幼兒園住址;核定總招收人數;兼辦業務,新竹市政府
新竹市終身教育學習地圖,67556,提供新竹市終身教育學習地圖資料查詢,學校別;學校名稱;住址;電話1;電話2,教育處
新竹市立國中小通訊資料,67557,新竹市立國中小通訊資料,學校;電話;地址,新竹市政府
新竹市國小學區劃分,67558,新竹市國小學區劃分,區別;校名;學區轄里-全部里鄰;學區轄里-部分里鄰,新竹市政府
新竹市國中學區劃分,67559,新竹市國中學區劃分,區別;校名;學區轄里-全部里鄰;學區轄里-部分里鄰,教育處
新竹市各學年度國民小學普通班班級數及學生人數,67561,新竹市各學年度國民小學普通班班級數及學生人數,學年度;學校名稱;總班級數;一年級學生數;一年級班級數;二年級學生數;二年級班級數;三年級學生數;三年級班級數;四年級學生數;四年級班級數;五年級學生數;五年級班級數;六年級學生數;六年級班級數;下學年度一年級預估數學生數;下學年度一年級預估數班級數,新竹市政府
新竹市各學年度國民中學普通班班級數及學生人數,67563,新竹市各學年度國民中學普通班班級數及學生人數,學年度;學校名稱;總班級數;一年級學生數;一年級班級數;二年級學生數;二年級班級數;三年級學生數;三年級班級數;下學年度一年級預估數學生數;下學年度一年級預估數班級數,新竹市政府
新竹市已立案補習班,67564,提供新竹市已立案補習班資料查詢,補習班名稱;核准科目名稱;補習班住址;電話;立案文號;立案日期,教育處
新竹市台灣工藝之家,67568,參觀資訊,工作室名稱;電話;地址;E-mail,新竹市文化局
新竹市街頭藝人名單,67569,考取或持有(憑外縣市有效證照換證)新竹市街頭藝人證照之名單,授證號碼;姓名;藝名;組別;專長項目;通訊電話;行動電話;電子信箱或網路聯絡方式（8種欄位）,新竹市文化局
新竹市演藝團體列表,67570,"本資料105年修訂新竹市演藝團體輔導及管理自治條例後, 105年起共有52登記立案的團體包括音樂舞蹈及戲劇等項目",團體名稱;聯絡人姓名;立案日期;表演類別;團隊類別,新竹市文化局
新竹市民俗一覽表,67572,名稱.保存團體.公告日期,名稱;保存團體;公告日期,新竹市文化局
新竹市博物館群一覽表,67573,新竹市博物館群基本資料,序號;名稱;電話;地址;開館時間;休館時間;票價;經緯度,新竹市文化局
新竹市玻璃工藝創作者一覽表,67575,新竹市玻璃工藝創作者一覽表,編號 區別 公司 住址 電話,新竹市文化局
新竹市古蹟一覽表,67578,新竹市古蹟公告及位置,種類 ;古蹟名稱;地址;公告日期;經度;緯度; 圖片URL,新竹市文化局
新竹市歷史建築一覽表,67580,新竹市歷史建築公告.位置,歷史建築名稱;地址;公告日期;經度;緯度;圖片URL,新竹市文化局
新竹市傳統藝術一覽表,67581,傳統藝術名稱.保存團體.保存者.公告日期,傳統藝術名稱;保存團體/保存者;公告日期,新竹市文化局
新竹市垃圾清運路線總表,67582,新竹市家戶垃圾收運定時定點併沿線垃圾清運彙整總表,編號;班別;清運路線名稱;順序;清潔公車停置地點;預估到達時間;預估離開時間;停留時間;車號;駕駛;隨車人員;回收日,新竹市環境保護局
新竹市環保旅店資訊,67583,新竹市環保旅店資訊,序號;飯店名稱;電話;地址;官網,新竹市環境保護局
新竹市綠色商店資訊,67586,新竹市綠色商店資訊,綠色商店編號;商店簡稱;聯絡人;聯絡地址;聯絡電話,新竹市環境保護局
新竹市病媒防治業業者名單,67587,領有本市核可病媒防治許可執照業者,名稱;地址;電話,新竹市環境保護局
新竹市空氣品質人工監測站,67589,新竹市空氣品質人工監測站數據資料,測站名稱;測站編號;懸浮微粒開始檢測日期;懸浮微粒結束檢測日期;天候;TSP;PM10;正己烷抽出物;氯鹽;硝酸鹽;硫酸鹽;鉛;落塵量開始檢測日期;落塵量結束檢測日期;數據,新竹市環境保護局
新竹市機車排氣檢驗站,67591,新竹市機車排氣檢驗站,檢驗站站號;站名;電話及地址,新竹市環境保護局
新竹市電動機車充電站,67593,電動機車充電站位置一覽表,編號;設置單位名稱;地址;站數;充電設備名稱,新竹市環境保護局
新竹市噪音管制區,67596,新竹市噪音管制區,管制區類別;里別;範圍,新竹市環境保護局
新竹市環保局柴油車排煙檢測站地址及聯絡電話,67598,新竹市環保局柴油車排煙檢測站地址及聯絡電話,單位;地址;聯絡電話;預約電話;傳真電話;服務時間,新竹市環境保護局
新竹市應回收廢棄物回收處理業及舊貨商名冊,67600,公司名稱 區域 登記地址 聯絡電話 貯存地址(廠址) 登記證證號 回收項目 備註,編號;公司名稱;區域;聯絡電話;貯存地址;回收項目;備註,新竹市環境保護局
廢食用油回收合格清除機構名冊,67602,設籍新竹市轄廢食用回收機構名稱及聯若方式,許可證字號;機構名稱;機構地址;機構電話;有效期限,新竹市環境保護局
廢棄物清除/處理機構名冊,67603,設籍新竹市轄內清除機構名稱及相關資料,級別;機構名稱;地址;電話;負責人;管制編號,新竹市環境保護局
新竹市河川水質監測,67604,新竹市河川水質監測資料數據,河川名稱;測站名稱;採樣日期;採樣時間;溶氧量;生化需氧量;懸浮固體;pH值;導電度;水溫;大腸桿菌群;氨氮;鉛;六價鉻;鎘;銅;鋅;鎳,新竹市環境保護局
新竹市農地土壤監測資料,67606,新竹市環保局針對新竹市農地進行之土壤監測成果。,103年新竹市農地土壤定期監測資料表,新竹市政府
新竹市河川測站,67608,新竹市河川測站,河川名稱;測站名稱;測站代碼;水體分類等級;中文地址;X_座標_TWD97_121;Y_座標_TWD97_121,新竹市環境保護局
新竹市政府環境影響評估審查委員會委員名單,67611,本府環境影響評估審查委員會委員名單，每2年重新改選1次,姓名;服務單位,新竹市環境保護局
新竹市航空噪音防制區,67612,新竹市航空噪音防制區,防制區類別;範圍;里別,新竹市環境保護局
新竹市飲水機飲水點位址,67615,新竹市飲水機飲水點位址,飲水機所在地;飲水點名稱;飲水點說明;地址;開放時間;水溫;位置;樓層;廠牌;機型;備註,新竹市環境保護局
新竹市醫療機構西醫地址電話名冊,67617,新竹市各醫療機構之住址、電話,機構名稱;地址;負責人;聯絡電話,新竹市政府
新竹市護理之家名冊,67618,新竹市護理之家名冊,機構名稱;縣市別;鄉鎮市區;街道巷弄號;機構代碼;機構狀態;權屬別;型態別;負責人;負責人電話1;負責人電話2,新竹市政府
新竹市產後護理之家名冊,67620,新竹市產後護理之家名冊,機構名稱;縣市別;鄉鎮市區;街道巷弄號;機構代碼;機構狀態;權屬別;型態別;負責人;負責人電話,新竹市政府
新竹市AED心臟電擊器設置地點,67622,新竹市AED設置地點,場所編號;場所名稱;場所地址;場所類型;AED放置地點;AED地點描述;管理員姓名;連絡電話;設置日期;保固期限;代理商名稱,新竹市政府
新竹市依法設置哺集乳室名單,67627,新竹市依法設置哺集乳室名冊通訊錄資料(單位名稱、地址、電話),編號;公共場所名稱;地址;電話;緯度;經度,新竹市政府
新竹市門診戒菸合約醫療院所名冊,67629,新竹市門診戒菸合約醫療院所通訊錄資料(單位名稱、地址、電話),序號;院所名稱;電話;地址,新竹市衛生局
新竹市遠距健康照護站131站名冊,67632,新竹市遠距健康照護站131站名冊(單位名稱、地址、電話),單位名稱 地址,新竹市政府
新竹市流感疫苗合約院所名冊,67636,提供新竹市流感疫苗合約院所查詢,,新竹市衛生局
新竹市流感抗病毒藥劑院所名冊,67637,提供本市流感抗病毒藥劑醫療院所查詢,十碼章;醫院名稱;縣市別;行政區;郵遞區號;地址;連絡電話;座標緯度;座標經度;備註;建立日期;更新日期,新竹市衛生局
新竹市幼童公費常規疫苗,67639,提供新竹市幼童公費常規疫苗查詢,疫苗中文名稱;疫苗英文簡稱;接種時程;劑次;接種禁忌,新竹市衛生局
新竹市國中小高中職學校周邊人行道禁菸範圍表,67641,新竹市國中小高中職學校周邊人行道禁菸範圍表(行政區.學校名稱.禁菸範圍),行政區;學校名稱;禁菸範圍,新竹市衛生局
新竹市預防接種合約院所名冊,67643,提供本市預防接種合約院所資料查詢,序號;合約醫療院所名稱;十碼章;電話;地址,新竹市衛生局
新竹市愛滋匿名篩檢機構名單,67647,提供本市愛滋匿名篩檢機構查詢,機構名稱;地址;電話;服務時間,新竹市衛生局
新竹市針具及保險套販賣點名單,67649,提供本市針具及保險套販賣點查詢,類別;區別;販賣機設置地點;電話;地址;販售價格,新竹市衛生局
新竹市預防愛滋廢棄針具回收點名單,67651,提供本市愛滋廢棄針具回收點查詢,區別;安裝地點名稱;地址,新竹市衛生局
新竹市預防愛滋諮詢服務點名單,67652,提供本市愛滋諮詢服務點名單查詢,分類;清潔針具執行點名稱;電話;地址,新竹市衛生局
新竹市中醫診所名冊,67655,新竹市中醫診所.負責人.名稱.電話及住址,機構名稱;地址;負責人;聯絡電話,新竹市政府
新竹市醫療機構牙醫診所名冊,67656,牙醫診所名稱.負責人.地址.電話,醫療機構名稱;地址;負責人;聯絡電話,新竹市政府
新竹市游泳池水質檢驗情形,67657,新竹市每月游泳池水質檢驗情形,日期;名稱;檢體編號1;檢體編號2;餘氯;餘氯結果判定;總菌落數;總菌落數結果判定;大腸桿菌;大腸桿菌結果判定;備註,新竹市衛生局
新竹市水療池水質檢驗情形,67661,新竹市每月水療池(浴室)水質檢驗情形,日期;名稱;檢體編號1;檢體編號2;總菌落數;總菌落數結果判定;大腸桿菌;大腸桿菌結果判定;備註,新竹市衛生局
新竹市水質複查情形,67662,新竹市水質複查情形,日期;名稱;檢體編號1;檢體編號2;餘氯;餘氯結果判定;總菌落數;總菌落數結果判定;大腸桿菌;大腸桿菌結果判定;備註,新竹市衛生局
新竹市乳房攝影合約醫院,67664,依據各醫療院所提供門診時間表,醫院名稱;地址;電話;緯度;經度;營業時間,新竹市衛生局
新竹市中度級以上急救責任醫院,67665,新竹市中度級以上急救責任醫院,醫事機構代碼;醫療機構;評量等級;地址;電話;連結網址,新竹市政府
24小時母乳諮詢專線,67666,提供本市24小時母乳諮詢專線資訊,值班日;服務時間;輪值單位;聯絡人;備註,新竹市政府
新生兒聽力篩檢補助服務方案名單,67668,新生兒聽力篩檢補助服務方案名單,編號;縣市;醫事機構代碼;醫療院所名稱;郵遞區號;地址,新竹市政府
嬰幼兒各項疫苗接種適合年齡及禁忌,67670,嬰幼兒各項疫苗接種適合年齡及禁忌查詢,疫苗種類;劑別;適合接種年齡;禁忌,新竹市衛生局
新竹市各區衛生所辦理各項疫苗接種時間表,67671,新竹市各區衛生所辦理各項疫苗接種時間表查詢,服務項目;服務日;服務時間;行政區;單位名稱;電話;地址;緯度;經度;備註,新竹市衛生局
審查通過之新生兒聽力確診醫院名單,67674,審查通過之新生兒聽力確診醫院名單,編號;縣市;醫事機構代碼;醫療機構名稱;郵遞區號;地址;電話,新竹市政府
新竹市保全公司業者名冊,67675,新竹市保全公司業者資訊,公司名稱;郵遞區號;營業處所;聯絡電話,新竹市警察局
新竹市代收稅款金融機構服務據點,67676,提供新竹市代收稅款金融機構服務據點,序號;單位名稱;地址 ;電話,新竹市稅務局
新竹市稅務局保管個資項目彙整表,67678,提供新竹市稅務局保有及管理個人資料檔案名稱、保有依據、資料類別及保管單位等,個人資料檔案名稱;保有依據;個人資料類別;保管單位編號;保管單位,新竹市稅務局
新竹市房屋位置所在段落等級表,67679,提供新竹市房屋位置所在段落等級表(地段率)資料,街路名稱;起點;訖點;級別;段落等級,新竹市稅務局
新竹市娛樂稅徵收率,67680,新竹市娛樂稅徵收率,項目;徵收率,新竹市稅務局
新竹市印花稅課徵範圍、稅率及納稅義務人,67682,新竹市印花稅課徵範圍、稅率及納稅義務人,憑證名稱;說明;稅率或稅額;納稅義務人,新竹市稅務局
新竹市使用牌照稅分類稅額表,67684,新竹市使用牌照稅分類稅額表,汽缸總排氣量;自用;營業用,新竹市稅務局
新竹市房屋標準單價表(適用於105年6月30日以前新、增、改建完成之房屋),67685,新竹市房屋標準單價資料查詢(適用於105年6月30日以前新、增、改建完成之房屋),構造別;總層數;第一類;第二類;第三類;第四類,新竹市稅務局
新竹市各類房屋折舊標準表(適用於105年7月1日起新、增、改建完成之房屋),67686,新竹市各類房屋折舊標準查詢(適用於105年7月1日起新、增、改建完成之房屋),構造別;代號;折舊率;耐用年數;殘值率;test,新竹市稅務局
新竹市地價稅累進起點地價及課稅級距表,67687,提供新竹市地價稅累進起點地價及課稅級距表,年度;級距;課稅地價下限;課稅地價上限;累進差額;稅率,新竹市稅務局
新竹市公立殯葬設施資訊,67691,新竹市殯葬管理所服務中心、追思園(殯儀館)、羽化館(火化場)、永生園(納骨堂)及忠靈祠設施資訊,園區名稱;地址;經度;TWD97Lon;緯度;TWD97Lat;電話;服務時間;發布機關,新竹市政府
新竹市滅火器藥劑更換及充填合格廠商,67692,新竹市滅火器藥劑更換及充填合格廠商,編號;縣市別;廠商名稱;地址;電話;負責人;證書號碼;證書有效期限;執行業務範圍;備註,新竹市消防局
新竹市消防局消防分隊駐地位置座標,67693,新竹市消防局分隊名稱、GPS座標,單位名稱;GPS TWD67 X座標;GPS TWD67 Y座標,新竹市消防局
新竹市消防局各單位通訊錄,67695,新竹市消防局各單位通訊錄資料(單位名稱、地址、電話),單位名稱;地址;電話,新竹市消防局
新竹市消防區巷弄清冊,67696,新竹市消防區巷弄清冊,轄區別;巷弄道路地址;巷弄寬度;巷弄長度,新竹市消防局
新竹市燃氣熱水器承裝業證書名冊,67697,新竹市燃氣熱水器承裝業證書名冊,序號;承裝業名稱;承裝之登記證號;公司或商業登記證號;公司或商業登記地址;營業場所地址;連絡電話;負責人姓名;發證日期;備註,新竹市消防局
新竹市燃氣熱水器承裝業技術士名冊,67698,新竹市燃氣熱水器承裝業技術士名冊,序號;承裝業名稱;營業場所地址;負責人姓名;技術士姓名;任職日期;最近一次受訓日期;離職日期;地址;電話;備註,新竹市消防局
新竹市火災案件統計表,67699,僅提供民眾查詢新竹市火災次數起火原因及火災損失統計資料,年度;月份;火災次數總計;縱火;自殺;燈燭;爐火烹調;敬神掃墓祭祖;菸蒂;電氣因素;機械設備;玩火;烤火;施工不慎;易燃品自燃;瓦斯漏氣或爆炸;化學物品;燃放爆竹;交通事故;天然災害;遺留火種;原因不明;其他;死亡人數;受傷人數;房屋損失;財物損失;合計,新竹市消防局
新竹市消防安全檢查重大不合格場所,67701,消防安全檢查重大不合格場所,場所名稱;場所地點;檢查結果;檢查日期,新竹市消防局
新竹市消防局119受理案件統計分析,67703,提供民眾查詢新竹市火警件數、民眾傷亡、財產損失金額、救護件數、救護人數及為民服務等統計資料,年度;月份;火警件數;民眾死亡;民眾受傷;財產損失;救護件數;救護人數;為民服務,新竹市消防局
新竹市消防栓清冊,67704,新竹市消防栓設置地點,消防栓編號;型式;設置地點,新竹市消防局
