資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
嘉義市公有路外停車場資訊,52317,提供嘉義市公有路外停車場的計費方式、車位總數、維運廠商聯絡方式等,項次;停車場名稱;收費方式;月租費用;型式;大型車;小型車;身障格;婦幼格;機車格;身障機車格;座標位置;地址;承商;聯絡電話,嘉義市政府
嘉義市政府網站-新聞,52319,本項資料為提供嘉義市政府網站「新聞總覽」最新50則內容介接,"Source;,title;,Content;,PostDate;,PostUnit;,File;,Pic;,Thumbnail",嘉義市政府
嘉義市政府網站-徵才公告,52320,本項資料為提供嘉義市政府網站「徵才公告」最新50則內容介接（已過期的徵才公告不會顯示）,"Source;,title;,職稱,官等職等,職系,名額,性別,工作地點,資格條件,工作項目,工作地址,聯絡方式,備註,PostUnit;,公告日期,File;,Pic;,Thumbnail",嘉義市政府
嘉義市政府網站-活動消息,52321,本項資料為提供嘉義市政府網站「活動總覽」最新50則內容介接（已過期的活動不會顯示）,"Source;,title;,Content;,PostUnit;,ActiveStart;,ActiveEnd;,File;,Pic;,Thumbnail",嘉義市政府
嘉義市政府網站-電子公告欄,52322,本項資料為提供嘉義市政府網站「電子公告欄」最新50則內容介接,"Source;,title;,Content;,PostUnit;,上版日期,File;,Pic;,Thumbnail",嘉義市政府
嘉義市愛物網最新拍賣案件,52323,本項資料提供「嘉義市愛物網」正在上架中的拍賣案件明細。,案號;第幾次拍賣;物品名稱;底價;拍賣開始日;拍賣截止日;照片連結1;照片連結2;照片連結3;拍賣單位;廠牌;型號;零件或附件;數量;單位;物品尺寸;放置地點;物品說明;交貨方式;聯絡方式;付款方式;其他條款,嘉義市政府
嘉義市觀光旅遊網－特色旅遊景點,52325,本項資料集提供在「嘉義市觀光旅遊網」登錄的旅遊景點資訊，系統每日自動匯出xml檔，回傳交通部觀光局。資料欄位比照交通部觀光局制訂之「觀光資訊標準格式」。,Id;Name;Zone;Toldescribe;Description;Tel;Add;Zipcode;Travellinginfo;Opentime;Picture1;Picdescribe1;Picture2;Picdescribe2;Picture3;Picdescribe3;Map;Gov;Px;Py;Orgclass;Class1;Class2;Class3;Level;Website;Parkinginfo;Parkinginfo_px;Parkinginfo_py;Ticketinfo;Remarks;Keyword;Changetime,嘉義市政府
嘉義市政府暨所屬機關學校公教人員概況－教育程度分布情形,52326,本項資料提供嘉義市政府暨所屬機關學校公教人員的教育程度分布情形，每年一個統計資料,性別;總計;博士;碩士;大學畢業;專科;高中;國;中,嘉義市政府
嘉義市山坡地範圍圖資,52328,提供「嘉義市山坡地資訊網」的山坡地範圍圖資，請使用GIS軟體(例如Google Earth)匯入KML圖資,經緯度坐標,嘉義市政府
嘉義市統計資料庫－道路交通事故統計,52329,本項資料為主計處「嘉義市統計資料庫」查詢系統的「道路交通事故」統計月指標資料，自2014年起每月統計,月份;縣市;道路交通事故件數;件;道路交通事故死亡人數;道路交通事故受傷人數,嘉義市政府
嘉義市歷年違反勞動基準法業者名單公告,52330,本項資料為公告違反勞基法的業者名單。 公告依據： 一、勞動基準法第80條之1規定。 二、行政院勞工委員會(現改制勞動部)100年10月20日勞動1字第1000132729號函。,項次;事業單位或事業主之名稱;負責人姓名;處分日期及文號;違反法令條款;違反法規內容;備註,嘉義市政府
歷屆嘉義市十大伴手禮店家,52331,嘉義市政府自2007年起舉辦過多次「嘉義市十大伴手禮」徵選活動，提供歷屆獲獎的店家名單。,獎項;獲獎店家;入選商品;店家地址,嘉義市政府
嘉義市統計資料庫－竊盜案件統計,52332,本項資料為主計處「嘉義市統計資料庫」查詢系統的「竊盜案件」統計月指標資料，自2014年起每月統計,月份;縣市;竊盜案件發生數;竊盜案件破獲數;竊盜案件破獲率,嘉義市政府
嘉義市統計資料庫－刑事案件統計,52333,本項資料為主計處「嘉義市統計資料庫」查詢系統的「刑事案件」統計月指標資料，自2014年起每月統計,月份;縣市;刑事案件發生數;刑事案件破獲數;刑事案件破獲率,嘉義市政府
嘉義市統計資料庫－婚姻概況統計,52334,本項資料為主計處「嘉義市統計資料庫」查詢系統的「婚姻概況」統計月指標資料，自2014年起每月統計,月份;結婚對數;粗結婚率;離婚對數;粗離婚率,嘉義市政府
嘉義市役男體檢醫院,52335,為鑑定役男身體健康情況，內政部會商行政院衛生福利部指定體檢醫院，辦理役男體複檢業務。本項資料為嘉義市的體檢醫院。,醫院名稱;地址;電話;體檢地點,嘉義市政府
嘉義市避難收容處所及管理人資訊清冊,52336,嘉義市避難收容所位置及收容人數,收容所名稱;地址;第一聯絡人;連絡電話;第二聯絡人;電話;面積;開設層級;收容人數-A類;收容人數-B類;收容人數-C類;適用災害性質,嘉義市政府
嘉義市珍貴樹木,52337,提供嘉義市列為珍貴老樹的樹木地點、樹種等資料。請使用GIS軟體(例如Google Earth)匯入KML圖資。,FID;編號;樹種;座落地點;經緯度坐標,嘉義市政府
嘉義市歷年溺水案件,52338,提供歷年嘉義市溺水死亡案件明細（已去除姓名個資）,編號;縣市別;年;月;日;時;分;溺水地點或附近地標;水域種類;溺水原因;溺水結果;性別;年齡;溺者身分;游泳能力,嘉義市政府
嘉義市列管之狹小巷弄,52339,提供嘉義市列管之狹小巷弄,序號;轄區分隊;里別;名稱;地;段;最小寬度;最大寬度;是否為搶救困難地區;救災必經之道路;是否為距離有人居住或使用之建築物超過140公尺之道路;距離有人居住或使用之建築物長度;是否地區內具4層樓以上處所;地區內具4層樓以上建築數量;本案紅線劃設是否完成,嘉義市政府
嘉義市列管消防栓、水源統計,52340,嘉義市列管消防栓、水源數量統計,"列管編號,地點,里別,流量,測試日期,測試時段,標誌牌,管徑,型式,單一管線,管線末端,緯度;,經度",嘉義市政府
嘉義市液化石油氣廠商清冊,52342,嘉義市液化石油氣廠商清冊,業者名稱;地址;電話,嘉義市政府
嘉義市逾期未辦繼承登記之土地建物清冊,52344,嘉義市逾期未辦繼承登記之土地建物清冊,開始列冊管理年;截至本年底土地列冊管理數－筆數﹝筆﹞;截至本年底土地列冊管理數－持分面積﹝平方公尺﹞;截至本年底建物列冊管理數－棟數﹝棟﹞;截至本年底建物列冊管理數－持分面積﹝平方公尺﹞,嘉義市政府
嘉義市合格滅火器藥劑更換及填充廠商名單,52345,嘉義市合格滅火器藥劑更換及填充廠商名單,編號;縣市別;廠商名稱;地址;電話;負責人;證書號碼;證書有效期限;執行業務範圍;備註,嘉義市政府
嘉義市燃氣熱水器承裝業及其技術士合格名單,52346,嘉義市燃氣熱水器承裝業及其技術士合格名單,承裝業名稱;營業場所地址;營業場所電話;負責人姓名;技術士姓名;技術士證號;技術士證生效日期;任職日期;最近一次受訓日期,嘉義市政府
嘉義市合法燃氣熱水器承裝業者名單,52347,嘉義市合法燃氣熱水器承裝業者名單,編號;承裝業名稱;營業場所地址;連絡電話,嘉義市政府
嘉義市各公園綠地清冊,52349,本項資料為嘉義市各公園綠地之基本資料,編號;名稱;建造日期;面積;利用型態;所在里別;座落位置;使用分區;97X;97Y,嘉義市政府
嘉義市總預算歲出機關別預算總表,52350,嘉義市總預算歲出機關別預算總表,款;名稱;經常門;資本門;合計,嘉義市政府
歷年嘉義市住宅補貼辦理情形,52351,歷年嘉義市住宅補貼案件統計表,年度及項目;中央計畫戶數;地方計畫戶數;申請戶數;複審合格;中央辦理戶數內;地方辦理戶數內;辦理戶數外,嘉義市政府
嘉義市總預算歲出政事別預算總表,52353,嘉義市總預算歲出政事別預算總表,款;項;名稱;經常門;資本門;合計,嘉義市政府
嘉義市身心障礙者庇護工場,52354,提供嘉義市庇護工場名單，供身心障礙者欲進入庇護工場之選擇資訊。,資料彙整機關;承辦單位;庇護工場名稱;營業項目;連絡電話;傳真;地址;相關網址;X座標;Y座標;備註;最後更新日期,嘉義市政府
嘉義市菸酒進口業者名單,52355,嘉義市菸酒進口業者名單,編號;業者名稱;總機構所在地地址;總機構電話;營業項目,嘉義市政府
嘉義市私立就業服務機構名單,52356,嘉義市私立就業服務機構名單,項次;許可證;機構名稱;機構地址;電話;停業,嘉義市政府
嘉義市地方教育發展基金對民間團體補(捐)助經費明細表,52357,提供歷年嘉義市地方教育發展基金對民間團體補(捐)助經費明細表,工作計畫科目名稱;補助事項或用途;補助對象;主辦機關;累計撥付金額;有無涉及財物或勞務採購;處理方式;是除外規定之民間團體;非除外規定之民間團體,嘉義市政府
各型汽車使用牌照稅稅額表,52358,各型汽車依據車輛汽缸總排氣量法定應繳納的全年使用牌照稅稅額表,汽缸總排氣量;車輛總類;全年應繳納稅額,嘉義市政府
嘉義市公益彩券盈餘分配基金對民間團體補(捐)助經費明細表,52360,提供歷年嘉義市公益彩券盈餘分配基金對民間團體補(捐)助經費明細,工作計畫科目名稱;補助事項或用途;補助對象;主辦機關;累計撥付金額;有無涉及財物或勞務採購;處理方式;是除外規定之民間團體;非除外規定之民間團體,嘉義市政府
嘉義市身心障礙者就業基金對民間團體補(捐)助經費明細表,52361,提供歷年嘉義市身心障礙者就業基金對民間團體補(捐)助經費明細,工作計畫科目名稱;補助事項或用途;補助對象;主辦機關;累計撥付金額;有無涉及財物或勞務採購;處理方式;是除外規定之民間團體;非除外規定之民間團體,嘉義市政府
嘉義市各軍種徵集日期、概定配賦員額預告表,52363,本表僅供參考，實際徵訓梯次、日期、人數及地點，以內政部（約在梯次入營20日前）訂頒之各軍種梯次徵集計畫為準。,嘉義市各軍種徵集日期;概定配賦員額預告表,嘉義市政府
嘉義市總預算對民間團體補(捐)助經費明細表,52364,提供歷年嘉義市總預算對民間團體補(捐)助經費明細表,工作計畫科目名稱;補助事項或用途;補助對象;主辦機關;累計撥付金額;有無涉及財物或勞務採購;處理方式;是除外規定之民間團體;非除外規定之民間團體,嘉義市政府
嘉義市視障按摩者服務據點,52366,嘉義市視障按摩者服務據點,資料彙整機關;類別;名稱;連絡電話;營業時間;地址;X座標;Y座標;備註;最後更新日期,嘉義市政府
嘉義市職業訓練機構名冊,52369,嘉義市職業訓練機構名冊,序號;職訓機構名稱;地址;電話;職類數;訓練容量;訓練實施方式;證號,嘉義市政府
嘉義市工會名冊,52371,嘉義市立案工會名冊,項次;名稱;地址;負責人;會務人員;電話,嘉義市政府
嘉義市殯葬禮儀服務業許可名冊,52373,嘉義市殯葬禮儀服務業許可商家名稱、電話、住址、核准(備查)文號。,序號;業者商號名稱;負責人;電話;聯絡住址,嘉義市政府
嘉義市經營生前殯葬服務契約立案業者,52375,嘉義市經營生前殯葬服務契約立案業者,編號;公司名稱;嘉義市營業據點;本公司營業據點,嘉義市政府
嘉義市寺廟名冊,52376,嘉義市寺廟名冊,編號;單位名稱;宗教別;寺登字號;主祀神佛;統一編號;地址;電話,嘉義市政府
嘉義市東區105年各里低收入戶、中低收入戶、獨居老人人數統計表,52377,嘉義市東區105年各里低收入戶、中低收入戶、獨居老人人數統計表,聯合里;里別;人數,嘉義市政府
嘉義市教會、教堂名冊,52378,嘉義市教會、教堂名冊,類別;教會;住址;電話;備註,嘉義市政府
國賠案件統計表,52380,國賠案件統計表,年度;件數,嘉義市政府
消費爭議協商調解案件統計表,52381,消費爭議協商調解案件統計表,年度;協商件數;調解件數,嘉義市政府
訴願案件統計表,52382,訴願案件統計表,年度;件數,嘉義市政府
嘉義市作業基金預算綜計表,52383,提供歷年嘉義市作業基金收支預算彙計,科目;合計;嘉義市市地重劃基金;嘉義市平均地權基金;嘉義市衛生醫療基金;嘉義市湖子內區段徵收基金;嘉義市貨物轉運中心市地重劃基金;嘉義市都市發展更新基金,嘉義市政府
嘉義市營業基金預算綜計表,52384,提供歷年嘉義市營業基金預算綜計表,科目;合計;嘉義魚市場股份有限公司;嘉義市果菜市場股份有限公司,嘉義市政府
嘉義市舊衣回收箱核准設置點,52385,嘉義市核准設置合法舊衣回收箱設置點共計134處。核准設置單位為社團法人嘉義市脊髓損傷者協會，核准字號106年1月25日府授環廢字第1065100249號函。,箱號;申請設置地點,嘉義市政府
嘉義市公私協立托育資源中心,52386,嘉義市公私協立托育資源中心,資料彙整機關;辦理單位;成立日期;連絡電話;傳真;電子郵件;地址;相關網址;X座標;Y座標;備註;最後更新日期,嘉義市政府
嘉義市政事型基金預算,52387,提供歷年嘉義市政事型基金預算,,嘉義市政府
嘉義市立體育場所轄場館,52389,提供體育場各場館的地址、電話、可容納觀眾數、場館設施、停車位置等資訊,場館名稱;場址;辦公室電話;場館建置時間;面積;可容納觀眾數;停車位置;開放時間;場館內設施;場館內單位,嘉義市政府
嘉義市政府財政稅務局歲入來源別決算表,52390,嘉義市政府財政稅務局歲入來源別決算表,科目名稱;預算數;決算數;執行率,嘉義市政府
嘉義市政府財政稅務局歲出機關別決算表,52391,嘉義市政府財政稅務局歲出機關別決算表,科目名稱;預算數;決算數;執行率,嘉義市政府
嘉義市政府財政稅務局歲入單位預算表,52392,嘉義市政府財政稅務局歲入單位預算表,科目名稱;本年度預算數;上年度預算數,嘉義市政府
嘉義市政府財政稅務局歲出單位預算表,52393,嘉義市政府財政稅務局歲出單位預算表,科目名稱;本年度預算數;上年度預算數,嘉義市政府
嘉義市社區發展協會名冊,52394,嘉義市社區發展協會名冊,資料彙整機關;協會名稱;總幹事;連絡電話;地址;X座標;Y座標;備註;最後更新日期,嘉義市政府
嘉義市資源回收商名單,52395,嘉義市資源回收商名單,編號;業別;公司;名稱;區別;工廠或貯存場住址;電話號碼;回收項目,嘉義市政府
模範母親名冊及事蹟,52396,嘉義市歷年模範母親名冊及事蹟簡述,年度;編號;姓名;事蹟,嘉義市政府
嘉義市地價稅稅源統計分析表,52397,提供歷年嘉義市地價稅稅源統計分析表,項目-公私有-稅地種類;戶數;筆數;地價稅額,嘉義市政府
本市房屋移轉男性與女性與法人年報,52398,本市房屋移轉數量統計，區分為男性、女性與法人,區間;男;女;法人,嘉義市政府
嘉義市近5年持有本市房屋男性與女性比率,52399,說明嘉義市近5年男性持有房屋戶數以及女性持有房屋戶數資料,年度;男性納稅義務人戶數;女性納稅義務人戶數;男女戶數比,嘉義市政府
模範父親名冊及事蹟,52400,嘉義市歷年模範父親名冊及事蹟,"年度,編號,姓名,事蹟",嘉義市政府
嘉義市各機車排氣檢驗站站址資料,52402,嘉義市內所有機車排氣檢驗站之地址及連絡電話,編號;名稱;地址;坐標;備註;服務電話,嘉義市政府
好人好事代表名冊及事蹟,52403,嘉義市歷年獲得好人好事代表名冊及事蹟,"年度,編號,姓名,事蹟",嘉義市政府
嘉義市社區照顧關懷據點,52404,社區照顧關懷據點是由有意願的村里辦公處及民間團體參與設置，提供老人關懷訪視、電話問安諮詢及轉介服務，並視當地需求特性，提供餐飲服務或辦理健康促進活動，期透過在地化之社區照顧，使老人留在熟悉的環境中生活，發揮社區自助互助功能。,資料彙整機關;辦理單位;成立日期;負責人;連絡電話;傳真;電子郵件;地址;相關網址;X座標;Y座標;備註;最後更新日期,嘉義市政府
歷年地方稅全功能服務作業系統辦理統計表,52405,歷年地方稅全功能服務件數﹝自104年起﹞,"月份,辦理件數",嘉義市政府
嘉義市動物醫院名單,52406,嘉義市動物診療救治機構,"醫院名稱;,電話;,地址",嘉義市政府
歷年地方稅案件提起行政救濟件數,52407,歷年地方稅案件提起行政救濟件數,"年期別,稅目別,復查件數,訴願件數,行政訴訟第一審件數,行政訴訟上訴審件數",嘉義市政府
嘉義市房屋標準單價,52408,說明嘉義市房屋稅標準單價,"總層數,計算單位,鋼骨造/鋼骨混凝土造/鋼骨鋼筋混凝土造;之單價,鋼骨造/鋼骨混凝土造/鋼骨鋼筋混凝土造;之單價,鋼筋混凝土造預鑄混凝土造;,鋼筋混凝土造預鑄混凝土造;,加強磚造;,鋼鐵造-各種用途;,木;石;磚造-各種用途,土;竹造-各種用途",嘉義市政府
嘉義市統計資料庫－土地人口統計,52409,本項資料為主計處「嘉義市統計資料庫」查詢系統的「土地人口」統計月指標資料，自2014年起每月統計,月份; 土地面積; 里數; 鄰數; 現住戶數; 現住人口數; 現住人口數--男; 現住人口數--女; 性比例; %; 人口密度; 戶量,嘉義市政府
嘉義市統計資料庫－人口年齡分配統計,52410,本項資料為主計處「嘉義市統計資料庫」查詢系統的「人口年齡分配」統計月指標資料，自2014年起每月統計,月份; 0-14歲--人口數; 0-14歲--占總人口比率; 15-64歲--人口數; 15-64歲--占總人口比率; 65歲以上--人口數; 65歲以上--占總人口比率; 扶養比; 老化指數,嘉義市政府
嘉義市統計資料庫－人口成長統計,52411,本項資料為主計處「嘉義市統計資料庫」查詢系統的「人口成長」統計月指標資料，自2014年起每月統計,月份;人口增加數;自然增加數;出生人數;死亡人數;社會增加;遷入人數;遷出人數;人口增加率;自然增加率;出生率;死亡率;社會增加率;遷入率;遷出率,嘉義市政府
嘉義市拖吊保管場地點,52413,嘉義市拖吊保管場地點,名稱;地址;聯絡電話,嘉義市政府
嘉義市轄區內畸零地清冊,52414,為健全都市發展，並促進公私有土地合理有效利用、本府經管畸零地，除有保留之必要外，得辦理讓售鄰地所有權人。,地段;小段;母號;子號;土地面積;編定使用種類;地勢現況,嘉義市政府
嘉義市綠色旅館名單,52415,為提昇民眾於住宿旅館時落實環保，行政院環境保護署宣傳、推廣綠色生活，並鼓勵旅館業者認同顧客之綠行動，推出「綠行動傳唱計畫」，旅客若自備盥洗用具或響應其他環保措施時，飯店業者則提供優惠方案。本項資料為嘉義市響應「綠行動傳唱計畫」的旅館名單。,機關名稱;地址,嘉義市政府
嘉義市可供申請綠美化之市有地,52416,為有效利用市有空地，本府提供可供認養綠美化市地，讓社區民眾一起打造生活環境好品質。,項次;地段;小段;母號;子號;土地面積;編定使用種類,嘉義市政府
嘉義市河川水質監測統計,52417,嘉義市八掌溪朴子溪、排水幹線及蘭潭水庫水質監測結果。,水體名稱;監測站;項目;單位;月份,嘉義市政府
嘉義市市有土地及建物財產統計,52418,嘉義市市有土地及建物財產統計,土地;土地改良物;房屋建築及設備;機械及設備;交通及運輸設備;雜項設備;有價證券,嘉義市政府
嘉義市公寓大廈管理委員會,52419,嘉義市公寓大廈管理委員會,公寓大廈管理組織;大廈地址;使照號碼,嘉義市政府
嘉義市學童午餐食材供應商,52420,嘉義市學童午餐食材供應商,食材廠商名稱;電話;地址;經度;緯度;供應學校,嘉義市政府
嘉義市動物用藥品販賣業者名單,52421,公告本市動物用藥品販賣業者名單,販賣業者;負責人;營業場地址;電話,嘉義市政府
歷年農藥殘留檢測不合格業者名單,52422,歷年農藥殘留檢測不合格業者名單,農民姓名;住址;產品;違法情節,嘉義市政府
歷年農藥檢測不合格業者名單,52423,歷年農藥檢測不合格業者名單,公司名稱;代表人姓名;住址;違法產品商品名;違法產品製造日期;違法產品批號;違法情節,嘉義市政府
嘉義市公有廳舍太陽能光電屋頂建置地點及發電量,52424,嘉義市公有廳舍屋頂建置太陽能光電發電系統地點及累計發電量（統計至109年6月）,序號;管理單位;廳舍名稱;廳舍地址;總裝置容量;台電併聯日期;累計發電量,嘉義市政府
政風處歷年受理財產申報人數,52425,年度內辦理定期申報、卸職申報及到職申報之總人次,年度;財產申報人數;說明,嘉義市政府
嘉義市職業安全衛生訓練機構名單,52426,本市合格設立之職業安全衛生訓練機構,編號;職業訓練機構名稱;營業時間;地址;電話,嘉義市政府
嘉義市廢棄物焚化廠地點,52427,嘉義市廢棄物焚化廠地點,名稱;地址,嘉義市政府
嘉義市違反性別平等法廠商名單（目前尚無裁罰紀錄）,52428,嘉義市違反性別平等法廠商名單（目前尚無裁罰紀錄）,項次;事業單位名稱（負責人姓名）;違反法令條款;違反法規內容;處分書文號;處分日期;備註,嘉義市政府
博物館販售文創商品名單,52431,博物館文創商品清冊,品名;售價,嘉義市政府
嘉義市各類文化資產名冊,52432,嘉義市各類文化資產名冊,個案名稱;資產類別;資產種類;所屬主管機關;所在地理區域;地址或位置;備註,嘉義市政府
歷年「舊屋力」計畫店家名單,52433,歷年「舊屋力」計畫店家名單,名稱;地址;電話,嘉義市政府
嘉義市圖書館各類熱門借閱書目,52434,嘉義市圖書館各類熱門借閱書目,書名/書名;出版社;出版年;資料類型;借閱次數,嘉義市政府
嘉義市環境及交通噪音監測統計,52435,嘉義市環境及交通噪音監測統計,監測站名;監測站編號;管制區;年;月;日;0-1時;1-2時;2-3時;3-4時;4-5時;5-6時;6-7時;7-8時;8-9時;9-10時;10-11時;11-12時;12-13時;13-14時;14-15時;15-16時;16-17時;17-18時;18-19時;19-20時;20-21時;21-22時;22-23時;23-24時,嘉義市政府
文化局各類典藏品名單－雕塑類、交趾陶類,52437,文化局各類典藏品名單－雕塑類、交趾陶類,編號;品名;作者;創作年代;典藏時間,嘉義市政府
嘉義市公私立幼兒園名單,52438,嘉義市幼兒園資料,編號;設立別;幼兒園名稱;園長;幼兒園電話;幼兒園住址,嘉義市政府
嘉義市保全公司業者名冊,52439,嘉義市保全公司業者名冊,編號;公司名稱;地址,嘉義市政府
歷年肥料檢驗不合格業者名單,52440,歷年肥料檢驗不合格業者名單,公司名稱;代表人姓名;住址;違法產品商品名稱;違法產品品目;違法產品登記證字號;違法情節,嘉義市政府
嘉義市山崩與地滑地質敏感區範圍圖,52441,提供嘉義市山崩與地滑地質敏感區範圍 (JPG圖檔),無,嘉義市政府
嘉義市土壤液化潛勢區資訊,52442,提供嘉義市土壤液化潛勢區 (JPG圖檔),無,嘉義市政府
歷年建築園冶獎嘉義市得獎名單,52443,歷年建築園冶獎嘉義市得獎名單,NO;類別;得獎作品;得獎單位,嘉義市政府
嘉義市地下水補注範圍圖,52444,嘉義市地下水補注範圍,無,嘉義市政府
嘉義市免費法律諮詢處,52445,嘉義市免費法律諮詢處,資料彙整機關;辦理單位;服務方式;服務對象;服務時間;連絡電話;地址;相關網址;X座標;Y座標;備註;最後更新日期,嘉義市政府
嘉義市建築師開業登記清冊,52446,嘉義市建築師開業登記清冊，資料來源為「全國建築管理資訊系統」,開業證號;事務所名稱;事務所所在地;建築師姓名,嘉義市政府
嘉義市客家團體名冊,52447,嘉義市客家團體名冊,單位;理事長;地址;電話,嘉義市政府
