資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
衛生福利部全民健康保險會委員會議議事錄,7554,依據全民健康保險會組成及議事辦法第12條，本會委員會議應依發言作成會議實錄，載明下列事項(如次項欄位：主要欄位說明)，於會議後十日內公開，本會爰公開於衛生福利部網站本會網頁。,議事錄;URL,衛生福利部全民健康保險會
健保承保業務統計資料,7555,提供投保單位數、保險對象人數、平均投保金額、平均保險費及應收保險費(不含補充保險費、政府應負擔健保總經費法定下限36%不足數及滯納金)之統計資料,年月別;投保單位數_千個;保險對象人數_千人;保險對象人數增加率_%;第一類保險對象人數_千人;第二類保險對象人數_千人;第三類保險對象人數_千人;第四類保險對象人數_千人;第五類保險對象人數_千人;第六類保險對象人數_千人;第一至三類被保險人平均投保金額_元;第四至五類平均保險費_元;第六類平均保險費_元;應收保險費_百萬元;應收保險費增加率_%;保險對象應收保險費_百萬元;投保單位應收保險費_百萬元;政府補助應收保險費_百萬元,衛生福利部中央健康保險署
參與癌症醫療品質提升計畫提供安寧服務之醫院,8073,參與癌症醫療品質提升計畫提供安寧服務之醫院,醫院名稱;郵遞區號;地址,衛生福利部國民健康署
大腸癌篩檢檢驗之醫事機構名單,8074,通過本署審查執行大腸癌篩檢檢驗之機構名單,醫事機構名稱;郵遞區號;縣市別;地址;聯絡人;電話;傳真,衛生福利部國民健康署
口腔癌確認診斷及治療醫院名單,8075,本署核定之口腔癌確認診斷及治療醫院名單,醫事機構名稱;區號;縣市別;地址;聯絡人;電話;傳真,衛生福利部國民健康署
乳癌確認診斷醫療院所,8107,通過乳癌確認診斷醫療院所認證審查之醫院,醫院名稱;所在縣市;醫院住址,衛生福利部國民健康署
乳癌確認診斷及治療醫院,8108,通過乳癌確認診斷及治療醫院認證審查之醫院名稱、地址,醫院名稱;所在縣市;醫院住址,衛生福利部國民健康署
子宮頸細胞病理診斷單位名單,8109,通過「預防保健服務之子宮頸細胞病理診斷單位資格審查」之病理診斷單位,通過審查單位名稱;郵遞區號;地址,衛生福利部國民健康署
辦理癌症診療品質提升計畫醫院名單,8113,103年度辦理癌症診療品質提升計畫醫院名單通過名稱,縣市別;機構名稱;郵遞區號;醫院地址,衛生福利部國民健康署
癌症死因統計,8154,提供我國癌症死因次級資料，供各界使用,,衛生福利部統計處
基因改造食品原料資料集,8450,由專家學者組成基因改造食品審查小組，對基因改造食品原料逐案嚴格審查。藉由本資料集可查詢審核通過之基因改造食品原料。,國際統一編號;產品類型;種類;品名;轉殖品系;申請者;核准日期;有效期限,衛生福利部食品藥物管理署
嬰兒與較大嬰兒配方食品資料集,8451,審核通過之嬰兒配方食品、較大嬰兒配方輔助食品及特殊醫療用途嬰兒配方食品之資料集，讓民眾查詢衛生福利部查驗登記許可之嬰兒奶粉清單。,核備函字號;類別;中文名稱;英文名稱;同一配方品牌;發證日期;有效日期;申請商名稱;申請商電話;申請商地址;劑型;包裝規格;成分;產地;簽審文件編號,衛生福利部食品藥物管理署
可供食品使用原料彙整一覽表,8452,審核通過之可供食品使用原料彙整一覽表資料集，該一覽表係彙整經評估食用安全性之非傳統供食原料而成，以提供衛生單位管理及食品製售業者對產品自主管理之參考。,類別;中文名稱;外文名稱;學名;部位;備註;檔案下載;類別說明,衛生福利部食品藥物管理署
餐飲業優良業者名單資料集,8454,本署為鼓勵符合「食品良好衛生規範（GHP）」之優良餐飲業，繼續維持GHP規範、做好衛生自我管理，以提升餐飲衛生安全，並提供消費者選擇參考，自99年起實施餐飲衛生分級評核制度，由各地方衛生人員、專家學者組成評核小組，對餐飲業者之作業場所、設施及品保制度之管理進行評核。餐飲業者經過評核小組現場評核後，分為「優」及「良」兩級。各衛生局除了公布通過餐飲衛生管理分級評核之商家名稱，並授予「餐飲衛生管理分級評核標章(優)」及「餐飲衛生管理分級評核標章(良)」標章，餐廳業者可張貼於店面明顯處，提供消費者選擇用餐時之參考。,年度;餐飲業別;業者名稱;營業地址;等級,衛生福利部食品藥物管理署
幼兒常規疫苗接種時間試算表,8481,幼兒常規疫苗接種時間,接種年齡;疫苗種類;預定接種日期;備註,衛生福利部疾病管制署
成人預防接種建議時程,8482,成人預防接種建議時程,疫苗種類;年齡;建議;接種劑次;備註,衛生福利部疾病管制署
我國現行預防接種時程,8483,我國現行預防接種時程,疫苗項目;劑次;接種時程; 備註,衛生福利部疾病管制署
預防接種單位資訊,8484,預防接種單位,縣市;鄉鎮市區;機構類別;醫事機構代碼;合約醫療院所名稱;接種時間;聯絡電話;地址;公費疫苗;自費疫苗,衛生福利部疾病管制署
兒童與青少年生長身體質量指數(BMI)建議值,8491,兒童與青少年生長身體質量指數(BMI)建議值,,衛生福利部國民健康署
成人健康體重標準,8492,成人健康體重標準,身高別(cm);正常體重範圍下限(kg);正常體重範圍上限(kg);肥胖(kg),衛生福利部國民健康署
102年通過健康職場認證之職場名稱及相關資料,8493,102年通過健康職場認證之職場名稱及相關資料,序號;區域;縣市別;鄉鎮別;職場中文名稱;認證類別,衛生福利部國民健康署
各類運動消耗熱量表,8494,各類運動消耗熱量表,運動項目;消耗熱量(大卡/公斤體重/小時);40公斤運動30分鐘所消耗的熱量 (大卡);50公斤運動30分鐘所消耗的熱量 (大卡);60公斤運動30分鐘所消耗的熱量 (大卡);70公斤運動30分鐘所消耗的熱量 (大卡),衛生福利部國民健康署
高齡友善健康照護認證機構名單,8495,資料更新至108年12月底計有645家健康照護機構通過高齡友善健康照護機構認證(含編號、縣市、認證機構名稱、合格效期)。,編號;縣市;認證機構名稱;合格效期;108年認證機構名稱,衛生福利部國民健康署
市售飲料熱量,8496,市售飲料熱量,"飲料種類,飲料,規格,飲料熱量(大卡),含糖量(公克),方糖(顆)",衛生福利部國民健康署
國人膳食營養素上限參考攝取量,8497,國人膳食營養素上限參考攝取量,營養素;維生素A(微克);維生素D(微克);維生素E( 毫克);維生素C(毫克);維生素B6(毫克);菸鹼素( 毫克);葉酸(微克);膽素(毫克);鈣(毫克);磷(毫克);鎂(毫克);鐵(毫克);鋅(毫克);碘(微克);硒(微克);氟(毫克),衛生福利部國民健康署
食品營養成分資料集,8543,食品營養成分資料集主要開放的對象為：民眾、營養師、業者…等，可參考此資料集的資料，了解食材中所含之營養成分含量，亦可作為飲食指南參考。,食品分類;資料類別;整合編號;樣品名稱;俗名;樣品英文名稱;內容物描述;廢棄率;分析項分類;分析項;含量單位;每100克含量;樣本數;標準差;每單位含量;每單位重;每單位重含量,衛生福利部食品藥物管理署
各直轄市、縣（市）政府防治中心通訊一覽表,8559,各直轄市、縣（市）政府防治中心通訊資料,編號;單位;電話;地址;網址,衛生福利部保護服務司
婦女福利服務中心連絡一覽表,8563,婦女福利服務中心連絡資料,序號;縣市;中心名稱;承辦單位;地址;電話,衛生福利部社會及家庭署
99年兒童及少年生活狀況調查,8564,99年兒童及少年生活狀況資料,name;url,衛生福利部社會及家庭署
基金會名錄,8568,基金會名錄,基金會名稱;住址;董事長;聯絡電話;業務聯絡人;許可日期文號,衛生福利部社會及家庭署
全國老人福利機構名冊,8572,全國老人福利機構名冊,編號;屬性;機構名稱;負責人;區域別;地址;電話;收容對象;核定收容人數;立案日期;Latitude;Longitude;鄉鎮別,衛生福利部社會及家庭署
全台長期照顧管理中心,8575,全台長期照顧管理中心網址列表,長期照顧管中心;網址,衛生福利部護理及健康照護司
一般護理之家評鑑結果,8576,一般護理之家評鑑結果,title;link,衛生福利部護理及健康照護司
中藥藥品許可證查詢,8578,中藥藥品許可證查詢,title;link,衛生福利部中醫藥司
受理各類人民申請案件處理期限,8580,受理各類人民申請案件處理期限,title;fileLink,衛生福利部綜合規劃司
管制考核列管計畫一覽表,8581,管制考核列管計畫一覽表,title;fileLink,衛生福利部綜合規劃司
103年醫院評鑑基準及評量項目,8582,103年醫院評鑑基準及評量項目,title;fileLink,衛生福利部醫事司
103年教學醫院評鑑基準及評量項目,8583,103年教學醫院評鑑基準及評量項目,title;fileLink,衛生福利部醫事司
兒童醫院評核標準及評量項目,8584,兒童醫院評核標準及評量項目,title;fileLink,衛生福利部醫事司
GMP中藥廠名單,8586,GMP中藥廠名單,序號;縣 市;藥 廠 名 稱;廠 址;聯絡電話;傳真號碼;[仍須以衛生福利部核准函為準],衛生福利部中醫藥司
地區年齡性別統計表-恙蟲病,8665,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：恙蟲病，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-日本腦炎,8667,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：日本腦炎，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-屈公病,8668,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：屈公病，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-西尼羅熱,8670,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：西尼羅熱，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-流行性斑疹傷寒,8671,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：流行性斑疹傷寒，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-類鼻疽,8673,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：類鼻疽，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-鉤端螺旋體病,8674,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：鉤端螺旋體病，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-狂犬病,8676,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：狂犬病，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
全國糖尿病支持團體名單,8833,全國各縣市鄉鎮糖尿病支持團體名稱與地點,團體名稱;所屬單位;輔導員;郵遞區號;縣市別;鄉(鎮.市);地址;團體電話,衛生福利部國民健康署
整合性篩檢服務實施區域,8836,提供整合性篩檢服務之縣市清單,縣市;預計辦理場次;連絡方式;電話;備註;場次;區別;日期;星期;時間;地點;醫事機構代碼;辦理醫療院所名稱;聯絡單位;醫療單位;鄉鎮別;巡迴地點;服務項目;聯絡人;聯絡電話;No.;連絡單位,衛生福利部國民健康署
慢性腎臟病分期標準,8837,腎絲球過濾率（eGFR）代表腎臟的功能，eGFR愈小代表腎功能愈差。臨床上慢性腎臟病分期(CKD)是以eGFR為依據，一共分為五期。stage 1~ stage 3a 為初期慢性腎臟病(early CKD)，stage 3b~ stage 5 為末期腎臟病前期(pre-ESRD)。,慢性腎臟病階段;腎絲球過濾率值 ml/min/1.73m;類型;腎臟功能;治療方式,衛生福利部國民健康署
慢性疾病盛行率,8838,96年全國20歲以上民眾高血壓、高血糖、高血脂、代謝症候群及慢性腎臟病盛行率,項目;盛行率,衛生福利部國民健康署
代謝症候群判定標準,8839,若是下述五項有三項或超過三項異常，即屬代謝症候群：,危險因子;異常值,衛生福利部國民健康署
健康腰圍判定與測量,8840,若腰圍:男≧90公分、女≧80公分時，表示腹部肥胖。,步驟;測量方法及判讀,衛生福利部國民健康署
血壓、血糖參考標準,8841,收縮壓、舒張壓及空腹血糖測量值參考標準,血壓參考值收縮壓(mmHg)條件舒張壓(mmHg)血糖參考值空腹血糖值(mg/dl),衛生福利部國民健康署
地區年齡性別統計表-天花,8877,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：天花，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-嚴重急性呼吸道症候群,8878,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：嚴重急性呼吸道症候群，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-鼠疫,8879,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：鼠疫，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-德國麻疹,8880,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：德國麻疹，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-霍亂,8881,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：霍亂，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-炭疽病,8882,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：炭疽病，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-白喉,8883,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：白喉，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-流行性腦脊髓膜炎,8884,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：流行性腦脊髓膜炎，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-傷寒,8885,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：傷寒，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-副傷寒,8886,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：副傷寒，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-小兒麻痺,8887,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：小兒麻痺，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-急性無力肢體麻痺,8888,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：急性無力肢體麻痺，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-登革出血熱/登革休克症候群,8889,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：登革出血熱/登革休克症候群，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-瘧疾,8890,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：瘧疾，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
地區年齡性別統計表-麻疹,8891,2003年起各地區、各年齡層、性別之病例數統計表(疾病名稱：麻疹，日期種類：發病日，病例種類：確定病例，感染來源：本土、境外移入),確定病名;發病年份;發病月份;縣市;鄉鎮;性別;是否為境外移入;年齡層;確定病例數,衛生福利部疾病管制署
