103度中央政府總決算歲入歲出簡明比較分析表,103度中央政府總決算歲入歲出簡明比較分析表,23850,中央政府總決算歲入、歲出之預算數、決算數及其比較,項目;預算數;決算數;比較增減數;增減百分比;占決算總額百分比,行政院主計總處
中央政府總決算收支簡明比較分析表,108年度中央政府總決算收支簡明比較分析表,120981,中央政府總決算收入及支出之預算數、決算數及其比較,會計年度;項目;預算數;決算數;比較增減數,行政院主計總處
中央政府總決算收支簡明比較分析表-各年度,中央政府總決算收支簡明比較分析表-各年度,40329,中央政府總決算收入及支出之預算數、決算數及其比較,類別;項目;預算數;決算數;比較增減數;增減比例;占決算總額比例,行政院主計總處
中央政府總決算歲入來源別決算分析總表,106年度中央政府總決算歲入來源別決算分析總表,80091,中央政府總決算各主管機關歲入來源別科目之決算數,會計年度;科目_款;科目_名稱;經常收入_稅課收入;經常收入_罰款及賠償收入;經常收入_規費收入;經常收入_財產收入;經常收入_營業盈餘及收入;經常收入_捐獻及贈與收入;經常收入_其他收入;資本收入_財產收入;合計,行政院主計總處
中央政府總決算歲入來源別決算分析總表-各年度,中央政府總決算歲入來源別決算分析總表-各年度,45419,中央政府總決算各主管機關歲入來源別科目之決算數,名稱;稅課收入;罰款及賠償收入;規費收入;財產收入;營業盈餘及事業<br>收<br>入;捐獻及贈與收入;其他收入;財產收入*;合計;罰款及賠償<br>收<br>入;營業盈餘及事業<br>收<br>入;營業盈餘及事業收入;營業盈餘及<br>事業收入,行政院主計總處
中央政府總決算歲入來源別決算總表,101年度中央政府總決算歲入來源別決算總表,6585,中央政府總決算歲入來源別科目之預算數、決算數及其比較,款;項;目;名稱;原預算數;預算增減數;預算數合計;實現數;應收數;保留數;決算數合計;比較增減數,行政院主計總處
中央政府總決算歲入來源別決算總表,102年度中央政府總決算歲入來源別決算總表,9437,中央政府總決算歲入來源別科目之預算數、決算數及其比較,科目名稱;原預算數;預算增減數;預算數合計;實現數;應收數;保留數;決算數合計;比較增減數,行政院主計總處
中央政府總決算歲入來源別決算總表,103年度中央政府總決算歲入來源別決算總表,17157,中央政府總決算歲入來源別科目之預算數、決算數及其比較,科目名稱;原預算數;預算增減數;預算數合計;實現數;應收數;保留數;決算數合計;比較增減數,行政院主計總處
中央政府總決算歲入來源別決算總表,104年度中央政府總決算歲入來源別決算總表,33077,中央政府總決算歲入來源別科目之預算數、決算數及其比較,科目名稱;原預算數;預算增減數;預算數合計;實現數;應收數;保留數;決算數合計;比較增減數,行政院主計總處
中央政府總決算歲入來源別決算總表,105年度中央政府總決算歲入來源別決算總表,45423,中央政府總決算歲入來源別科目之預算數、決算數及其比較,科目名稱;原預算數;預算增減數;預算數合計;實現數;應收數;保留數;決算數合計;比較增減數,行政院主計總處
中央政府總決算歲入來源別決算總表,107年度中央政府總決算歲入來源別決算總表,102149,中央政府總決算歲入來源別科目之預算數、決算數及其比較,會計年度;科目_款;科目_項;科目_目;科目_名稱;預算數_原預算數;預算數_預算增減數;預算數_合計;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計;比較增加減數;說明,行政院主計總處
中央政府總決算歲入來源別決算總表,108年度中央政府總決算歲入來源別決算總表,120980,中央政府總決算歲入來源別科目之預算數、決算數及其比較,會計年度;科目_款;科目_項;科目_目;科目_名稱;預算數_原預算數;預算數_預算增減數;預算數_合計;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計;比較增加減數;說明,行政院主計總處
中央政府總決算歲入來源別決算總表-各年度,中央政府總決算歲入來源別決算總表-各年度,40330,中央政府總決算歲入來源別科目之預算數、決算數及其比較,名稱;原預算數;預算增減數;合計;實現數;應收數;保留數;合計2;比較增減數;決算實現數,行政院主計總處
中央政府總決算歲入歲出簡明比較分析表,101年度中央政府總決算歲入歲出簡明比較分析表,6583,101年度中央政府總決算歲入、歲出之預算數、決算數及其比較,項目;預算數;決算數;比較增減數;增減百分比;決算百分比,行政院主計總處
中央政府總決算歲入歲出簡明比較分析表,102年度中央政府總決算歲入歲出簡明比較分析表,9434,中央政府總決算歲入、歲出之預算數、決算數及其比較,項目;預算數;決算數;比較增減數;增減百分比;占決算總額百分比,行政院主計總處
中央政府總決算歲入歲出簡明比較分析表,103年度中央政府總決算歲入歲出簡明比較分析表,17152,中央政府總決算歲入、歲出之預算數、決算數及其比較,項目;預算數;決算數;比較增減數;增減百分比;占決算總額百分比,行政院主計總處
中央政府總決算歲入歲出簡明比較分析表,104年度中央政府總決算歲入歲出簡明比較分析表,33078,中央政府總決算歲入、歲出之預算數、決算數及其比較,項目;預算數;決算數;比較增減數;增減百分比;占決算總額百分比,行政院主計總處
中央政府總決算歲入歲出簡明比較分析表,105年度中央政府總決算歲入歲出簡明比較分析表,45389,中央政府總決算歲入、歲出之預算數、決算數及其比較,項目;預算數;決算數;比較增減數;增減百分比;占決算總額百分比,行政院主計總處
中央政府總決算歲入歲出簡明比較分析表,106年度中央政府總決算歲入歲出簡明比較分析表,79996,政府預算執行情形狀況,"一、歲入合計;1,841,451,404,000.00;1,921,298,869,205.29;79,847,465,205.29;4.3;100",行政院主計總處
中央政府總決算歲入歲出簡明比較分析表,107年度中央政府總決算歲入歲出簡明比較分析表,102142,107年度中央政府總決算歲入、歲出之預算數、決算數及其比較,"一、歲入合計;1,919,376,256,000.00;2,017,735,639,124.67;98,359,383,124.67;5.1;100",行政院主計總處
中央政府總決算歲入歲出簡明比較分析表,108年度中央政府總決算歲入歲出簡明比較分析表,120982,中央政府總決算歲入、歲出之預算數、決算數及其比較,會計年度;項目;預算數;決算數;比較增減數;增減百分比;占決算總額百分比,行政院主計總處
中央政府總決算歲出決算分析總表,106年度中央政府總決算歲出政事別決算分析總表,85084,央政府總決算各主管機關歲出政事別科目之決算數,會計年度;科目_款;科目_名稱;主管機關編號;主管機關名稱;金額,行政院主計總處
中央政府總決算歲出決算總表,101年度中央政府總決算歲出政事別決算總表,6586,中央政府總決算歲出政事別科目之預算數、決算數及其比較,款;名稱;原預算數;預算增減數;預算數合計;實現數;應付數;保留數;決算數合計;比較增減數,行政院主計總處
中央政府總決算歲出決算總表,101年度中央政府總決算歲出機關別決算總表,6587,中央政府總決算歲出機關別科目之預算數、決算數及其比較,款;名稱;原預算數;預算增減數;預算數合計;實現數;應付數;保留數;決算數合計;比較增減數,行政院主計總處
中央政府總決算歲出決算總表,102年度中央政府總決算歲出政事別決算總表,9438,中央政府總決算歲出政事別科目之預算數、決算數及其比較,科目名稱;原預算數;預算增減數;預算數合計;實現數;應付數;保留數;決算數合計;比較增減數,行政院主計總處
中央政府總決算歲出決算總表,102年度中央政府總決算歲出機關別決算總表,9439,中央政府總決算歲出機關別科目之預算數、決算數及其比較,科目名稱;原預算數;預算增減數;預算數合計;實現數;應付數;保留數;決算數合計;比較增減數,行政院主計總處
中央政府總決算歲出決算總表,103年度中央政府總決算歲出政事別決算總表,17158,中央政府總決算歲出政事別科目之預算數、決算數及其比較,科目名稱;原預算數;預算增減數;預算數合計;實現數;應付數;保留數;決算數合計;比較增減數,行政院主計總處
中央政府總決算歲出決算總表,103年度中央政府總決算歲出機關別決算總表,17159,中央政府總決算歲出機關別科目之預算數、決算數及其比較,科目名稱;原預算數;預算增減數;預算數合計;實現數;應付數;保留數;決算數合計;比較增減數,行政院主計總處
中央政府總決算歲出決算總表,104年度中央政府總決算歲出政事別決算總表,33079,中央政府總決算歲出政事別科目之預算數、決算數及其比較,科目名稱;原預算數;預算增減數;預算數合計;實現數;應付數;保留數;決算數合計;比較增減數,行政院主計總處
中央政府總決算歲出決算總表,104年度中央政府總決算歲出機關別決算總表,33080,中央政府總決算歲出機關別科目之預算數、決算數及其比較,科目名稱;原預算數;預算增減數;預算數合計;實現數;應付數;保留數;決算數合計;比較增減數,行政院主計總處
中央政府總決算歲出決算總表,105年度中央政府總決算歲出機關別決算總表,45421,中央政府總決算歲出機關別科目之預算數、決算數及其比較,科目名稱;原預算數;預算增減數;預算數合計;實現數;應付數;保留數;決算數合計;比較增減數,行政院主計總處
中央政府總決算歲出決算總表,105年度中央政府總決算歲出政事別決算總表,45422,中央政府總決算歲出政事別科目之預算數、決算數及其比較,科目名稱;原預算數;預算增減數;預算數合計;實現數;應付數;保留數;決算數合計;比較增減數,行政院主計總處
中央政府總決算歲出決算總表,106年度中央政府總決算歲出政事別決算總表,80087,中央政府總決算歲出政事別科目之預算數、決算數及其比較,會計年度;科目_款;科目_名稱;預算數_原預算數;預算數_預算增減數;預算數_合計;決算數_實現數;決算數_應付數;決算數_保留數;決算數_合計;比較增加減數;說明,行政院主計總處
中央政府總決算歲出決算總表,106年度中央政府總決算歲出機關別決算總表,80089,中央政府總決算歲出機關別科目之預算數、決算數及其比較,會計年度;科目_款;科目_名稱;預算數_原預算數;預算數_預算增減數;預算數_合計;決算數_實現數;決算數_應付數;決算數_保留數;決算數_合計;比較增加減數;說明,行政院主計總處
中央政府總決算歲出決算總表,107年度中央政府總決算歲出機關別決算總表,102146,中央政府總決算歲出機關別科目之預算數、決算數及其比較,會計年度;科目_款;科目_名稱;預算數_原預算數;預算數_預算增減數;預算數_合計;決算數_實現數;決算數_應付數;決算數_保留數;決算數_合計;比較增加減數;說明,行政院主計總處
中央政府總決算歲出決算總表,107年度中央政府總決算歲出政事別決算總表,102147,中央政府總決算歲出政事別科目之預算數、決算數及其比較,會計年度;科目_款;科目_名稱;預算數_原預算數;預算數_預算增減數;預算數_合計;決算數_實現數;決算數_應付數;決算數_保留數;決算數_合計;比較增加減數;說明,行政院主計總處
中央政府總決算歲出決算總表,108年度中央政府總決算歲出機關別決算總表,120978,中央政府總決算歲出機關別科目之預算數、決算數及其比較,會計年度;科目_款;科目_名稱;預算數_原預算數;預算數_預算增減數;預算數_合計;決算數_實現數;決算數_應付數;決算數_保留數;決算數_合計;比較增加減數;說明,行政院主計總處
中央政府總決算歲出決算總表,108年度中央政府總決算歲出政事別決算總表,120979,中央政府總決算歲出政事別科目之預算數、決算數及其比較,會計年度;科目_款;科目_名稱;預算數_原預算數;預算數_預算增減數;預算數_合計;決算數_實現數;決算數_應付數;決算數_保留數;決算數_合計;比較增加減數;說明,行政院主計總處
中央政府總決算歲出決算總表-各年度,中央政府總決算歲出政事別決算總表-各年度,40332,中央政府總決算歲出政事別科目之預算數、決算數及其比較,名稱;原預算數;預算增減數;合計;實現數;應付數;保留數;比較增減數;合計2,行政院主計總處
中央政府總決算歲出決算總表-各年度,中央政府總決算歲出機關別決算總表-各年度,40334,中央政府總決算歲出機關別科目之預算數、決算數及其比較,名稱;原預算數;預算增減數;合計;決算實現數;應付數;保留數;合計2;比較增減數,行政院主計總處
中央政府總決算附屬單位決算及綜計表(作業基金),101年度中央政府總決算附屬單位決算及綜計表(作業基金),6894,101年度中央政府總決算附屬單位決算及綜計表-作業基金之收支餘絀綜計表、餘絀撥補綜計表、現金流量綜計表及平衡綜計表,,行政院主計總處
中央政府總決算附屬單位決算及綜計表(作業基金),102年度中央政府總決算附屬單位決算及綜計表(作業基金),9458,102年度中央政府總決算附屬單位決算及綜計表-作業基金之收支餘絀綜計表、餘絀撥補綜計表、現金流量綜計表及平衡綜計表,,行政院主計總處
中央政府總決算附屬單位決算及綜計表(作業基金),103年度中央政府總決算附屬單位決算及綜計表(作業基金),21514,103年度中央政府總決算附屬單位決算及綜計表-作業基金之收支餘絀綜計表、餘絀撥補綜計表、現金流量綜計表、平衡綜計表,,行政院主計總處
中央政府總決算附屬單位決算及綜計表(作業基金),104年度中央政府總決算附屬單位決算及綜計表(作業基金),33081,104年度中央政府總決算附屬單位決算及綜計表-作業基金之收支餘絀綜計表、餘絀撥補綜計表、現金流量綜計表、平衡綜計表,,行政院主計總處
中央政府總決算附屬單位決算及綜計表(作業基金),105年度中央政府總決算附屬單位決算及綜計表(作業基金),45696,105年度中央政府總決算附屬單位決算及綜計表-作業基金之收支餘絀綜計表、餘絀撥補綜計表、現金流量綜計表、平衡綜計表；科目、預算數、決算核定數、比較增減(金額、%),,行政院主計總處
