資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
宜蘭縣市區客運站位經緯度,42173,宜蘭縣市區客運站位經緯度,業者;路線編號;主支線;往返程;動線名稱;站序;站名;經度;緯度,宜蘭縣政府
宜蘭縣市區客運路線線型經緯度,42174,宜蘭縣市區客運路線線型經緯度,客運名稱;路線編號;路線站點編號;路線站點經緯度,宜蘭縣政府
宜蘭縣假日開放停車場與廁所學校一覽表,42175,目前宜蘭縣假日開放停車場與廁所學校一覽表,編號;鄉鎮市;學校名稱;停車格數量;開放時間;備註,宜蘭縣政府
宜蘭縣災民收容所學校一覽表,42176,目前宜蘭縣災民收容所學校一覽表,災民收容所編號;收容所鄉鎮;災民收容所名稱;收容所管理單位;容納人數;容納面積;管理人姓名;管理人電話;收容所村里;收容所地址;服務里別;備註,宜蘭縣政府
106年度校舍地春節期間開放露營場地之學校名冊,42177,目前宜蘭縣106年度校舍地春節期間開放露營場地之學校名冊,資料集欄位,宜蘭縣政府
宜蘭縣短期補習班,42178,宜蘭縣短期補習班,無主要欄位 無主要欄位說明,宜蘭縣政府
宜蘭縣樂齡學習中心,42179,宜蘭縣樂齡學習中心,無主要欄位 無主要欄位說明,宜蘭縣政府
宜蘭縣社區大學,42180,宜蘭縣社區大學,無主要欄位 無主要欄位說明,宜蘭縣政府
宜蘭縣通過認證環境教育場所認證情形表,42181,本縣累積取得環境教育設施場所認證計11所，武荖坑環境教育中心、深溝水源生態園區、羅東自然教育中心、臺灣戲劇館、宜蘭縣利澤垃圾資源回收（焚化）廠、頭城農場、芳香植物博物館（香草菲菲）、蘭陽博物館、宜蘭縣無尾港環境學習中心、員山生態教育館及雙連埤生態教室。,項次;場所名稱;所屬單位;備註,宜蘭縣政府
宜蘭縣公立幼兒園,42182,宜蘭縣公立幼兒園,無主要欄位 無主要欄位說明,宜蘭縣政府
宜蘭縣私立幼兒園,42183,宜蘭縣私立幼兒園,無主要欄位 無主要欄位說明,宜蘭縣政府
宜蘭縣獨居長者關懷志工隊,42184,宜蘭縣獨居長者關懷志工隊,"單位,服務區域,志工人數,聯絡電話,單位地址,坐標X,坐標Y",宜蘭縣政府
宜蘭縣經紀業名冊,42185,提供宜蘭縣經紀業名冊,統一編號;經紀業名稱;許可日期1;地址;電話1;加盟經營，加盟公司名稱;加入公會名稱1;加入公會名稱2,宜蘭縣政府
宜蘭縣土壤採樣計畫採樣次數資料,42186,"提供宜蘭縣土壤採樣計畫採樣次數資料(CSV, XML, JSON)",年度別;採樣計畫名稱;頭城鎮;礁溪鄉;壯圍鄉;宜蘭市;員山鄉;大同鄉;羅東鎮;五結鄉;冬山鄉;三星鄉;蘇澳鎮;南澳鄉,宜蘭縣政府
宜蘭縣利澤焚化廠位置資料,42187,宜蘭縣利澤焚化廠位置資料,詳如資料集內容,宜蘭縣政府
宜蘭縣柴油車排煙動力計檢測站基本資料,42188,"提供宜蘭縣柴油車排煙動力計檢測站地點資訊(CSV, XML, JSON)",檢測站名稱;檢測站電話;檢測站傳真;檢測站地址;檢測站網址;檢測站線上預約檢測網址,宜蘭縣政府
噪音管制標準第二條：噪音管制時段區分說明,42189,噪音管制標準第二條：噪音管制時段區分說明,時段;管制區;時段說明,宜蘭縣政府
噪音管制標準第四條：工廠(場)噪音管制標準值,42190,噪音管制標準第四條：工廠(場)噪音管制標準值,管制區;時段;頻率;音量;音量分類;公告連結網址,宜蘭縣政府
宜蘭縣依據噪音管制標準第八條公告噪音管制標準,42191,宜蘭縣依據噪音管制標準第八條公告噪音管制標準 噪音管制標準第八條：其他經主管機關公告場所及風力發電機組以外之設施噪音管制標準值,管制區;時段;頻率;音量;音量分類;公告連結網址,宜蘭縣政府
宜蘭縣自辦海域水質監測結果,42192,宜蘭縣自辦海域水質監測結果,採樣海域;採樣日期;採樣水深;pH;水溫;導電度;溶氧量;鹽度;生化需氧量;海水中化學需氧量;大腸桿菌群;氨氮;油脂;酚類;正磷酸鹽;懸浮固體;矽酸鹽;亞硝酸鹽;硝酸鹽;葉綠素a;礦物性油脂;砷;海水中鎘;海水中鉻;海水中六價鉻;海水中銅;海水中鐵;汞;海水中錳;海水中鎳;海水中鉛;海水中鋅,宜蘭縣政府
宜蘭縣環保局公務統計報表下載,42193,宜蘭縣環保局公務統計報表下載,資料種類;報表名稱;報表種類;表期;報表編號;報表下載網址,宜蘭縣政府
宜蘭縣環保局申辦表單下載,42194,宜蘭縣環保局申辦表單下載,業務類別;表單名稱;下載網頁,宜蘭縣政府
宜蘭縣垃圾衛生掩埋場地下水監測井位置資料,42195,宜蘭縣垃圾衛生掩埋場地下水監測井位置資料,,宜蘭縣政府
宜蘭縣一般地區環境音量每季監測資料,42196,宜蘭縣一般地區環境音量監測,監測站名;監測站編號;管制區;年;月;日;T0-1時;T1-2時;T2-3時;T3-4時;T4-5時;T5-6時;T6-7時;T7-8時;T8-9時;T9-10時;T10-11時;T11-12時;T12-13時;T13-14時;T14-15時;T15-16時;T16-17時;T17-18時;T18-19時;T19-20時;T20-21時,宜蘭縣政府
宜蘭縣生熟廚餘回收分類表,42197,宜蘭縣生熟廚餘回收分類表,可否回收;回收物種類;回收桶分類;垃圾種類,宜蘭縣政府
宜蘭縣飲料販賣業提報減量計畫之優惠方案,42198,宜蘭縣飲料販賣業提報減量計畫之優惠方案,品牌名稱;自備環保杯優惠內容,宜蘭縣政府
宜蘭縣環保局新聞稿,42199,宜蘭縣環保局新聞稿,發稿日期;新聞稿主旨;聯絡人;連絡電話;連結網址,宜蘭縣政府
宜蘭縣綠色商店名冊,42200,宜蘭縣綠色商店名冊,商店編號;商店名稱;聯絡地址;聯絡電話,宜蘭縣政府
政府行政機關辦公日曆表,42201,提供行政院人事行政總處訂定每年行政機關辦公日曆表,date;name;isHoliday;holidayCategory;description,宜蘭縣政府
宜蘭縣偏遠地區移動式機車檢驗站機車定檢服務行程表,42202,"提供本年度宜蘭縣偏遠地區(南澳、東澳、四季、南山、大里等村里)之移動式機車檢驗站機車定檢服務行程表(CSV, XML, JSON 格式)",鄉鎮市;地點;檢驗服務時間;檢驗服務日期,宜蘭縣政府
宜蘭縣歷屆環境教育獎得獎名單,42203,宜蘭縣歷屆環境教育獎得獎名單,組別;屆期類別;獎項;得獎人,宜蘭縣政府
宜蘭縣取得事業廢棄物(廚餘)再利用檢核身分機構名冊,42204,"提供宜蘭縣取得事業廢棄物(廚餘)再利用檢核身分機構名冊(CSV, XML, JSON格式資料)",序號;機構名稱;電話;所在鄉鎮市;再利用檢核期限,宜蘭縣政府
宜蘭縣各公所歷年環境清潔競賽考核評比成績,42205,"提供宜蘭縣各公所歷年環境清潔競賽考核評比成績(CSV, XML, JSON)",年度;期間;第一名;第二名;第三名,宜蘭縣政府
宜蘭縣自辦港口水質監測結果,42206,"採樣海域,採樣日期,採樣水深,pH,水溫,導電度,溶氧量,鹽度,生化需氧量,海水中化學需氧量,大腸桿菌群,油脂,酚類,懸浮固體,礦物性油脂,海水中鎘,海水中鉻,海水中六價鉻,海水中銅,海水中鐵,海水中錳,海水中鎳,海水中鉛,海水中鋅,汞,砷,達馬松,亞素靈,大利松,巴拉松,一品松,陶斯松",,宜蘭縣政府
噪音管制標準第五條：娛樂場所、營業場所噪音管制標準,42207,噪音管制標準第五條：娛樂場所、營業場所噪音管制標準,管制區;時段;頻率;音量;音量分類;公告連結網址,宜蘭縣政府
宜蘭縣港口水質監測標準值,42208,宜蘭縣港口水質監測標準值,監測項目;單位;標準值,宜蘭縣政府
宜蘭縣交通音量每季監測資料,42209,宜蘭縣交通音量每季監測資料,監測站名;監測站編號;緊鄰道路寬度;管制區;年;月;日;T0-1時;T1-2時;T2-3時;T3-4時;T4-5時;T5-6時;T6-7時;T7-8時;T8-9時;T9-10時;T10-11時;T11-12時;T12-13時;T13-14時;T14-15時;T15-16時;T16-17時;T17-18時;T18-19時;T19-20時;T20-21時;T21-22時;T22-23時;T23-24時,宜蘭縣政府
宜蘭縣社區資源回收站資訊,42210,宜蘭縣社區資源回收站資訊,詳如資料集內容,宜蘭縣政府
宜蘭縣環保旅店名冊,42211,宜蘭縣環保旅店名冊,旅店名稱;地址;聯絡電話,宜蘭縣政府
宜蘭縣各鄉鎮市垃圾車APP清運點資料,42212,宜蘭縣各鄉鎮市垃圾車APP清運點資料,"星期,鄉鎮市,站序,表定時間,路線名稱,清運點名稱,經度,緯度",宜蘭縣政府
宜蘭縣人工空氣品質監測站總懸浮微粒監測資料,42213,宜蘭縣人工空氣品質監測站總懸浮微粒監測資料,測站編號;測站名稱;年份;月份;採樣開始日期;採樣結束日期;上下半月;總懸浮微粒;鉛;硫酸鹽;硝酸鹽;氯鹽;正己烷抽出物,宜蘭縣政府
宜蘭縣已補助新購電動二輪車申請案查詢,42214,宜蘭縣已補助新購電動二輪車申請案查詢,購買日期;車身號碼;車牌號碼;目前申辦進度;備註,宜蘭縣政府
宜蘭縣加油站資料,42215,"提供CSV,XML,JSON三種資料格式",加油站名稱;加油站地址;負責人聯絡電話,宜蘭縣政府
宜蘭縣有申請廢食用油工作證之合格清除機構,42216,"提供CSV, XML, JSON三種格式資料",機構名稱;機構電話;所在縣市別;有效日期,宜蘭縣政府
宜蘭縣自備環保杯享優惠業者名單,42217,宜蘭縣自備環保杯享優惠業者名單,品牌名稱;鄉鎮別;門市地址,宜蘭縣政府
宜蘭縣環保局招標公告,42218,宜蘭縣環保局招標公告,案件編號;是否已截止領標;標案名稱;領標及投標期限;連結網址,宜蘭縣政府
宜蘭縣人工空氣品質監測站落塵量監測資料,42219,宜蘭縣人工空氣品質監測站落塵量監測資料,測站編號;測站名稱;年份;月份;採樣開始日期;採樣結束日期;落塵量,宜蘭縣政府
宜蘭縣各鄉鎮市清潔隊廚餘回收分類表,42220,宜蘭縣各鄉鎮市清潔隊廚餘回收分類表,鄉鎮市別;回收項目;不回收項目,宜蘭縣政府
宜蘭縣公民營清除處理機構名冊,42221,宜蘭縣公民營清除處理機構名冊,機構管制編號;機構名稱;機構地址;機構電話;清除機構級別;處理機構級別,宜蘭縣政府
宜蘭縣環保局環保大事記,42222,宜蘭縣環保局環保大事記,事件日期;事件年份;事件月份;承辦科室;事件內容摘要,宜蘭縣政府
宜蘭縣廢棄車輛拖吊資料查詢系統,42223,提供民眾查詢廢棄車輛拖吊資料查詢。,案件編號;移置日期;發現棄置地點;處理狀況;引擎號碼;廠牌;車種;車體顏色;車輛照片連結,宜蘭縣政府
宜蘭縣水質監測站基本資料,42224,"宜蘭縣水質監測站基本資料 提供CSV, XML, JSON三種格式",鄉鎮別;流域別;測站名稱;測站編號;經度;緯度;地址;水體分類等級,宜蘭縣政府
宜蘭縣機車排氣檢驗站資料,42225,宜蘭縣機車排氣檢驗站資料,站號;站名;電話;地址;廠牌,宜蘭縣政府
宜蘭縣已核發應回收廢棄物回收處理業登記名冊,42226,宜蘭縣已核發應回收廢棄物回收處理業登記名冊,序號;登記之回收商名稱;貯存場地址;電話;回收項目,宜蘭縣政府
宜蘭縣電動機車充電站,42227,宜蘭縣電動機車充電站地址,鄉鎮別;地點名稱;電話;地址;地點類別,宜蘭縣政府
宜蘭縣領有病媒防治業許可執照業者名單,42228,宜蘭縣領有病媒防治業許可執照業者名單,公司名稱;負責人;電話;地址,宜蘭縣政府
宜蘭縣環保法規,42229,宜蘭縣環保法規,法規類別;法規名稱;法規內容連結網址,宜蘭縣政府
宜蘭縣噪音監測站名冊,42230,宜蘭縣噪音監測站名冊,測站編號;監測站地點;監測類別;管制區類別,宜蘭縣政府
宜蘭縣歷年資源回收成果統計表,42231,宜蘭縣歷年資源回收成果統計表,年度;資源回收率;廚餘回收率;每人每日垃圾清運量,宜蘭縣政府
宜蘭縣固定污染源自動連續監測系統(CEMS)開放資料,42232,相關說明： http://cems.ilepb.gov.tw/OpenData/ API使用說明： http://cems.ilepb.gov.tw/OpenData/Public/ApiHelp.aspx,CNO;POLNO;TIME;ITEM;CODE2;VAL,宜蘭縣政府
宜蘭縣垃圾衛生掩埋場地下水監測基準值,42233,宜蘭縣垃圾衛生掩埋場地下水監測基準值,砷;鎘;總鉻;汞;銅;鉛;鋅;總硬度;總溶解固體物;氯鹽;氨氮;硝酸鹽氮;硫酸鹽;總有機碳;pH;電導度;水溫;BOD;COD,宜蘭縣政府
宜蘭縣列管海岸資料,42234,"提供宜蘭縣列管海岸位置與通報單位資料(提供CSV, XML, JSON格式資料)",編號;清潔海岸地點;長度;查報單位,宜蘭縣政府
宜蘭縣各鄉鎮市公所公設廣告欄設置地點,42235,"提供宜蘭縣各鄉鎮市公所公設廣告欄設置地點資料(提供CSV, XML, JSON格式資料)",鄉鎮市;設置地點;座數,宜蘭縣政府
宜蘭縣水肥清運業者經許可投入水肥處理站名冊,42236,宜蘭縣水肥清運業者經許可投入水肥處理站名冊,公司名稱;鄉鎮市別;連絡人;連絡電話一;連絡電話二,宜蘭縣政府
宜蘭縣垃圾掩埋場現況表,42237,宜蘭縣垃圾掩埋場現況表,鄉鎮市;地點;啟用日期;封閉日期;面積;設計容量;興建經費;處理方式;現況,宜蘭縣政府
宜蘭縣4大水泥廠廢棄物再利用資料,42238,宜蘭縣4大水泥廠廢棄物再利用資料,廠名;再利用方式;再利用事業廢棄物種類;數量;單位,宜蘭縣政府
宜蘭縣超商賣場廟宇紙錢集中門市名冊,42239,"提供宜蘭縣當年度超商賣場廟宇紙錢集中門市名冊(CSV, XML, JSON)",序號;鄉鎮市;集中點名稱;聯絡電話;地址,宜蘭縣政府
宜蘭縣政府環境影響評估審查委員會委員名冊,42240,宜蘭縣政府環境影響評估審查委員會委員名冊,單位;職稱;姓名;專長,宜蘭縣政府
宜蘭縣各公所及清潔隊聯絡資料,42241,"提供宜蘭縣各公所及清潔隊聯絡資料(CSV, XML, JSON)",公所名稱;地址;總機電話;清潔隊電話,宜蘭縣政府
宜蘭縣場置性地下水監測井基本資料,42242,"提供宜蘭縣場置性地下水監測井基本資料(CSV, XML, JSON)",監測井編號;監測站名;地址;監測站坐標-X;監測站坐標-Y;設置日期;設置廠商;井篩長度;井深;監測井型式;井頂高程,宜蘭縣政府
噪音管制標準第六條：營建工程噪音管制標準值,42243,噪音管制標準第六條：營建工程噪音管制標準值,管制區;時段;頻率;音量;音量分類;公告連結網址,宜蘭縣政府
噪音管制標準第七條：擴音設施噪音管制標準,42244,噪音管制標準第七條：擴音設施噪音管制標準,管制區;時段;頻率;音量;音量分類;公告連結網址,宜蘭縣政府
宜蘭縣海域水質監測標準值,42245,宜蘭縣海域水質監測標準值,檢驗;項目單位;標準值,宜蘭縣政府
宜蘭縣環境教育設施場所名冊,42246,宜蘭縣環境教育設施場所名冊,設施場所名稱;認證核准字號,宜蘭縣政府
宜蘭縣資源回收物分類指引明細表,42247,宜蘭縣資源回收物分類指引明細表,粗分類;分類方式;細分類;原則處理,宜蘭縣政府
宜蘭縣垃圾衛生掩埋場進場量資料,42248,宜蘭縣垃圾衛生掩埋場進場量資料,掩埋場名稱;年月;進場掩埋量,宜蘭縣政府
宜蘭縣自來水水質監測與指標資料,42249,宜蘭縣自來水水質監測與指標資料,自來水分區;測點;採樣日期;氫離子濃度指數;硝酸鹽氮;鉛;是否合格;總硬度;自由有效餘氯;濁度;總菌落數,宜蘭縣政府
宜蘭縣再生家具販售目錄,42250,宜蘭縣環保局再生家具販售目錄，提供CSV、XML、JSON格式資料,類別;編號;名稱;長;寬;高;定價;數量;家俱照片網址,宜蘭縣政府
宜蘭縣垃圾衛生掩埋場歷年地下水監測結果,42251,宜蘭縣垃圾衛生掩埋場歷年地下水監測結果,掩埋場名稱;年;月;日;監測井編號;砷;鎘;總鉻;汞;銅;鉛;鋅;總硬度;總溶解固體物;氯鹽;氨氮;硝酸鹽氮;硫酸鹽;總有機碳;pH;電導度;水溫;BOD;COD,宜蘭縣政府
宜蘭縣區域性地下水監測井基本資料,42252,宜蘭縣區域性地下水監測井基本資料(區域性，由地方環保局進行監測),監測井編號;監測站名;地址;監測站坐標-X;監測站坐標-Y;設置日期;設置廠商;井篩長度;井深;監測井型式;井頂高程,宜蘭縣政府
宜蘭縣人工空氣品質測站設置概況與測定項目,42253,宜蘭縣人工空氣品質測站設置概況與測定項目基本資料,詳如資料集內容,宜蘭縣政府
宜蘭縣公廁基本資料,42254,由宜蘭縣政府環保局所提供管轄內所有公共廁所座標資訊，方便民眾多加應用。,公廁編號;公廁名稱;地址或地點描述;管理單位名稱;管理單位聯絡電話;緯度;經度;最新公廁級別;公廁類別;公廁類型;男廁小便斗數量;男廁間數量;女廁間數量;親子廁間數量;無障礙廁間數量;混合廁間數量;坐式馬桶;蹲式馬桶,宜蘭縣政府
宜蘭縣本縣各類噪音管制區公告,42255,宜蘭縣本縣各類噪音管制區公告,管制區類別;管制區範圍說明,宜蘭縣政府
宜蘭縣公費流感抗病毒藥劑合約院所名冊,42256,宜蘭縣公費流感抗病毒藥劑合約配置點一覽表,十碼章;醫院名稱;縣市別;行政區;郵遞區號;地址;連絡電話;座標緯度;座標經度;備註;建立日期;更新日期,宜蘭縣政府
結核病個案、接觸者及潛伏結核感染治療個案管理統計報表,42257,依據疾病管制署資料提供宜蘭縣結核病案數等資訊,結核病個案;接觸者及潛伏結核感染治療個案管理統計各年度報表;結核病個案新案數;接觸者;潛伏結核感染治療個案,宜蘭縣政府
宜蘭縣預防接種合約院所,42258,宜蘭縣預防接種合約院所,無主要欄位 無主要欄位說明,宜蘭縣政府
宜蘭縣公費克流感合約院所,42259,宜蘭縣公費克流感合約院所,,宜蘭縣政府
宜蘭縣流感合約院所,42260,宜蘭縣流感合約院所,,宜蘭縣政府
宜蘭縣呼吸照護資源,42261,宜蘭縣呼吸照護資源,"機構名稱,機構代碼,地址,權屬別,負責人姓名,電話,亞急性呼吸照護病床,慢性呼吸照護病床,坐標X,坐標Y",宜蘭縣政府
醫政違規案件統計,42262,年度醫政違規案件統計,違反法規;件數,宜蘭縣政府
宜蘭縣醫療機構地址電話名冊,42263,宜蘭縣內診所名冊,機構名稱;機構代碼;地址;負責人;電話,宜蘭縣政府
宜蘭縣產後護理之家,42264,宜蘭縣產後護理之家,機構名稱;地址;開業日期;負責人;電話;產後護理床開放數;嬰兒床開放數;評鑑結果,宜蘭縣政府
宜蘭縣各急救責任醫院概況,42265,宜蘭縣各急救責任醫院概況,醫院名稱;國立陽明大學附設醫院;羅東博愛醫院;羅東聖母醫院;台北榮民總醫院員山分院;台北榮民總醫院 蘇澳分院;蘭陽仁愛醫院;杏和醫院,宜蘭縣政府
宜蘭縣行政區救護車資源,42266,宜蘭縣行政區救護車資源,無主要欄位 無主要欄位說明,宜蘭縣政府
宜蘭縣勞工一般、特殊、巡迴體格與健康檢查認可之醫療機構,42267,105年宜蘭縣勞工一般、特殊、巡迴體格及健康檢查指定醫院名冊,﻿105年宜蘭縣勞工一般;特殊;巡迴體格及健康檢查指定醫院名冊;醫療機構名稱;聯絡人;聯絡電話;一般體格及健康檢查;特殊體格及健康檢查;特殊粉塵健檢;特殊噪音健檢;巡迴一般健檢;巡迴特殊健檢;巡迴特殊粉塵健檢;巡迴特殊噪音健檢,宜蘭縣政府
宜蘭縣健康促進醫院(HPH國際網絡認證)機構名單,42268,宜蘭縣6家健康促進醫院(HPH國際網絡認證)機構名單,編號;機構名稱;取得認證年度,宜蘭縣政府
宜蘭縣105年哺集乳室及友善哺乳場所,42269,宜蘭縣哺集乳室,,宜蘭縣政府
宜蘭縣母嬰親善醫療院所名單,42270,宜蘭縣母嬰親善醫療院所名單,,宜蘭縣政府
宜蘭縣衛生所,42271,宜蘭縣衛生所,無主要欄位 無主要欄位說明,宜蘭縣政府
宜蘭縣藥局名冊,42272,目前宜蘭縣藥局一覽表,資料集欄位,宜蘭縣政府
宜蘭縣餐飲業衛生優良評核名單,42273,宜蘭縣餐飲業衛生優良評核名單,編號;廠商名稱;負責人地址;評核結果,宜蘭縣政府
宜蘭縣餐盒業衛生優良評核名單,42274,宜蘭縣餐盒業衛生優良評核名單,編號;廠商名稱;負責人地址;評核結果,宜蘭縣政府
宜蘭縣烘焙業衛生優良評核名單,42275,宜蘭縣烘焙業衛生優良評核名單,編號;廠商名稱;負責人地址;評核結果,宜蘭縣政府
宜蘭縣安心標章認證通過業者,42276,宜蘭縣安心標章認證通過業者,,宜蘭縣政府
宜蘭縣一般護理之家,42277,目前宜蘭縣一般護理之家名單一覽表,序號;機構名稱;地址;聯絡電話,宜蘭縣政府
宜蘭縣居家護理所名單,42278,目前宜蘭縣居家護理所名單一覽表,單位;聯絡電話;地址,宜蘭縣政府
宜蘭縣立案老人長期照顧及安養機構名冊,42279,目前宜蘭縣立案老人長期照顧及安養機構名冊一覽表,編號;機構名稱;負責人;電話;傳真;地址,宜蘭縣政府
宜蘭縣心理資源,42280,宜蘭縣心理衛生資源現況,機構名稱;地址;電話;門診;急診;急性;慢性;日間照護;居家;精神諮詢;心理諮詢;社區復健中心;康復之家及護理之家,宜蘭縣政府
指定藥癮戒治機構,42281,宜蘭縣指定藥癮戒治機構,醫療院所;藥癮;酒癮;地址;聯絡電話;指定類別,宜蘭縣政府
宜蘭縣測速及闖紅燈固定桿設置地點,42282,目前宜蘭縣提供測速及闖紅燈固定桿設置地點清單一覽表,流水號;設置地點;轄區分局;設備型式;備註,宜蘭縣政府
宜蘭縣政府警察局及各分局、分駐(派出)所地址及電話,42283,警察局及各分局、分駐(派出)所地址及電話一覽表,名稱;地址;電話,宜蘭縣政府
宜蘭縣路口監錄系統設置地點,42284,94至106年宜蘭縣路口監錄系統設置地點一覽表,編號;建置年度;建置地點;主機組數;攝影機數;備註,宜蘭縣政府
宜蘭縣繳稅方式,42285,提供地方稅繳稅方式適用範圍、適用期間、適用對象、操作程序、納稅人負擔手續費等資訊,繳稅方式;適用稅目;適用期間,宜蘭縣政府
宜蘭縣政府財政稅務局地方稅稅務行事曆,42286,提供宜蘭縣政府財政稅務局地方稅稅務行事曆,日期;辦理事項,宜蘭縣政府
宜蘭縣政府地方稅務局保有及管理個人資料項目彙整表,42287,宜蘭縣政府地方稅務局保有個人資料之項目及管理單位,,宜蘭縣政府
曾發生溺水地點,42288,目前宜蘭縣各水域曾經發生溺水案件並造成民眾死亡之清單一覽表,編號 行政區 曾發生溺水地點,宜蘭縣政府
搶救不易狹小窄道清冊,42289,目前宜蘭縣狹小巷道清冊一覽表,編號 鄉;鎮 村;里 路段,宜蘭縣政府
宜蘭縣政府燃氣熱水器承裝業技術士名冊,42290,合格燃氣熱水器承裝業者所屬技術士,編號;轄區分隊;承裝業名稱;營業場所地址;負責人姓名;技術士姓名;技術士證號,宜蘭縣政府
宜蘭縣政府燃氣熱水器承裝業名冊,42291,燃氣熱水器承裝業者須向本局申請核可承裝業，方得安裝,序號;承裝業名稱;統一編號;公司登記或商業登記地址;營業場所地址;聯絡電話,宜蘭縣政府
消防安全檢查重大不合格場所一覽表,42292,營業場所經消防安全檢查不合格，於限改期限後，複查仍未改善者且舉發裁處在案者,場所名稱;場所地點;檢查結果;檢查日期,宜蘭縣政府
宜蘭縣政府消防局各單位通訊錄,42293,提供宜蘭縣政府消防局各單位最新之通訊錄供所需單位或民眾參閱,單位;地址;電話,宜蘭縣政府
宜蘭縣公共圖書館,42294,宜蘭縣公共圖書館,無主要欄位 無主要欄位說明,宜蘭縣政府
宜蘭縣社區日曆,42295,"宜蘭縣每年皆會發行社區日曆,由縣內挑選出12個社區,做為每個月份的主題",日曆標題;類別;社區;標題說明;關鍵字;型式;網址;檔案;鄉鎮別,宜蘭縣政府
105年1月份已登記公私有土地筆數面積統計表,42296,宜蘭地政事務所轄區內已登記公私有土地筆數面積統計表,面積;公有;私有;公私共有;筆數,宜蘭縣政府
105年2月份已登記公私有土地筆數面積統計表,42297,宜蘭地政事務所轄區內已登記公私有土地筆數面積統計表,面積;公有;私有;公私共有;筆數,宜蘭縣政府
105年3月份已登記公私有土地筆數面積統計表,42298,宜蘭地政事務所轄區內已登記公私有土地筆數面積統計表,面積;公有;私有;公私共有;筆數,宜蘭縣政府
105年4月份已登記公私有土地筆數面積統計表,42299,宜蘭地政事務所轄區內已登記公私有土地筆數面積統計表,面積;公有;私有;公私共有;筆數,宜蘭縣政府
105年5月份已登記公私有土地筆數面積統計表,42300,宜蘭地政事務所轄區內已登記公私有土地筆數面積統計表,面積;公有;私有;公私共有;筆數,宜蘭縣政府
105年6月份已登記公私有土地筆數面積統計表,42301,宜蘭地政事務所轄區內已登記公私有土地筆數面積統計表,面積;公有;私有;公私共有;筆數,宜蘭縣政府
105年7月份已登記公私有土地筆數面積統計表,42302,宜蘭地政事務所轄區內已登記公私有土地筆數面積統計表,面積;公有;私有;公私共有;筆數,宜蘭縣政府
