資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
新竹縣政府稅捐稽徵局職員(含聘僱)學歷性別統計表(截至107.06.30),45299,新竹縣政府稅捐稽徵局職員(含聘僱)學歷性別統計表(截至107.06.30),類別;研究所男;研究所女;大學男;大學女;專科男;專科女;高中男;高中女,新竹縣政府稅捐稽徵局
新竹縣政府稅捐稽徵局職員(含聘僱)年齡性別統計表(截至107.06.30),45300,新竹縣政府稅捐稽徵局職員(含聘僱)年齡性別統計表(截至107.06.30),類別;男29歲以下;女29歲以下;男30至39歲;女30至39歲;男40至49歲;女40至49歲;男50至59歲;女50至59歲;男60至65歲;女60至65歲,新竹縣政府稅務局
新竹縣101年至105年土地增值稅稅源統計表,45458,新竹縣101年至105年土地增值稅稅源統計表,年度別;稅種;筆數;面積;移轉現值;調整後原地價;改良土地費用;漲價總數額;查定稅額;增繳地價抵繳;重劃減徵;徵收減徵;其他減徵;長期持有減徵;應納稅額,新竹縣政府稅務局
新竹縣106年4月份縣統籌分配稅款累計表,45752,106年4月份縣統籌分配稅款累計表,科目與金額;本月納庫數元;截至本月止累計納庫數元,財政處
新竹縣鄉鎮市調解件數統計(105年10月至106年3月),46530,105年10月至106年3月新竹縣鄉鎮市調解件數統計,鄉鎮市;受理件數;成立件數,行政處
新竹縣原住民鄉鎮辦理調解業務概況(105年10月至106年3月),46531,105年10月至106年3月新竹縣原住民鄉鎮辦理調解業務概況,類型;關西鎮;尖石鄉;五峰鄉;合計,行政處
新竹縣106年度5月份縣統籌分配稅款累計表,46671,科目與金額、本月納庫數、截至本月止累計納庫數,科目與金額;本月納庫數元;截至本月止累計納庫數元,財政處
新竹縣106年度6月份縣統籌分配稅款累計表,49608,106年度6月份縣統籌分配稅款累計表,科目與金額;本月納庫數元;截至本月止累計納庫數元,財政處
新竹縣106年7月份縣統籌分配稅款累計表,71530,106年7月份縣統籌分配稅款累計表,科目;本月納庫數元;年度106年1月至本月止累計納庫數元,財政處
新竹縣106年8月份縣統籌分配稅款累計表,71534,106年8月份縣統籌分配稅款累計表,科目;本月納庫數元;年度106年1月至本月止累計納庫數元,財政處
新竹縣公費流感抗病毒藥劑合約醫療機構名冊,71536,流感抗病毒藥劑合約醫療機構名冊,編號;醫療院所;院所類別;行政區;地址;電話,新竹縣政府衛生局
新竹縣旅遊服務中心聯絡資訊,71538,新竹縣旅遊服務中心聯絡資訊,名稱;電話;地址,交通旅遊處
新竹縣十大主要死亡原因(民國104年),71539,提供民國104年新竹縣十大主要死亡原因,順位;全部死亡原因;全部死亡率-每十萬人口;男性死亡原因;男性死亡率-每十萬男性人口;女性死亡原因;女性死亡率-每十萬女性人口,新竹縣政府衛生局
新竹縣十大主要死亡原因(民國105年),71540,提供民國105年新竹縣十大主要死亡原因,順位;全部死亡原因;全部死亡率-每十萬人口;男性死亡原因;男性死亡率-每十萬男性人口;女性死亡原因;女性死亡率-每十萬女性人口,新竹縣政府衛生局
新竹縣政府暨所屬機關可供租借公有場地資料,71541,新竹縣政府暨所屬機關可供租借公有場地資料,序號;場地坐落;主管機關管理單位;公有場地設施名稱;坪數;最大可容納人數-人;聯絡窗口;連絡電話;網頁-申請租借之網址連結等;注意事項,財政處
106年度9月份縣統籌分配稅款累計表,71544,106年度9月份縣統籌分配稅款累計表,科目;本月納庫數元;年度106年1月至本月止累計納庫數元,財政處
105年新竹縣民眾繳稅管道利用情形,71575,105年新竹縣民眾繳稅管道利用情形,信用卡;自動櫃員機;網際網路;電話語音;晶片金融卡;約定轉帳;便利超商;臨櫃,新竹縣政府稅務局
106年1月至6月年新竹縣民眾繳稅管道利用情形,71576,106年1月至6月年新竹縣民眾繳稅管道利用情形,信用卡;自動櫃員機;網際網路;電話語音;晶片金融卡;約定轉帳;便利超商;臨櫃,新竹縣政府稅務局
新竹縣政府稅捐稽徵局105年全功能服務櫃台服務件數統計表,71578,新竹縣政府稅捐稽徵局105年全功能服務櫃台服務件數統計表,服務項目;一般稅務服務;土地公告現值查詢;土地增值稅物價指數查詢;地價稅歷史資料查詢;退稅查詢;轉帳納稅非約定查詢;轉帳納稅約定查詢;全國財產稅總歸戶清單多筆查調;全國財產稅總歸戶清單線上查調;全國財產稅總歸戶清單批次查調;契價證明書;當期房屋稅籍證明;綜稅所得和稅籍資料多筆查詢;綜稅所得和稅籍資料線上查詢;綜稅所得資料批次查詢;綜稅稅籍資料批次查詢;課稅明細表-地價稅;課稅明細表-房屋稅;轉帳納稅繳納證明-地價稅;轉帳納稅繳納證明-使用牌照稅;轉帳納稅繳納證明-房屋稅;繳納證明-工程受益費;繳納證明-地價稅;繳納證明-使用牌照稅;繳納證明-房屋稅;繳納證明-契稅;繳納證明-娛樂稅;繳款證明-印花稅;繳款證明-土地增值稅;地方稅查詢欠稅及補發繳款書;牌照稅本縣市查欠作業;補發當期繳款書-工程受益費;補發當期繳款書-印花稅;補發當期繳款書-地價稅;補發當期繳款書-使用牌照稅;補發當期繳款書-房屋稅;補發當期繳款書-娛樂稅;人民申請案件處理情形查詢;土地增值稅申報案件處理情形查詢;土地增值稅享用自住用地稅率查詢;土地增值稅簡易試算作業;全國地價稅自住用地查詢;印製各類申請書;更名更址-地價稅;更名更址-房屋稅;更名更址-牌照稅;身心障礙者免繳使用牌照稅查詢;房屋稅當期課稅資料或稅籍查詢;契稅申報案件處理情形查詢;契稅估算-自動帶出全國各縣市房屋現值;契稅估算-自動帶出房屋現值;限本人查詢資料建檔查詢;預估重購土地退還土地增值稅額;滯納金及滯納利息線上核算作業,新竹縣政府稅務局
新竹縣政府稅捐稽徵局106年上半年代發他縣市稅捐機關作業統計,71579,新竹縣政府稅捐稽徵局106年上半年代發他縣市稅捐機關作業統計,服務項目;臺北市;臺中市;基隆市;台南市;高雄市;新北市;宜蘭縣;桃園市;嘉義市;新竹縣;苗栗縣;南投縣;彰化縣;新竹市;雲林縣;嘉義縣;屏東縣;花蓮縣;臺東縣;金門縣;澎湖縣;連江縣,新竹縣政府稅務局
新竹縣政府稅捐稽徵局106年上半年他機關代發本轄作業統計,71580,新竹縣政府稅捐稽徵局106年上半年他機關代發本轄作業統計,服務項目;臺北市;臺中市;基隆市;台南市;高雄市;新北市;宜蘭縣;桃園市;嘉義市;新竹縣;苗栗縣;南投縣;彰化縣;新竹市;雲林縣;嘉義縣;屏東縣;花蓮縣;臺東縣;金門縣;澎湖縣;連江縣,新竹縣政府稅務局
新竹縣106年新竹縣房屋稅查定統計表,71581,106年新竹縣房屋稅查定統計表,類別;應稅-戶件數;應稅-本稅;應稅-面積;應稅-現值;免稅-戶件數;免稅-面積;免稅-現值,新竹縣政府稅務局
新竹縣房屋標準單價表(105年6月30日以前適用),71582,新竹縣房屋標準單價表,總層數;鋼骨或造鋼骨混凝土造或鋼骨鋼筋混凝土造-第一類;鋼骨或造鋼骨混凝土造或鋼骨鋼筋混凝土造-第二類;鋼骨或造鋼骨混凝土造或鋼骨鋼筋混凝土造-第三類;鋼骨或造鋼骨混凝土造或鋼骨鋼筋混凝土造-第四類;鋼筋混凝土造或預鑄混凝土造-第一類;鋼筋混凝土造或預鑄混凝土造-第二類;鋼筋混凝土造或預鑄混凝土造-第三類;鋼筋混凝土造或預鑄混凝土造-第四類;鋼筋混凝土加強磚造-第一類;鋼筋混凝土加強磚造-第二類;鋼筋混凝土加強磚造-第三類;鋼筋混凝土加強磚造-第四類;鋼鐵造-U造-各種用途;鋼鐵造-J造-各種用途;磚或木或磚木或磚石造-各種用途,新竹縣政府稅務局
新竹縣房屋稅徵收率,71583,新竹縣房屋稅徵收率,使用情形;本縣徵收率;法定稅率,新竹縣政府稅務局
新竹縣房屋折舊率及耐用年數表,71584,新竹縣房屋折舊率及耐用年數表,構造別;代號;折舊率;耐用年數;殘值率,新竹縣政府稅捐稽徵局
新竹縣106年第1季契稅查定季報表,71585,106年第1季契稅查定季報表,項目;本季查定數_件數_合計;本季查定數_件數_應稅;本季查定數_件數_免稅;本季查定數_契價_合計;本季查定數_契價_應稅;本季查定數_契價_免稅;本季查定數_本稅_合計;本季查定數_本稅_應稅;本季查定數_本稅_免稅;截至本季底止累計查定數_件數_合計;截至本季底止累計查定數_件數_應稅;截至本季底止累計查定數_件數_免稅;截至本季底止累計查定數_契價_合計;截至本季底止累計查定數_契價_應稅;截至本季底止累計查定數_契價_免稅;截至本季底止累計查定數_本稅_合計;截至本季底止累計查定數_本稅_應稅;截至本季底止累計查定數_本稅_免稅,新竹縣政府稅捐稽徵局
新竹縣106年第2季契稅查定季報表,71586,106年第2季契稅查定季報表,項目;本季查定數_件數_合計;本季查定數_件數_應稅;本季查定數_件數_免稅;本季查定數_契價_合計;本季查定數_契價_應稅;本季查定數_契價_免稅;本季查定數_本稅_合計;本季查定數_本稅_應稅;本季查定數_本稅_免稅;截至本季底止累計查定數_件數_合計;截至本季底止累計查定數_件數_應稅;截至本季底止累計查定數_件數_免稅;截至本季底止累計查定數_契價_合計;截至本季底止累計查定數_契價_應稅;截至本季底止累計查定數_契價_免稅;截至本季底止累計查定數_本稅_合計;截至本季底止累計查定數_本稅_應稅;截至本季底止累計查定數_本稅_免稅,新竹縣政府稅務局
新竹縣106年第3季契稅查定季報表,71587,106年第3季契稅查定季報表,項目;本季查定數_件數_合計;本季查定數_件數_應稅;本季查定數_件數_免稅;本季查定數_契價_合計;本季查定數_契價_應稅;本季查定數_契價_免稅;本季查定數_本稅_合計;本季查定數_本稅_應稅;本季查定數_本稅_免稅;截至本季底止累計查定數_件數_合計;截至本季底止累計查定數_件數_應稅;截至本季底止累計查定數_件數_免稅;截至本季底止累計查定數_契價_合計;截至本季底止累計查定數_契價_應稅;截至本季底止累計查定數_契價_免稅;截至本季底止累計查定數_本稅_合計;截至本季底止累計查定數_本稅_應稅;截至本季底止累計查定數_本稅_免稅,新竹縣政府稅務局
新竹縣地價稅100年至105年開徵概況－按納稅義務人性別分,71594,新竹縣地價稅100年至105年開徵概況－按納稅義務人性別分,年別;戶數-男性;戶數-女性;面積-男性;面積-女性;地價-男性;地價-女性;查定稅額-男性;查定稅額-女性,新竹縣政府稅務局
新竹縣房屋稅100年至105年開徵概況－按納稅義務人性別分,71595,新竹縣房屋稅100年至105年開徵概況－按納稅義務人性別分,年別;戶數-男性;戶數-女性;面積-男性;面積-女性;現值-男性;現值-女性,新竹縣政府稅務局
新竹縣106年度10月份縣統籌分配稅款累計表,71597,106年度10月份縣統籌分配稅款累計表,稅目;本月納庫數;截至本月止累計納庫數,財政處
新竹縣房屋標準單價表(105年7月1日至106年6月30日適用),71655,新竹縣房屋標準單價表,總層數;鋼骨或造鋼骨混凝土造或鋼骨鋼筋混凝土造-第一類;鋼骨或造鋼骨混凝土造或鋼骨鋼筋混凝土造-第二類;鋼骨或造鋼骨混凝土造或鋼骨鋼筋混凝土造-第三類;鋼骨或造鋼骨混凝土造或鋼骨鋼筋混凝土造-第四類;鋼筋混凝土造或預鑄混凝土造-第一類;鋼筋混凝土造或預鑄混凝土造-第二類;鋼筋混凝土造或預鑄混凝土造-第三類;鋼筋混凝土造或預鑄混凝土造-第四類;鋼筋混凝土加強磚造-第一類;鋼筋混凝土加強磚造-第二類;鋼筋混凝土加強磚造-第三類;鋼筋混凝土加強磚造-第四類;鋼鐵造-U造-各種用途;鋼鐵造-J造-各種用途;木或石或磚造-各種用途;土或竹造-各種用途,新竹縣政府稅務局
新竹縣房屋標準單價表(106年7月1日至107年6月30日適用),71656,新竹縣房屋標準單價表,總層數;鋼骨或造鋼骨混凝土造或鋼骨鋼筋混凝土造-第一類;鋼骨或造鋼骨混凝土造或鋼骨鋼筋混凝土造-第二類;鋼骨或造鋼骨混凝土造或鋼骨鋼筋混凝土造-第三類;鋼骨或造鋼骨混凝土造或鋼骨鋼筋混凝土造-第四類;鋼筋混凝土造或預鑄混凝土造-第一類;鋼筋混凝土造或預鑄混凝土造-第二類;鋼筋混凝土造或預鑄混凝土造-第三類;鋼筋混凝土造或預鑄混凝土造-第四類;鋼筋混凝土加強磚造-第一類;鋼筋混凝土加強磚造-第二類;鋼筋混凝土加強磚造-第三類;鋼筋混凝土加強磚造-第四類;鋼鐵造-U造-各種用途;鋼鐵造-J造-各種用途;木或石或磚造-各種用途;土或竹造-各種用途,新竹縣政府稅務局
新竹縣房屋地段等級標準表,71657,新竹縣房屋地段等級標準表,級別;地段率;街路名稱,新竹縣政府稅務局
新竹縣106年度11月份縣統籌分配稅款累計表,72283,106年度11月份縣統籌分配稅款累計表,科目;本月納庫數元;年度106年1月至本月止累計納庫數元,財政處
新竹縣使用牌照稅稅額表一 (小客車、大客車、貨車、機車),72500,使用牌照稅稅額表,汽缸總排氣量-立方公分;自用小客車-每車乘人座位在九人以下者全年;營業小客車-每車乘人座位在九人以下者全年;大客車-每車乘人座位在十人以上者全年;貨車全年;機車全年,新竹縣政府稅務局
新竹縣政府稅捐稽徵局102年代發他縣市稅捐機關作業統計,73521,新竹縣政府稅捐稽徵局102年代發他縣市稅捐機關作業統計,服務項目;臺北市;臺中市;基隆市;台南市;高雄市;新北市;宜蘭縣;桃園市;嘉義市;新竹縣;苗栗縣;南投縣;彰化縣;新竹市;雲林縣;嘉義縣;屏東縣;花蓮縣;臺東縣;金門縣;澎湖縣;連江縣,新竹縣政府稅務局
新竹縣政府稅捐稽徵局104年全功能服務櫃台服務件數統計表,73522,新竹縣政府稅捐稽徵局104年全功能服務櫃台服務件數統計表,服務項目;一般稅務服務;土地公告現值查詢;土地增值稅物價指數查詢;地價稅歷史資料查詢;退稅查詢;轉帳納稅非約定查詢;轉帳納稅約定查詢;全國財產稅總歸戶清單多筆查調;全國財產稅總歸戶清單線上查調;全國財產稅總歸戶清單批次查調;契價證明書;當期房屋稅籍證明;綜稅所得和稅籍資料多筆查詢;綜稅所得和稅籍資料線上查詢;綜稅所得資料批次查詢;綜稅稅籍資料批次查詢;課稅明細表-地價稅;課稅明細表-房屋稅;轉帳納稅繳納證明-地價稅;轉帳納稅繳納證明-使用牌照稅;轉帳納稅繳納證明-房屋稅;繳納證明-工程受益費;繳納證明-地價稅;繳納證明-使用牌照稅;繳納證明-房屋稅;繳納證明-契稅;繳納證明-娛樂稅;繳款證明-印花稅;繳款證明-土地增值稅;地方稅查詢欠稅及補發繳款書;牌照稅本縣市查欠作業;補發當期繳款書-工程受益費;補發當期繳款書-印花稅;補發當期繳款書-地價稅;補發當期繳款書-使用牌照稅;補發當期繳款書-房屋稅;補發當期繳款書-娛樂稅;人民申請案件處理情形查詢;土地增值稅申報案件處理情形查詢;土地增值稅享用自住用地稅率查詢;土地增值稅簡易試算作業;全國地價稅自住用地查詢;印製各類申請書;更名更址-地價稅;更名更址-房屋稅;更名更址-牌照稅;身心障礙者免繳使用牌照稅查詢;房屋稅當期課稅資料或稅籍查詢;契稅申報案件處理情形查詢;契稅估算-自動帶出全國各縣市房屋現值;契稅估算-自動帶出房屋現值;限本人查詢資料建檔查詢;預估重購土地退還土地增值稅額;滯納金及滯納利息線上核算作業,新竹縣政府稅務局
新竹縣政府稅捐稽徵局103年全功能服務櫃台服務件數統計表,73523,新竹縣政府稅捐稽徵局103年全功能服務櫃台服務件數統計表,服務項目;一般稅務服務;土地公告現值查詢;土地增值稅物價指數查詢;地價稅歷史資料查詢;退稅查詢;轉帳納稅非約定查詢;轉帳納稅約定查詢;全國財產稅總歸戶清單多筆查調;全國財產稅總歸戶清單線上查調;全國財產稅總歸戶清單批次查調;契價證明書;當期房屋稅籍證明;綜稅所得和稅籍資料多筆查詢;綜稅所得和稅籍資料線上查詢;綜稅所得資料批次查詢;綜稅稅籍資料批次查詢;課稅明細表-地價稅;課稅明細表-房屋稅;轉帳納稅繳納證明-地價稅;轉帳納稅繳納證明-使用牌照稅;轉帳納稅繳納證明-房屋稅;繳納證明-工程受益費;繳納證明-地價稅;繳納證明-使用牌照稅;繳納證明-房屋稅;繳納證明-契稅;繳納證明-娛樂稅;繳款證明-印花稅;繳款證明-土地增值稅;地方稅查詢欠稅及補發繳款書;牌照稅本縣市查欠作業;補發當期繳款書-工程受益費;補發當期繳款書-印花稅;補發當期繳款書-地價稅;補發當期繳款書-使用牌照稅;補發當期繳款書-房屋稅;補發當期繳款書-娛樂稅;人民申請案件處理情形查詢;土地增值稅申報案件處理情形查詢;土地增值稅享用自住用地稅率查詢;土地增值稅簡易試算作業;全國地價稅自住用地查詢;印製各類申請書;更名更址-地價稅;更名更址-房屋稅;更名更址-牌照稅;身心障礙者免繳使用牌照稅查詢;房屋稅當期課稅資料或稅籍查詢;契稅申報案件處理情形查詢;契稅估算-自動帶出全國各縣市房屋現值;契稅估算-自動帶出房屋現值;限本人查詢資料建檔查詢;預估重購土地退還土地增值稅額;滯納金及滯納利息線上核算作業,新竹縣政府稅務局
新竹縣政府稅捐稽徵局102年全功能服務櫃台服務件數統計表,73524,新竹縣政府稅捐稽徵局102年全功能服務櫃台服務件數統計表,一般稅務服務;土地公告現值查詢;土地增值稅物價指數查詢;地價稅歷史資料查詢;退稅查詢;轉帳納稅非約定查詢;轉帳納稅約定查詢;全國財產稅總歸戶清單多筆查調;全國財產稅總歸戶清單線上查調;全國財產稅總歸戶清單批次查調;契價證明書;當期房屋稅籍證明;綜稅所得和稅籍資料多筆查詢;綜稅所得和稅籍資料線上查詢;綜稅所得資料批次查詢;綜稅稅籍資料批次查詢;課稅明細表-地價稅;課稅明細表-房屋稅;轉帳納稅繳納證明-地價稅;轉帳納稅繳納證明-使用牌照稅;轉帳納稅繳納證明-房屋稅;繳納證明-工程受益費;繳納證明-地價稅;繳納證明-使用牌照稅;繳納證明-房屋稅;繳納證明-契稅;繳納證明-娛樂稅;繳款證明-印花稅;繳款證明-土地增值稅;地方稅查詢欠稅及補發繳款書;牌照稅本縣市查欠作業;補發當期繳款書-工程受益費;補發當期繳款書-印花稅;補發當期繳款書-地價稅;補發當期繳款書-使用牌照稅;補發當期繳款書-房屋稅;補發當期繳款書-娛樂稅;人民申請案件處理情形查詢;土地增值稅申報案件處理情形查詢;土地增值稅享用自住用地稅率查詢;土地增值稅簡易試算作業;全國地價稅自住用地查詢;印製各類申請書;更名更址-地價稅;更名更址-房屋稅;更名更址-牌照稅;身心障礙者免繳使用牌照稅查詢;房屋稅當期課稅資料或稅籍查詢;契稅申報案件處理情形查詢;契稅估算-自動帶出全國各縣市房屋現值;契稅估算-自動帶出房屋現值;限本人查詢資料建檔查詢;預估重購土地退還土地增值稅額;滯納金及滯納利息線上核算作業,新竹縣政府稅務局
新竹縣政府稅捐稽徵局104年代發他縣市稅捐機關作業統計,73525,新竹縣政府稅捐稽徵局104年代發他縣市稅捐機關作業統計,服務項目;臺北市;臺中市;基隆市;台南市;高雄市;新北市;宜蘭縣;桃園市;嘉義市;新竹縣;苗栗縣;南投縣;彰化縣;新竹市;雲林縣;嘉義縣;屏東縣;花蓮縣;臺東縣;金門縣;澎湖縣;連江縣;合計,新竹縣政府稅務局
新竹縣政府稅捐稽徵局103年代發他縣市稅捐機關作業統計,73526,新竹縣政府稅捐稽徵局103年代發他縣市稅捐機關作業統計,服務項目;臺北市;臺中市;基隆市;台南市;高雄市;新北市;宜蘭縣;桃園市;嘉義市;新竹縣;苗栗縣;南投縣;彰化縣;新竹市;雲林縣;嘉義縣;屏東縣;花蓮縣;臺東縣;金門縣;澎湖縣;連江縣,新竹縣政府稅務局
新竹縣105年度地價稅開徵概況－按納稅義務人性別及年齡別分,73627,新竹縣105年度地價稅開徵概況－按納稅義務人性別及年齡別分,年齡;性別;戶數;面積;地價;查定稅額,新竹縣政府稅務局
新竹縣105年房屋稅開徵概況－按納稅義務人性別及年齡別分,73628,新竹縣105年房屋稅開徵概況－按納稅義務人性別及年齡別分,年齡;性別;戶數;面積;現值,新竹縣政府稅務局
新竹縣政府稅捐稽徵局105年代發他縣市稅捐機關作業統計,73629,新竹縣政府稅捐稽徵局105年代發他縣市稅捐機關作業統計,服務項目;臺北市;臺中市;基隆市;台南市;高雄市;新北市;宜蘭縣;桃園市;嘉義市;新竹縣;苗栗縣;南投縣;彰化縣;新竹市;雲林縣;嘉義縣;屏東縣;花蓮縣;臺東縣;金門縣;澎湖縣;連江縣,新竹縣政府稅務局
106年7至12月新竹縣民眾繳稅管道利用情形,74150,106年7至12月新竹縣民眾繳稅管道利用情形,信用卡;自動櫃員機;網際網路;電話語音;晶片金融卡;約定轉帳;便利超商;臨櫃,新竹縣政府稅務局
104年新竹縣民眾繳稅管道利用情形,74151,104年新竹縣民眾繳稅管道利用情形,信用卡;自動櫃員機;網際網路;電話語音;晶片金融卡;約定轉帳;便利超商;臨櫃,新竹縣政府稅務局
