資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
臺北市實施集中支付近5年庫款支付筆數,121138,臺北市實施集中支付電連存帳及簽發支票數量情形,年度;支票存帳筆數;電連存帳筆數;郵寄支票張數;候領支票張數;合計,臺北市政府財政局
臺北都會區大眾捷運系統車站點位圖,121140,臺北都會區大眾捷運系統車站點位GIS圖資,AREA;PERIMETER;NAME;LOC,臺北市政府捷運工程局
臺北市已立案宗教團體點位資料,121141,臺北市已立案宗教團體點位資料,SNO;RELIGION_TYPE;CB_NAME;CB_SNAME;PTNAME1;V_NAME;CB_REG_TITLE;PRESIDENT_NAME;CB_TEL;TOTAL_ADDR;R_STREET;R_SECTION;R_LANE;R_ALLEY;R_NO;R_OTHER;TM97_X;TM97_Y;DATA_STR;REG_NO;CB_PRESIDENT_NAME;total_addr,臺北市政府民政局
臺北市各區里疏散避難圖資訊(內湖區),121142,提供臺北市各區里疏散避難圖資訊,District;Village;FILE_URL,臺北市內湖區公所
臺北市河濱廁所,121143,臺北市29座河濱公園廁所類型及座落位置描述，提供CSV、Shape及KML共3種檔案格式，採TWD97座標系統呈現,No;Park;Location;Type;Remark;Latitude;Longitude;緯度TWD97;經度TWD97,臺北市政府工務局水利工程處
臺北市公立幼兒園通訊資料,121144,臺北市各行政區公立幼兒園名稱、電話及地址,編號;鄉鎮;幼兒園名稱;幼兒園電話;幼兒園住址;核定總招收人數,臺北市政府教育局
臺北市健康服務中心,121146,各區健康服務中心,健康服務中心名稱;網址;行政區;地址;電話,臺北市政府衛生局
臺北市河濱自行車道景點,121147,河濱自行車道週邊景點介紹，提供CSV及Shape兩種檔案格式，採WGS84座標系統呈現,Riverside_Park;Scenic_Spot;Latitude;Longitude;Description,臺北市政府工務局水利工程處
臺北市廢棄物處理場,121148,廢棄物處理場位置資訊,名稱;電話;地址;經度;緯度<br>,臺北市政府環境保護局
臺北市市政大樓及市民廣場場地使用時間及收費基準,121149,提供臺北市市政大樓場地租借之「場地名稱」、「面積」、「租用時段」及「收費標準」等資料,場地名稱;面積;租用時段;收費標準;備註,臺北市市政大樓公共事務管理中心
臺北市企業營運總部分布圖,121150,臺北市企業營運總部分布圖。,NAME;USEDATE;ADDR;CATEGORY;ADDR_X;ADDR_Y,臺北市政府產業發展局
臺北市中小學校學區,121151,臺北市國民中學學區劃分,學校名稱;區別;學區範圍;地址;電話號碼,臺北市政府教育局
臺北市10大多事故路口,121152,臺北市多事故路口係採CBI指標合值方式排序，綜合考量路口總件數、A1事故件數、A2事故件數及A3事故件數（不含息事案件）等項作加權計算得出。,排序;路口,臺北市政府交通局
臺北市專用垃圾袋代售點名冊,121153,臺北市專用垃圾袋代售點名冊,序號;網址,臺北市政府環境保護局
臺北市公車路線圖,121154,臺北市聯營公車路線圖，本項資料所採用座標系統為TWD97。,BAD_ATTRIB;BAD_CHINES,臺北市公共運輸處
臺北市殯葬禮儀公司,121155,本市登記之合法殯葬禮儀公司地址及連絡方式,no;name;contact;telephone;address;X;Y,臺北市殯葬管理處
臺北市公車站牌位置圖,121156,臺北市聯營公車站牌編號、中文名稱及位置，本項資料所採用座標系統為TWD97。,台北市公車站位-shp97,臺北市公共運輸處
臺北市商圈通訊錄,121157,臺北市商圈組識通訊錄,分區;商圈名稱;組織或里辦公處;組織代表;職稱;聯絡電話;傳真;商圈通訊地址,臺北市商業處
臺北市甲級廢棄物清除處理機構名單,121158,"臺北市甲級廢棄物清除處理機構級別,管制編號,機構名稱,電話,機構地址,主要營業項目,許可證字號等資訊",序號;級別;管制編號;機構名稱;電話;機構地址;主要營業項目;許可證字號,臺北市政府環境保護局
臺北市病媒防治業者名單,121160,臺北市病媒防治業者名單,序號;網址,臺北市政府環境保護局
臺北市各區里疏散避難圖資訊(信義區),121161,提供臺北市各區里疏散避難圖資訊,District;Village;FILE_URL,臺北市信義區公所
臺北市里界圖,121163,行政里界之調整為本局之權責，另為推動業務上運用地理資訊，特將本市456個里加以建置GIS圖層供各公務機關參考使用，本項資料所採用座標系統為TWD97。,AREA;NEW;FULL;PERF_ID;COUN_ID;CPID;CPTID;CPTVID;NPID;NPTID;NPTVID;PNAME;TNAME;VNAME;PTVNAME;PTNAME;TVNAME;TM2_MAX_X;TM2_MAX_Y;TM2_MIN_X;TM2_MIN_Y;MAX_X;MAX_Y;MIN_X;MIN_Y;SECT_NAME;LIE_NAME;sn,臺北市政府民政局
臺北市河流,121164,市轄河川主流及支流位置及名稱,PARCCID;大分類;英文代�;簡稱;全名;RGBID;CHN;SHAPE_AREA;SHAPE_LEN;英文代碼,臺北市政府工務局水利工程處
臺北市水利處-易積水地區,121165,臺北市易積水地區範圍，採用座標系統TWD97-TM2(zone121),district;name,臺北市政府工務局水利工程處
臺北市乙、丙級清除機構基本資料,121166,臺北市乙、丙級清除機構名稱、級別、機構電話、機構地址、機構負責人等資訊,序號;網址<br>,臺北市政府環境保護局
臺北市各區里疏散避難圖資訊(文山區),121168,提供臺北市各區里疏散避難圖資訊,區;里;圖檔連結網址,臺北市文山區公所
109臺北市各類防災任務學校一覽表,121169,簡表：Word資料，以行政區區分，提供行政區各類收容學校一覽表,行政區;土石流優先安置學校;水災優先安置學校;地震優先安置學校;提供社會局儲放物資學校,臺北市政府教育局
臺北市水利處歷史積水紀錄圖,121170,全市歷史積水紀錄圖，採用座標系統TWD97-TM2(zone121),Name;area;FD_DEPTH;FDATE;TOWN_NAME;ADDRESS,臺北市政府工務局水利工程處
臺北市視障按摩院所名冊,121171,本市目前視障按摩小站及曾獲選為優良按摩院之店家。,按摩小站名稱;地址;位置;營業時間,臺北市勞動力重建運用處
臺北市各區公所免費市民法律諮詢服務資料,121172,臺北市各區公所法律諮詢服務相關資料,district;Mediation Committee secretary;telephone;address,臺北市政府民政局
臺北市公費流感抗病毒藥劑合約院所,121173,臺北市公費流感抗病毒藥劑合約院所,十碼章;醫院名稱;縣市別;行政區;郵遞區號;地址;連絡電話;座標緯度;座標經度;備註;建立日期;更新日期,臺北市政府衛生局
臺北市固定里民活動場所資料,121174,本市各固定里民活動場所設置地址,編號;區;里;地址,臺北市政府民政局
臺北廣播電臺中文節目表,121175,廣播內容中文節目表，連結網頁提供線上收聽及過去60天節目音檔,chanel;week;start_time;end_time;program;DJ,臺北廣播電臺
臺北市菸酒製造業者資料一覽表,121176,揭露臺北市菸酒製造業者等相關資料，俾供消費者洽詢或申訴等事宜，以維護其權益。,項次;製造業者名稱;統一編號;負責人;總機構所在地;製菸或酒執照號碼,臺北市政府財政局
臺北市政府109年度歲入預算執行情形,121177,揭露臺北市歲入預算執行狀況,科目;全年度預算數_A;本月分配數;本月實收數;本月分配預算與實收比較;分配預算累計數_B;實收累計數_ C;分配預算累計與實收累計比較;實收累計數占年度預算％_C/A;實收累計數占分配預算％_C/B;上年度同期實收累計數_Ｄ;含本年度收取以前年度應收款實收累計數; 收入數_c;項目;主管機關名稱;年度預算數;累計分配數;實收累計數;實收累計數占年度預算數%;實收累計數占累計分配數%,臺北市政府財政局
提供申請短期使用土地清冊,121178,提供適合民間短期使用之市有非公用閒置土地予民間活化利用,編號;土地標示;可提供使用面積_㎡;土地公告地價_元/㎡;都市計畫使用分區;備註,臺北市政府財政局
臺北市政府消防局各單位通訊錄,121179,提供本府消防局局本部及各外勤大、中、分隊地址、電話及傳真號碼。,單位名稱;電話號碼;傳真號碼;地址,臺北市政府消防局
臺北市公車專用道,121180,公車專用道資料,路線;路段;起點;終點;長度;佈設方式;行駛方向;實施日期,臺北市交通管制工程處
臺北市公私立醫療院所,121182,全區醫院、診所,機構名稱;地址;電話,臺北市政府衛生局
臺北市立大學交通位置圖,121183,臺北市立大學交通位置圖,無,臺北市政府教育局
臺北市電動機車充電地址,121184,臺北市電動機車充電地址,編號;單位;行政區;地址;備註<br>,臺北市政府環境保護局
臺北市營業衛生自主管理分級評核(游泳業),121185,臺北市營業場所衛生優良自主管理分級認證評核結果,編號;報名業別;業者名稱;營業場所地址;營業場所電話;評核結果;有效日期,臺北市政府衛生局
臺北市數值地籍地段圖,121186,為利用地籍圖電腦化管理，辦理重測時若屬圖解法施測區，則將地籍原圖進行數值化；若為數值區，即以數值法施測紀錄，而得地籍圖數值成果，地籍圖檔以小段為單位。,小段代碼;行政區名;地段名稱,臺北市政府地政局土地開發總隊
臺北市區民活動中心資料,121187,本市各行政區管轄區民活動中心地址,編號;區;區民活動中心名稱;地址,臺北市政府民政局
臺北市加油站及加氣站分布圖,121188,臺北市加油站及加氣站分布圖。,CITYZONE;NAME;S_NAME;SUPPLIER;ADDRESS;PHONE;DUTY_TIME;HAVEOIL;HAVESELF;ADDR_X;ADDR_Y,臺北市政府產業發展局
臺北市公立骨灰（骸）存放設施位址,121189,市立殯儀館及公立納骨塔設施位置及連絡方式,name;address;openingHours;telephone,臺北市殯葬管理處
臺北市各區里疏散避難圖資訊(大安區),121190,提供臺北市大安區各里疏散避難圖資訊,District;Village;Language;FILE_URL,臺北市大安區公所
臺北市營業衛生自主管理分級評核(旅館業),121191,臺北市營業場所衛生優良自主管理分級認證評核結果,編號;報名業別;業者名稱;營業場所地址;營業場所電話;評核結果;有效日期,臺北市政府衛生局
臺北市河濱休憩點,121192,各自行車休憩點位置，提供CSV及Shape兩種檔案格式，採WGS84座標系統呈現,Riverside_Park;Location;Latitude;Longitude;Type,臺北市政府工務局水利工程處
臺北市宗教建築環場影像清單,121193,以720oVR多媒體方式記錄各個宗教空間本身的建築雕塑特色，並整合地理資訊系統，呈現宗教寺廟整體資訊。,Name;Id;Num;Longitude;Latitude;Height;VR_Link,臺北市政府民政局
臺北市私立及非營利幼兒園通訊資料,121194,臺北市各行政區私立及非營利幼兒園名稱、電話及地址,編號;鄉鎮;幼兒園名稱;幼兒園電話;幼兒園住址;核定總招收人數,臺北市政府教育局
臺北市河濱輕食區,121195,河濱輕食區位置，提供CSV檔案格式，採WGS84及TWD97座標系統呈現,河濱公園;地點;經度WGS84;緯度WGS84;經度TWD97;緯度TWD97;餐飲種類;營業時間,臺北市政府工務局水利工程處
臺北市內湖垃圾焚化廠營運管理及環境品質監測報告,121196,涵蓋內湖垃圾焚化廠（以下簡稱本廠）營運操作之處理物進廠及產出物出廠統計：如垃圾進廠量、焚化量、底渣及飛灰產生量，以及進出本廠之清運車輛、廚餘進廠量等統計數據。 另外亦包含本廠污染防制之作為如：廢氣、水污染、噪音、底渣灼燒減量、底渣及飛灰穩定化物重金屬及戴奧辛等項目，進行監控防制與相關數據統計報告。 本廠敦親睦鄰及回饋設施之使用人次併同收集於本資料集。,年度;介接網址,臺北市政府環境保護局內湖垃圾焚化廠
臺北市立動物園_動物資料,121197,本資料集提供臺北市立動物園園區之動物導覽整合資訊，藉由文字、圖片、影音等解說媒，融合保育及教育的觀點解說動物的生態習性，帶領社會大眾一同探索野生動物的奧秘。(本資料集開放授權應用內容僅限文字範圍，圖片、聲音及影片等多媒體資訊不在開放授權範圍),A_Name_Ch;A_Summary;A_Keywords;A_AlsoKnown;A_Geo;A_Location;A_POIGroup;A_Name_En;A_Name_Latin;A_Phylum;A_Class;A_Order;A_Family;A_Conservation;A_Distribution;A_Habitat;A_Feature;A_Behavior;A_Diet;A_Crisis;A_Interpretation;A_Theme_Name;A_Theme_UR;A_Adopt;A_Code;A_Pic01_ALT;A_Pic01_URL;A_Pic02_ALT;A_Pic02_URL;A_Pic03_ALT;A_Pic03_URL;A_Pic04_ALT;A_Pic04_UR;A_pdf01_ALT;A_pdf01_URL;A_pdf02_ALT;A_pdf02_URL;A_Voice01_ALT;A_Voice01_URL;A_Voice02_ALT;A_Voice02_URL;A_Voice03_ALT;A_Voice03_URL;A_Vedio_URL,臺北市立動物園
臺北市各里簡易疏散避難地圖（松山區）,121198,提供臺北市各區里疏散避難圖資訊,District;Village;Language;FILE_URL,臺北市松山區公所
臺北市區界圖,121199,行政區界之調整為本局之權責，另為推動業務上運用地理資訊，特將本市十二個行政區加以建置GIS圖層供各公務機關參考使用，本項資料所採用座標系統為TWD97。,AREA;PERF_ID;COUN_ID;CPID;CPTID;NPID;NPTID;PNAME;TNAME;PTNAME;TM2_MAX_X;TM2_MAX_Y;TM2_MIN_X;TM2_MIN_Y;MAX_X;MAX_Y;MIN_X;MIN_Y,臺北市政府民政局
臺北市母嬰親善醫療院所,121200,臺北市母嬰親善醫療院所,院所名稱;效期,臺北市政府衛生局
臺北市各區災害應變中心領取沙包專線電話一覽表,121201,提供臺北市領取沙包資料。,district;tel_service;location;recycle_location;remark;X;Y,臺北市政府民政局
臺北市立動物園_行事曆,121202,本資料集提供臺北市立動物園之園區活動行事曆，包含文字簡介、圖片、網站連結及座標等資訊。(本資料集開放授權應用內容僅限文字範圍，圖片、聲音及影片等多媒體資訊不在開放授權範圍),D_Category;D_Title;D_Summary;D_Brief;D_StartDate;D_EndDate;D_Time;D_Location;D_Geo;D_AddDate;D_RemoveDate;D_Keywords;D_Pic_Alt;D_Pic_URL;D_site_URL;D_Address;D_Site,臺北市立動物園
臺北市各區運動中心,121203,運動中心聯絡資訊,名稱;郵遞區號;地址;電話;傳真;網址,臺北市政府體育局
臺北市環保局廢棄暨未懸掛號牌車輛管理系統,121204,與廢棄機汽車拖吊查報業務的相關檔案,序號;網址,臺北市政府環境保護局
臺北市水質監測站基本資料,121206,臺北市現有水質監測站名稱與位置,序號;位址,臺北市政府環境保護局
臺北市各區里疏散避難圖資訊(北投區),121207,提供臺北市各區里疏散避難圖資訊,District;Village;FILE_URL,臺北市北投區公所
臺北都會區大眾捷運系統路網圖,121208,臺北都會區大眾捷運系統路網GIS圖資,OBJECTID;LENGTH;RouteName,臺北市政府捷運工程局
臺北市調撥車道,121209,調撥車道資料,路段;起迄點;調撥時間;備註,臺北市交通管制工程處
臺北市-營業衛生自主管理分級評核-娛樂業,121210,臺北市營業場所衛生優良自主管理分級認證評核結果,編號;報名業別;業者名稱;營業場所地址;營業場所電話;評核結果;有效日期,臺北市政府衛生局
臺北市旅遊服務中心據點資訊,121211,臺北市旅服中心服務據點資訊,no;name;location;postalCode;address;telephone;openingHours,臺北市政府觀光傳播局
臺北市各區里疏散避難圖資訊(士林區),121212,提供臺北市士林區各里疏散避難圖資訊,District;Village;FILE_URL,臺北市士林區公所
臺北市急救責任醫院,121213,臺北市急救責任醫院,醫院名稱;顯示用地址;系統辨識用地址;電話,臺北市政府衛生局
臺北市溫泉露頭區公告範圍圖,121214,臺北市溫泉露頭區公告範圍圖。,NO;NAME;REMARK;AREA_M,臺北市政府產業發展局
臺北市防溺重點水域一覽表,121215,本市防溺重點水域一覽表，供各單位加強水域安全整備與民眾遊憩參考,項次;行政區;地點名稱;管理單位<br>,臺北市政府消防局
臺北市內湖科技園區廠商名錄,121216,臺北市內湖科技園區廠商資料。,統編;公司名稱;公司地址;位置X座標;位置Y座標,臺北市政府產業發展局
臺北市拖吊場,121217,停車拖吊資訊,拖吊保管場名稱;拖吊責任區;電話;地址,臺北市停車管理工程處
臺北市政府建設公債還本付息兌付統計表,121219,公告每年臺北市政府建設公債到期本息資訊，以利債券持有人兌領,債券代號及名稱;核定發行額;實際發行額;利率_%;期限;還本方式;付息方式;應兌付本息;已兌付本金;已兌付利息;未兌付本金;未兌付利息,臺北市政府財政局
臺北市-營業衛生自主管理分級評核-浴室業,121220,臺北市營業場所衛生優良自主管理分級認證評核結果,編號;報名業別;業者名稱;營業場所地址;營業場所電話;評核結果;有效日期,臺北市政府衛生局
各新兵訓練中心郵政信箱及連絡電話,121221,提供各新兵訓練中心郵政信箱及連絡電話,部隊名稱;駐地;郵政信箱;聯絡電話,臺北市政府兵役局
臺北市公眾區免費無線上網熱點資料(新版),121222,臺北市臺北公眾區免費無線上網(Taipei Free)熱點資料,SITE_ID;GOV_ID;MINISTRY;AGENCY;STYPE;NAME;VENDOR_ID;HOTSPOT_ID;ZIP_CODE;CITY;AREA;ADDR;LATITUDE;LONGITUDE;E-MINISTRY;E_AGENCY;E_STYPE;E_NAME;E_CITY;E_AREA;E_ADDR,臺北市政府資訊局
臺北市河濱求救點資訊,121224,河濱求救點資訊，提供CSV及Shape兩種檔案格式，採WGS84座標系統呈現,名稱;河系;管理站;經度;緯度,臺北市政府工務局水利工程處
臺北市各級學校分布圖(含國小.國中.高中職.特教學校.市立大專院校),121225,臺北市各級學校名錄,school;school_name; ;postal_code;address;telephone;rem,臺北市政府教育局
臺北市河濱自行車租借站、租借費率、提供免費飲水、打氣及簡易維修服務,121227,河濱自行車租借站及租借費率說明，提供CSV及Shape兩種檔案格式，採TWD97及WGS84座標系統呈現,名稱;河濱公園;位置;營業時間;電話;服務資訊;租借費率;特殊照護;緯度TWD97;經度TWD97;緯度WGS84;經度WGS84,臺北市政府工務局水利工程處
臺北市社教機構分佈圖(含社區大學),121228,臺北市社教機構分佈圖(含社區大學),name;url;addr;tel;fax,臺北市政府教育局
公告臺北市政府最新公共債務情形,121231,公告每月臺北市政府最新公共債務資訊，落實全民監督,年度;月份;一年以上公共債務未償餘額;未滿一年公共債務未償餘額;平均每人負擔公共債務;自償性公共債務未償餘額_含非營業特種基金,臺北市政府財政局
臺北市溫泉監測井圖,121232,臺北市溫泉監測井圖。,WELLNO;HAS_NO;X;Y;Z;DEPTH;LOCATION;YEAR;W_Q_FILE;WELL_PIC,臺北市政府產業發展局
臺北市行人專用時相路口及時段,121233,行人專用時相路口及時段,流水號;號誌編號;路口名稱;分區;實施時段;對角行穿線;WGS84X;WGS84Y;TWD97X;TWD97Y,臺北市交通管制工程處
臺北市自行車河濱出入口,121234,"自行車河濱出入口說明,WGS84座標",Riverside_Park;Location;Latitude;Longitude;TYPE,臺北市政府工務局水利工程處
臺北市自行車道(河濱),121235,"自行車道(河濱)路線介紹,WGS84座標",ID;Route,臺北市政府工務局水利工程處
臺北市疏散門資訊,121236,臺北市疏散門編號及座落位置描述，提供CSV檔案格式，採WGS84座標系統呈現,,臺北市政府工務局水利工程處
臺北市各役政單位地址及連絡電話,121237,提供各役政單位地址及連絡電話,單位;地址;聯絡電話,臺北市政府兵役局
臺北市原住民場館介紹,121239,臺北市政府原住民族事務委員會所屬場館介紹及內容說明，主要有北原會館，凱達格蘭文化館、原民風味館、娜魯灣創藝會所，邀請市民朋友參觀,name;url,臺北市政府原住民族事務委員會
臺北市資源回收分類方式,121240,生活中所遇到難分類的垃圾，提供快速的查詢讓民眾知道該如何垃圾分類及何時有回收。,大類別;子類別;說明;回收時間<br>,臺北市政府環境保護局
臺北市大彎南段工業區廠商名錄,121241,臺北市大彎南段工業區廠商資料。,統編;公司名稱;公司地址;位置X座標;位置Y座標,臺北市政府產業發展局
臺北市居家護理所,121242,臺北市居家護理機構,居家護理所名單,臺北市政府衛生局
臺北市文山、中正區已登記公私有土地筆數面積統計表,121243,臺北市文山區及中正區(愛國東、西路以南) 已登記公私有土地筆數面積年報,區域別;土地總面積;已登記公私有土地面積;已登記公有土地面積;已登記私有土地面積;已登記公私共有土地面積;未登記土地總面積;土地總筆數;已登記公私有土地筆數;已登記公有土地筆數;已登記私有土地筆數;已登記公私共有土地筆數;未登記土地筆數,臺北市古亭地政事務所
臺北市各區里疏散避難圖資訊(南港區),121245,提供臺北市各區里疏散避難圖資訊,District;Village;FILE_URL,臺北市南港區公所
臺北市溫泉地區地電阻分布圖,121246,臺北市溫泉地區地電阻分布圖。,ENTITY; LAYER; LINE_NO; DEPTH,臺北市政府產業發展局
臺北市市立殯儀館及公立納骨塔,121247,台北市最新合格之殯葬禮儀公司列表,name;address;openingHours;telephone,臺北市殯葬管理處
新光特展館(大貓熊館)參觀票券,121249,提供臺北市立動物園新光特展館(大貓熊館)參觀票券抽取最新訊息，包含每日是否休館、是否抽票，以及停展說明。,date;week;closed;draw;description;description_en,臺北市立動物園
臺北市救護車資料,121250,臺北市救護車資料,救護車設置現況表,臺北市政府衛生局
臺北市登記工廠分布圖及基本資料,121252,臺北市登記工廠分布圖及基本資料。,REGI_ID;FACT_NAME;FACT_ADDR;BNAME;ADDR_X;ADDR_Y,臺北市政府產業發展局
臺北市CCTV設施,121253,閉路電視攝影機設備資料,流水號;攝影機編號位置;WGS84X;WGS84Y;TWD97X;TWD97Y,臺北市交通管制工程處
臺北市萬華、中正、大同區已登記公私有土地筆數面積統計表,121254,統計臺北市建成地政事務所轄區內已登記公私有土地之面積及筆數,區域別;已登記公私有土地面積;已登記公有土地面積;已登記私有土地面積;已登記公私共有土地面積;已登記公私有土地筆數;已登記公有土地筆數;已登記私有土地筆數;已登記公私共有土地筆數,臺北市建成地政事務所
臺北市立動物園_館區簡介,121255,本資料集提供臺北市立動物園園區所屬之館區簡介，包含戶外、室內及特展等三大類展示場域之館區簡介。(本資料集開放授權應用內容僅限文字範圍，圖片、聲音及影片等多媒體資訊不在開放授權範圍),E_no;E_Category;E_Name;E_Pic_URL;E_Info;E_Memo;E_Geo;E_URL,臺北市立動物園
臺北市木柵垃圾焚化廠營運管理及環境品質監測報告,121256,本資料集主要提供木柵垃圾焚化廠焚化廠營運管理(包括焚化爐操作、垃圾進廠管理、飛灰與底渣清運、處理及作業環境安全衛生管理) 污染防治及監測(包括空氣污染防治、水污染防治、噪音管制、病媒防治及其他委外檢測項目)、敦親睦鄰與回饋設施及景觀維護等相關資料,臺北市木柵垃圾焚化廠營運管理及環境品質監測報告,臺北市政府環境保護局木柵垃圾焚化廠
臺北市張掛旗幟路段參考一覽表,121259,臺北市路燈桿旗幟申請參考路段、已核可活動及時間等資訊,序號;網址,臺北市政府環境保護局
臺北市大貨車禁行區域圖,121261,臺北市大貨車之禁行區域、禁行時段與類型,禁行類型;禁行時間,臺北市政府交通局
臺北市市有土地參與都市更新案件進度表,121262,提供臺北市市有土地參與都市更新案進度等相關資料,序號;地區別;案名;市有土地地號;更新前市有土地總面積_平方公尺;更新單元總面積_平方公尺;最新辦理情形,臺北市政府財政局
臺北市庇護工場名冊,121264,臺北市庇護工場通訊資料,編號;工場名稱;服務障別;營業項目;聯絡人;地址;電話,臺北市勞動力重建運用處
臺北市精神復健暨精神護理機構,121265,臺北市精神復健暨精神護理機構,序號;機構類型;行政區;機構名稱;統整後電話;地址,臺北市政府衛生局
中山堂演出訊息,121266,演出日期：供民眾查詢演出日期起迄 演出時間：供民眾查詢演出時間起迄 節目名稱：供民眾查詢檢索節目名稱 演出單位：供民眾查詢檢索演出單位 相關網址：供民眾LINK相關網址 演出地點：供民眾查詢檢索演出地點廳別 入場方式：供民眾查詢費用與否 售票系統：供民眾查詢檢索售票系統 內容摘要：供民眾查詢檢索內容摘要,演出日期;演出時間;節目名稱;演出單位;相關網址;演出地點;入場方式;售票系統;內容摘要,臺北市中山堂管理所
臺北市國民住宅配售(租)情形,121267,臺北市國民住宅配售(租)情形,臺北市國民住宅配售;情形,臺北市政府都市發展局
臺北市張貼板欄核准地點一覽表,121268,"臺北市張貼板欄核准設置地點,許可期限,許可文號,設置人,管理人/聯絡電話,收費標準等資訊",序號;設置地點;核准期限;核准文號;申請人<br>,臺北市政府環境保護局
臺北市老人健康檢查特約醫事機構,121269,老人健康檢查特約醫事機構,醫院名稱;顯示用地址;系統辨識用地址;電話,臺北市政府衛生局
臺北市機車專用道,121270,機車專用道資料,路名;方向,臺北市交通管制工程處
臺北廣播電臺英文節目表,121271,廣播內容英文節目表，連結網頁提供線上收聽及過去60天節目音檔,chanel;week;start_time;end_time;program;DJ,臺北廣播電臺
臺北市藝文館所,121272,委外館所,館所編號;館所名稱;財產類別;建物屬性;館所電話;所在縣市;詳細地址;館所網址;館所簡介;文化局對應頁面連結,臺北市政府文化局
臺北市受保護樹木,121274,受保護樹木,樹種代碼;樹種名稱,臺北市政府文化局
