資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
金融監督管理委員會主管決算,10404,金融監督管理委員會主管決算,年度;網址,金融監督管理委員會
金融監督管理委員會銀行局單位決算,10405,金融監督管理委員會銀行局單位決算,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;本年度金額;上年度金額,金融監督管理委員會銀行局
金融監督管理委員會證券期貨局單位決算,10406,金融監督管理委員會證券期貨局單位決算,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;預算年度;以前年度轉入數_應收數;以前年度轉入數_保留數;本年度減免註銷數_應收數;本年度減免註銷數_保留數;本年度實現數_應收數;本年度實現數_保留數;本年度調整數_應收數;本年度調整數_保留數;本年度未結清數_應收數;本年度未結清數_保留數;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;本年度金額;上年度金額,金融監督管理委員會證券期貨局
金融監督管理委員會保險局單位決算,10409,金融監督管理委員會保險局單位決算,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;本年度金額;上年度金額,金融監督管理委員會保險局
金融監督管理委員會檢查局單位決算,10410,金融監督管理委員會檢查局單位決算,會計年度;款;項;目;節;預算科目編號;預算科目名稱;細目編號;細目名稱;預算數_原預算數;預算數_預算增減數;預算數_合計1;決算數_實現數;決算數_應收數;決算數_保留數;決算數_合計2;預決算比較增減數;決算數占預算數之比率;分計畫編號;分計畫名稱;用途別編號;用途別名稱;原預算數;預算追加減數;動支第一預備金數;動支第二預備金數;經費流用數;預算調整數;預算增減數小計;預算數合計1;實現數;應付數;保留數;決算數合計2;月份;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額,金融監督管理委員會檢查局
內控聲明書-金融控股公司,10412,年度、機構名稱、內控聲明書聲明人(董事長、總經理、總稽核、法令遵循主管、主要聲明書內容),年度別;機構名稱;聲明人-董事長;聲明人-總經理;聲明人-總稽核;聲明人-法令遵循主管;主要聲明書內容,金融監督管理委員會檢查局
內控聲明書-本國銀行,10413,年度、機構名稱、內控聲明書聲明人(董事長、總經理、總稽核、法令遵循主管、主要聲明書內容),年度別;機構名稱;聲明人-董事長;聲明人-總經理;聲明人-總稽核;聲明人-法令遵循主管;主要聲明書內容,金融監督管理委員會檢查局
內控聲明書-外國銀行,10414,年度、機構名稱、內控聲明書聲明人(台灣區訴訟/非訟代理人(如總經理或法定代理人)、台灣區內部稽核主管、台灣區法令遵循主管、主要聲明書內容),年度別;機構名稱;聲明人-臺灣區訴訟/非訟代理人(如總經理或法定代理人);聲明人-臺灣區內部稽核主管;聲明人-臺灣區法令遵循主管;主要聲明書內容,金融監督管理委員會檢查局
內控聲明書-信用合作社,10416,年度、機構名稱、內控聲明書聲明人(董事長、總經理、總稽核、法令遵循主管、主要聲明書內容),年度別;機構名稱;聲明人-董事長;聲明人-總經理;聲明人-總稽核;聲明人-法令遵循主管;主要聲明書內容,金融監督管理委員會檢查局
內控聲明書-票券金融公司,10417,年度、機構名稱、內控聲明書聲明人(董事長、總經理、總稽核、法令遵循主管、主要聲明書內容),年度別;機構名稱;聲明人-董事長;聲明人-總經理;聲明人-總稽核;聲明人-法令遵循主管;主要聲明書內容,金融監督管理委員會檢查局
內控聲明書-證券商,10418,年度、機構名稱、內控聲明書聲明人(董事長、總經理、主要聲明書內容),年度別;機構名稱;聲明人-董事長;聲明人-總經理;主要聲明書內容,金融監督管理委員會檢查局
內控聲明書-證券投資信託公司,10419,年度、機構名稱、內控聲明書聲明人(董事長、總經理、主要聲明書內容),年度別;機構名稱;聲明人-董事長;聲明人-總經理;主要聲明書內容,金融監督管理委員會檢查局
內控聲明書-壽險公司,10420,年度、機構名稱、內控聲明書聲明人(董事長、總經理、總稽核、法令遵循主管、主要聲明書內容),年度別;機構名稱;聲明人-董事長;聲明人-總經理;聲明人-總稽核;聲明人-法令遵循主管;主要聲明書內容,金融監督管理委員會檢查局
內控聲明書-產險公司,10421,年度、機構名稱、內控聲明書聲明人(董事長、總經理、總稽核、法令遵循主管、主要聲明書內容),年度別;機構名稱;聲明人-董事長;聲明人-總經理;聲明人-總稽核;聲明人-法令遵循主管;主要聲明書內容,金融監督管理委員會檢查局
保險業務發展基金決算,10422,保險業務發展基金決算,年度;檔案連結,金融監督管理委員會保險局
金管會莫拉克颱風災後重建特別決算,10424,金管會莫拉克颱風災後重建特別決算,年度;網址連結,金融監督管理委員會
金管會各機關公款補助團體私人情形季報表,10427,金管會各機關公款補助團體私人情形季報表,年度;季;檔案連結,金融監督管理委員會
金融機構主要檢查缺失-金融控股公司,10435,時間別、檔案下載網址,時間別;檔案下載網址,金融監督管理委員會檢查局
金融機構主要檢查缺失-本國銀行,10436,時間別、檔案下載網址,時間別;檔案下載網址,金融監督管理委員會檢查局
金融機構主要檢查缺失-外國銀行,10437,時間別、檔案下載網址,時間別;檔案下載網址,金融監督管理委員會檢查局
金融機構主要檢查缺失-信用合作社,10438,時間別、檔案下載網址,時間別;檔案下載網址,金融監督管理委員會檢查局
金融機構主要檢查缺失-票券金融公司,10439,時間別、檔案下載網址,時間別;檔案下載網址,金融監督管理委員會檢查局
金融機構主要檢查缺失-證券商,10440,時間別、檔案下載網址,時間別;檔案下載網址,金融監督管理委員會檢查局
金融機構主要檢查缺失-證券投資信託公司,10441,時間別、檔案下載網址,時間別;檔案下載網址,金融監督管理委員會檢查局
金融機構主要檢查缺失-壽險公司,10442,時間別、檔案下載網址,時間別;檔案下載網址,金融監督管理委員會檢查局
金融機構主要檢查缺失-產險公司,10443,時間別、檔案下載網址,時間別;檔案下載網址,金融監督管理委員會檢查局
金融檢查執行情形,10444,年度、檢查性質、金融業別、家數,年度;檢查性質;金融業別;家數,金融監督管理委員會檢查局
證券商常見缺失,10492,證券商常見缺失,類別;常見缺失態樣;法規依據,金融監督管理委員會證券期貨局
違反董事會議事辦法常見缺失案例說明,10509,違反董事會議事辦法常見缺失案例說明20131021,常見缺失或態樣;法規依據,金融監督管理委員會證券期貨局
本國銀行對中小企業放款餘額統計資料,10512,自101年1月起，本表所稱中小企業，除符合「中小企業認定標準」之中小企業外，另增列經中小企業信用保證基金保證符合「商業登記法」第五條之小規模商業及認定視同中小企業者，爰本統計資料亦配合更新，並追溯至101年1月。,年月;總計;占全體企業放款餘額之比率;占民營企業放款餘額之比率;中小企業放款平均逾放比;臺灣銀行;臺灣土地銀行;合作金庫銀行;第一商業銀行;華南商業銀行;彰化商業銀行;上海商業儲蓄銀行;台北富邦銀行;國泰世華商業銀行;中國輸出入銀行;高雄銀行;兆豐國際商業銀行;花旗(台灣)銀行;澳盛銀行;中華開發工業銀行;臺灣工業銀行;臺灣中小企業銀行;渣打國際商業銀行;台中商業銀行;京城商業銀行;匯豐(台灣)銀行;瑞興商業銀行;華泰商業銀行;臺灣新光商業銀行;陽信商業銀行;板信商業銀行;三信商業銀行;聯邦商業銀行;遠東國際商業銀行;元大商業銀行;永豐商業銀行;玉山商業銀行;凱基商業銀行;星展(台灣)銀行;台新國際商業銀行;大眾商業銀行;日盛國際商業銀行;安泰商業銀行;中國信託商業銀行,金融監督管理委員會銀行局
信用合作社逾放等財務資料,10518,按月統計信用合作社逾放等資料,銀行別;存款;稅前盈餘(累計);放款總額;逾期放款<br>總額;貼現及放款提列之備抵呆帳;淨值;逾放比率(%);備抵呆帳/逾期放款(%),金融監督管理委員會銀行局
本國銀行逾放等財務資料,10525,統計各家本國銀行資產品質相關財業務資料,銀行別;存款;稅前盈餘;放款總額;逾期放款總額;貼現及放款提列之備抵呆帳;淨值;逾放比率(%);備抵呆帳/逾期放款(%),金融監督管理委員會銀行局
現金卡重要業務及財務資訊揭露,10529,"統計金融機構發行流通現金卡,放款額度,逾放比,呆帳等資料",金融機構;已動用額度卡數(張);未動用額度卡數(張);放款契約額度總和;放款可動用額度總和;放款餘額(含催收款)II;逾放比率%;已提列備抵呆帳餘額;當月轉銷呆帳金額;當年度累計轉銷呆帳金額,金融監督管理委員會銀行局
信用卡重要業務及財務資訊揭露,10533,按月統計有關信用卡相關發停卡數及循環信用等資料,金融機構名稱;流通卡數;有效卡數;當月發卡數;當月停卡數;循環信用餘額;未到期分期付款餘額;當月簽帳金額;當月預借現金金額;逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%);逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%);備抵呆帳提足率(%);當月轉銷呆帳金額;當年度轉銷呆帳金額累計至資料月份,金融監督管理委員會銀行局
上市上櫃公司買回本公司股份常見違規態樣彙總表,10540,上市上櫃公司買回本公司股份常見違規態樣彙總表,常見缺失;法令依據,金融監督管理委員會證券期貨局
證券投資信託事業常見或重大缺失及態樣彙整表,10544,證券投資信託事業常見或重大缺失及態樣彙整表,常見缺失及態樣;案例(釋例);法令依據,金融監督管理委員會證券期貨局
IFRSs財務報告揭露缺失彙總,10548,IFRSs財務報告揭露缺失彙總,缺失項目;涉及公報;揭露內容;說明,金融監督管理委員會證券期貨局
會計師查核財務報告常見缺失彙總表,10550,會計師查核財務報告常見缺失彙總表,;缺失事項;違反法規,金融監督管理委員會證券期貨局
以土地為擔保品之放款餘額資訊揭露,10552,各類別金融機構以土地為擔保品之放款相關金額統計,金融機構;;以土地為擔保品<br>之放款餘額;放款總額<br>（含催收款）,金融監督管理委員會銀行局
上市櫃公司內部控制常見缺失,10554,上市櫃公司內部控制常見缺失,項目;缺失事項;違反法規,金融監督管理委員會證券期貨局
期貨業各項業務常見缺失彙整表,10556,期貨業各項業務常見缺失彙整表,序號;常見缺失;法令依據;類別,金融監督管理委員會證券期貨局
電子票證重要業務資訊揭露,10557,金融機構電子票證流通卡數及消費儲值金額統計,金融機構;流通卡數;當月消費卡數;當月消費金額;儲值總餘額,金融監督管理委員會銀行局
董監事及大股東持股質押比例>50%統計資料,10574,董監事及大股東持股質押比例>50%之設質相關資料,市場別;公司代號;公司名稱;身分及關係;姓名;股份種類;設質股數;目前持股;所占比例 %,金融監督管理委員會銀行局
董監事及大股東持股質押比例統計資料,10577,金融機構董監事及大股東之持股質押相關資料,市場別;公司代號;公司名稱;全體董監持股合計;全體董監持股設質合計;設質比例 %,金融監督管理委員會銀行局
各銀行呆帳資訊揭露網址,10685,各銀行呆帳資訊揭露網址,銀行代號;銀行名稱;呆帳揭露網址,金融監督管理委員會銀行局
金融控股公司設立情形表,10689,金融控股公司設立核准開業等相關資料,金控公司名稱;核准設立日期;開業;集團資產(單位10億元);集團淨值(單位10億元);子公司,金融監督管理委員會銀行局
93年9月迄今併購案件,10693,金融整併資料彙整,項次;合併(購併)基準日;合併（購併）主體;被合併（購併）金融機構,金融監督管理委員會銀行局
外資投資國內金融機構一覽表,10695,外資投資金融機構相關資料,項次;被投資（併購）機構;投資之外資機構;持股比率(普通股＋特別股);股權投資(新台幣);可轉債(新台幣),金融監督管理委員會銀行局
本國銀行在大陸地區現況統計表,11019,提供本國銀行在大陸地區之分(支)行、子行與辦事處資料,資料截止日期;銀行;分（支）行、子行已開業;分（支）行、子行申請案已獲本會核准;辦事處,金融監督管理委員會
金管會民意信箱FAQ,11024,金管會民意信箱FAQ之問題與答覆,編號;問題主旨;問題內容;答覆;建立時間;問題種類;單位;登錄日期,金融監督管理委員會
會計師事務所家數-按組織型態分,11061,會計師事務所服務業調查,年;項目;合計;單獨執業;聯合開業,金融監督管理委員會
會計師事務所家數-按開業時間分,11064,會計師事務所服務業調查,年;項目;合計;民國59年以前;民國60年－64年;民國65年－69年;民國70年－74年;民國75年－79年;民國80年－84年;民國85年－89年;民國90年－94年;民國95年－99年;民國100年－104年;民國105年;民國100年;民國101年;民國102年;民國103年,金融監督管理委員會
會計師事務所從業人數-按職務及性別分,11065,會計師事務所服務業調查,年;項目;總計;總計男;總計女;合夥會計師_含執業會計師_小計;合夥會計師_含執業會計師_男;合夥會計師_含執業會計師_女;理級主管小計;理級主管男;理級主管女;專業領組小計;專業領組男;專業領組女;專業助理小計;專業助理男;專業助理女;其他人員小計;其他人員男;其他人員女,金融監督管理委員會
會計師事務所全年收入,11067,會計師事務所服務業調查,年;項目;合計;執行業務收入小計;公開發行簽證收入;融資簽證收入;其他財務簽證收入;所得稅簽證申報收入;稅務規劃收入;稅務行政救濟收入;其他稅務業務收入;管理顧問收入;工商登記收入;其他執行業務收入;非執行業務收入小計;利息收入;租金收入;其他非執行業務收入,金融監督管理委員會
會計師事務所全年支出,11068,會計師事務所服務業調查,年;項目;合計;薪資支出;租金支出;文具用品及書報雜誌費;旅費;運費;郵電費;修繕費;廣告費;水電瓦斯費;保險費;交際費;折舊;伙食費;職工福利費;研究費;佣金支出;進修訓練費;損害賠償;退休金準備;退休基金;加班費;其他費用或損失,金融監督管理委員會
證券投資信託基金每日淨值,11109,國內基金之每日淨值資料,日期;會員代號;公司名稱;基金統編;基金代號;基金名稱;基金淨值;漲跌;漲跌幅;類型代號;幣別;受益憑證代號,金融監督管理委員會證券期貨局
期貨業從業員工人數,11110,期貨業從業員工人數,年月;期貨商;期貨經理事業;期貨交易所,金融監督管理委員會證券期貨局
簽證公發會計師事務所及會計師,11132,簽證公發會計師事務所及會計師,事務所名稱;會計師,金融監督管理委員會證券期貨局
證券業家數,11133,證券業家數,年月;證券商;證券投資信託業;證券投資顧問業;證券金融業;證券交易所;證券櫃檯買賣中心;證券集中保管事業,金融監督管理委員會證券期貨局
證券業營業收支,11134,證券業營業收支,年月;證券商營業收入;證券商營業支出;證券商稅前損益;證券投資信託業營業收入;證券投資信託業營業支出;證券投資信託業稅前損益;證券投資顧問業營業收入;證券投資顧問業營業支出;證券投資顧問業稅前損益;證券金融業營業收入;證券金融業營業支出;證券金融業稅前損益;證券交易所營業收入;證券交易所營業支出;證券交易所稅前損益;證券櫃檯買賣中心營業收入;證券櫃檯買賣中心營業支出;證券櫃檯買賣中心稅前損益;證券集中保管事業營業收入;證券集中保管事業營業支出;證券集中保管事業稅前損益,金融監督管理委員會證券期貨局
期貨業營業收支,11135,期貨業營業收支,年月;期貨商營業收入;期貨商營業支出;期貨商稅前損益;期貨經理事業營業收入;期貨經理事業營業支出;期貨經理事業稅前損益;期貨交易所營業收入;期貨交易所營業支出;期貨交易所稅前損益,金融監督管理委員會證券期貨局
集中市場臺灣存託憑證發行概況統計表,11136,集中市場臺灣存託憑證發行概況統計表,年月;發行憑證數;發行單位數_千單位;市值;成交量_千單位;成交值;周轉率,金融監督管理委員會證券期貨局
上市(櫃)公司籌資情形統計表,11137,上市(櫃)公司籌資情形統計表(單位: billion),年月;總籌資家次;總籌資金額;籌資方式_初次上市家次;籌資方式_初次上市金額;籌資方式_現金增資家次;籌資方式_現金增資金額;籌資方式_私募股份家次;籌資方式_私募股份金額;籌資方式_存託憑證家次;籌資方式_存託憑證金額;籌資方式_轉換公司債家次;籌資方式_轉換公司債金額;籌資方式_普通公司債家次;籌資方式_普通公司債金額,金融監督管理委員會證券期貨局
臺灣證券市場綜覽,11138,臺灣證券市場綜覽,年月;上市櫃家數;資本額_十億元;市值;總成交值;日平均值;成交金額_股票;成交金額_指數股票型基金;成交金額_封閉式基金;成交金額_受益證券;成交金額_認購_售權證;成交金額_臺灣存託憑證,金融監督管理委員會證券期貨局
資金流動狀況統計表,11139,資金流動狀況統計表,年月;FINI_匯入金額_;FINI_匯出金額;FIDI_匯入金額_;FIDI_匯出金額;FINI_FIDI_匯入金額_美金十億;FINI_FIDI_累積匯入淨額;上市櫃公司海外籌資_存託憑證_臺幣十億元;上市櫃公司海外籌資海外籌資_可轉換公司債;證券商受託買賣外國有價證券,金融監督管理委員會證券期貨局
中央存款保險公司年報,11149,年報內容包括中央存款保險公司業務概況、財務報表及重要統計資料等資訊,年;連結網址,中央存款保險股份有限公司
出售受接管、清理、清算機構保留資產,11150,提供出售受接管、清理、清算機構保留資產之作者/年代、品名、尺寸、出售價等資訊,序號;作者;品名;尺寸;出售價;圖片網址;出售及預約情形;資料更新日期,中央存款保險股份有限公司
信用合作社主要財務資料指標－依季別,11151,依季別提供信用合作社主要財務資料指標項目及最新五季指標值％,指標項目;109年第2季(%);109年第1季(%);108年第4季(%);108年第3季(%);108年第2季(%),中央存款保險股份有限公司
信用合作社主要財務資料指標-按資產規模別,11153,依資產規模提供信用合作社主要財務資料指標項目及指標%,指標項目;109年6月底資產100億元以下(%);109年6月底資產100～300億元(%);109年6月底資產300億元以上(%),中央存款保險股份有限公司
農會信用部主要財務資料指標－依季別,11154,依季別提供農會信用部主要財務資料指標項目及最新五季指標值％,指標項目;109年第2季(%);109年第1季(%);108年第4季(%);108年第3季(%);108年第2季(%),中央存款保險股份有限公司
農會信用部主要財務資料指標-按資產規模別,11155,依資產規模提供農會信用部主要財務資料指標項目及指標%,指標項目;109年6月底資產10億元以下(%);109年6月底資產10～50億元(%);109年6月底資產50～100億元(%);109年6月底資產100億元以上(%),中央存款保險股份有限公司
